gene,dim1,dim2
P13586,0.234707,-0.517064
O59868,0.415827,-0.426491
P38166,0.133828,-0.527776
Q9P6K1,0.304339,-0.461977
P54783,0.451172,-0.448151
Q9HDX8,0.178146,-0.585095
Q9USR3,0.21748,-0.624506
P37297,0.149734,-0.652676
Q07824,-0.059626,-0.604903
O74829,0.0859488,-0.63156
Q12164,0.195174,-0.498757
Q9Y7Z5,0.0574108,-0.565663
P35996,-0.101112,-0.617104
O94292,0.399756,-0.445887
P00560,0.187159,-0.508491
O60101,0.30404,-0.511347
P40357,-0.0686462,-0.604017
O74786,0.423825,-0.553178
P32857,0.151909,-0.517111
O13989,0.155006,-0.527281
P16658,0.11893,-0.538955
Q8TFH7,0.128497,-0.552269
P38329,0.352053,-0.432401
O60146,0.0923799,-0.540347
O13370,0.308218,-0.489153
P24784,0.20737,-0.499146
P47077,0.194605,-0.510248
Q92347,0.133259,-0.775368
O94671,0.424862,-0.417328
P31116,0.0831812,-0.549309
Q04344,0.27885,-0.530166
O94586,0.315564,-0.452577
P40484,0.431902,-0.400186
O94360,0.344736,-0.438031
P33298,0.36979,-0.42638
O74894,0.193064,-0.504434
Q9P7H0,0.363798,-0.440885
P32495,0.40308,-0.457978
Q12126,0.362228,-0.443846
P06242,0.00612568,-0.594906
Q9Y7R8,0.368352,-0.455056
P17505,0.198058,-0.539289
P39111,0.376834,-0.420629
O43046,0.23319,-0.486546
P06243,0.353588,-0.437506
P50582,0.495506,-0.41992
P02406,0.416981,-0.405978
P36585,0.213824,-0.527103
Q9P383,0.128703,-0.525385
Q08920,0.359686,-0.437699
O94581,0.1213,-0.529341
Q01519,0.472241,-0.39704
Q12165,0.117176,-0.53465
Q9P6R6,0.107728,-0.574944
P32378,0.249194,-0.476159
Q10252,0.197049,-0.508045
Q04500,0.345115,-0.439729
P87137,0.46541,-0.424475
Q6Q546,0.150902,-0.515811
O94650,0.0674621,-0.553254
O94296,0.0575658,-0.554915
P39524,0.281254,-0.696192
Q04432,0.168133,-0.512251
O74914,0.155652,-0.633249
Q03799,0.240044,-0.491013
O74956,0.378569,-0.437775
P38912,0.370662,-0.469264
P55877,0.333295,-0.616052
P48362,0.324492,-0.455206
Q10498,0.17624,-0.595375
Q00764,0.373101,-0.432845
P40387,0.345144,-0.446971
P41838,0.233526,-0.483972
P40066,0.433579,-0.524478
P0CT78,0.0380269,-0.555507
Q3E757,0.102318,-0.549875
O14039,0.34931,-0.444491
P53972,0.118749,-0.555474
P53091,0.220945,-0.486553
P49731,0.0684963,-0.549508
P37366,0.128057,-0.519869
P36613,0.312029,-0.457943
P37303,0.145472,-0.515205
O13940,0.277239,-0.538264
P32479,0.217716,-0.502318
P87314,0.218464,-0.518658
P38431-1,0.171179,-0.510156
Q09689,0.343921,-0.482922
P05743,0.414376,-0.407426
P78946,0.451788,-0.40175
O74458,0.119546,-0.530413
P33339,0.225572,-0.493059
P06174,0.411638,-0.493002
P87214,0.283074,-0.479923
O94523,0.189919,-0.53518
P21147,0.209825,-0.521843
O94347,0.447384,-0.431661
P36059,0.203025,-0.516744
P40991,0.0584393,-0.554608
O94268,0.191528,-0.529014
Q06389,0.349121,-0.50282
Q09711,0.0200566,-0.588966
P52917,0.108477,-0.54112
Q09803,0.157043,-0.51958
Q9P7C0,0.274761,-0.473949
Q06506,0.235173,-0.499304
Q09810,0.37949,-0.428684
P38820,0.389312,-0.44619
P06168,0.27228,-0.501205
P78827,0.0699865,-0.559447
P40985,0.296531,-0.486397
O94275,0.269122,-0.490123
Q9USN5,0.117101,-0.534793
P33327,0.248092,-0.498213
Q03280,0.386635,-0.492615
O13834,0.160511,-0.527177
O13286,0.263194,-0.526002
P53197,0.340942,-0.447748
Q9UUA1,0.253689,-0.484214
P38755,0.355776,-0.448103
P53389,0.211511,-0.488961
O94343,0.327225,-0.487482
P17883,0.288902,-0.483562
O94474,0.297144,-0.486167
P53959,0.416917,-0.407606
O94677,0.313621,-0.449083
O94365,0.381707,-0.477386
Q04305,0.317284,-0.458728
P32331,0.351823,-0.548244
Q10248,-0.00883713,-0.596184
Q9P7M8,0.444988,-0.480934
P52593,0.416798,-0.420726
Q9P771,0.379618,-0.552656
P53835,0.318217,-0.530234
Q08962,0.216314,-0.598928
Q1MTQ9,0.337217,-0.473924
P18962,0.410563,-0.445763
O14073,0.0948938,-0.552885
O42893,0.499961,-0.391002
P32356,0.23601,-0.49961
P07669,0.199345,-0.52238
P00942,0.17311,-0.515748
P40375,0.426358,-0.432986
P36013,0.178125,-0.506846
P38248,0.210383,-0.520759
O74411,0.225333,-0.61484
O74370,0.346826,-0.437475
P21374,0.492252,-0.376554
O13835,0.378468,-0.429102
P32899,0.179294,-0.510516
O00091,0.414058,-0.530662
P11412,0.0106161,-0.589764
O13725,0.315846,-0.446359
P40165,0.308372,-0.449869
P09733,0.154324,-0.514874
P04688,0.273902,-0.481936
Q03656,0.343251,-0.509014
P36616,0.180026,-0.523755
O74776,0.214601,-0.496759
Q03151,0.339597,-0.463535
O42858,0.180264,-0.504475
P39706,0.323374,-0.451413
P52492,0.282183,-0.46623
O00103,0.313511,-0.456498
P39727,0.23655,-0.509614
Q09895,0.405669,-0.43117
Q05359,0.126544,-0.61198
O14324,0.144514,-0.529331
Q09701,0.167232,-0.5824
P39010,0.277891,-0.465288
P20449,0.203224,-0.504837
Q09747,0.214773,-0.520615
O13843,0.243671,-0.520739
P32459,0.0116153,-0.581021
Q02890,0.0959561,-0.647957
O74739,0.459129,-0.406352
P38880,0.482294,-0.387276
Q10070,0.0589979,-0.550867
P27514,0.549482,-0.366559
O59712,0.190422,-0.518434
Q9P7X7,0.166771,-0.513827
P80428,0.198919,-0.497265
P36604,0.177045,-0.546706
P16474,0.33051,-0.45237
P32496,0.373971,-0.435449
P50524,0.108146,-0.551593
O13872,0.155062,-0.520757
Q02767,0.283394,-0.469832
Q12749,0.400256,-0.410343
P53692,0.164077,-0.507942
Q10414,0.393844,-0.462354
P53255,0.232783,-0.486426
P38626,0.298807,-0.513763
O74557,0.0352527,-0.596653
P32906,0.128724,-0.533824
Q9P7C3,0.378542,-0.428907
Q99297,0.508141,-0.376751
Q9P3T7,0.529761,-0.366769
P47079,0.530212,-0.403395
P78921,0.400427,-0.450429
P0CT65,0.358614,-0.516233
P0CX52,0.387451,-0.442465
P36600,0.246586,-0.520038
P07278,0.044453,-0.577125
Q03020,0.264705,-0.524653
Q9UTC6,0.328932,-0.471606
O94658,0.0341594,-0.682305
O14455,-0.0184995,-0.624454
P40996,0.514944,-0.395728
P29366,0.380854,-0.422645
O14255,0.514425,-0.373695
P53008,0.380138,-0.432586
Q02884,0.46087,-0.424157
Q9USP1,0.245277,-0.486834
P50076,0.341846,-0.444924
Q10254,0.0205653,-0.575867
Q03834,0.344345,-0.450681
O74502,0.394472,-0.417046
Q9P7V4,0.344536,-0.496003
P34253,0.171647,-0.550316
P31380,0.107264,-0.611912
O74842,0.356535,-0.441388
Q07551,0.0859178,-0.638796
O13848,0.117645,-0.530962
Q08910,0.368043,-0.455229
Q9P7U4,0.089985,-0.557486
O94238,0.22095,-0.604259
P38754,0.173734,-0.517289
P39993,0.443729,-0.405239
Q9P7R8,0.436549,-0.40325
P38968,0.356983,-0.441795
O13637,0.404965,-0.434409
P40186,0.350076,-0.483618
O42979,0.311453,-0.475172
P79088,0.306514,-0.513401
P32915,0.267872,-0.532027
P0CX44,0.41679,-0.479795
O74836,0.138452,-0.555081
O42700,0.247784,-0.550761
P15019,0.354548,-0.436379
P29704,0.524364,-0.398802
P36596,0.147979,-0.533041
P38932,0.433295,-0.4801
Q09805,0.289612,-0.47756
P13188,0.36894,-0.462301
Q9Y7Y8,0.105273,-0.549003
P49095,0.201234,-0.598322
Q09785,0.0766657,-0.591269
O60122,0.375053,-0.486845
P07285,0.451806,-0.42659
P06839,0.173778,-0.586759
P26659,0.44668,-0.431628
O13850,0.307481,-0.54877
Q05779,0.158238,-0.524052
P10566,0.468074,-0.460833
O14281,0.0706331,-0.598871
P41338,0.122059,-0.628779
Q9UQW6,0.390225,-0.454442
Q09116,0.0907348,-0.642583
P25342,0.305861,-0.462535
O60074,0.248421,-0.553706
P69771,0.335168,-0.506967
Q03940,0.46299,-0.458907
Q9C0X6,0.507475,-0.374601
Q9UTN1,0.240792,-0.546394
P32332,0.216272,-0.502694
O74764,0.234944,-0.542336
P25808,0.3678,-0.442773
P53920,0.275908,-0.527058
Q9P7S1,0.19178,-0.505359
Q10428,0.0731166,-0.652516
P38903,0.0636548,-0.609164
Q08723,0.147282,-0.625381
O74440,0.15482,-0.549183
Q9P6Q1,0.294892,-0.575315
P38197,0.0364809,-0.616002
O13672,0.315584,-0.53107
P17076,0.357354,-0.459653
P06780,0.302328,-0.530972
Q09914,0.427504,-0.453336
Q03262,0.219131,-0.528114
O74478,0.359314,-0.445203
P37012,0.282367,-0.482129
O74374,0.483475,-0.4029
P41390,0.589375,-0.339018
P04046,0.437398,-0.397127
Q9UTN4,0.369644,-0.4937
P42841,0.16966,-0.539298
O59945,0.38833,-0.464403
P32599,0.0246448,-0.61145
Q12429,0.325251,-0.510925
Q9USQ7,0.401248,-0.465782
P21524,0.407031,-0.482598
P36602,0.509243,-0.410477
Q04149,0.406659,-0.522255
P87231,0.202246,-0.554706
P34110,0.33342,-0.483842
O74552,0.419299,-0.443186
P00045,0.103108,-0.621101
P00046,0.197061,-0.520652
P15180,0.583552,-0.354916
Q9UUE6,0.0839924,-0.549989
P05030,0.169794,-0.609122
P09627,0.11572,-0.547001
Q09189,0.327886,-0.529293
P38797,0.450908,-0.404065
P46972,0.313565,-0.525629
Q9UST2,-0.0206633,-0.632509
O74928,0.188855,-0.572867
P38009,0.0793927,-0.577939
P07991,0.295848,-0.523102
Q9P7L5,0.188919,-0.560201
Q9Y822,0.393776,-0.499731
P38064,0.12776,-0.566456
O14003,0.299779,-0.513594
P38629,0.452704,-0.425513
P19146,0.0887184,-0.630525
P36579,0.242464,-0.502283
P23644,0.127578,-0.610622
O13656,0.0223803,-0.585419
O13814,0.0172145,-0.669187
P18409,0.157784,-0.523214
O59761,0.345323,-0.46609
Q08960,0.314154,-0.486373
P53688,0.460828,-0.449087
Q9UR39,0.0275328,-0.61289
Q12408,0.128552,-0.60754
Q9C0X9,0.113383,-0.566561
Q99216,0.131537,-0.593498
O14044,0.178065,-0.517572
O13774,0.462973,-0.434276
P51601,0.117565,-0.549627
P78825,0.408563,-0.462007
P47143,0.332319,-0.459889
Q96WV1,0.208936,-0.567901
Q12009,0.240329,-0.509616
P32579,0.40725,-0.519205
O94530,0.559441,-0.411621
P54861,0.200433,-0.502525
Q09748,0.101091,-0.541752
O60123,0.260494,-0.529207
P09620,0.0796106,-0.559201
P79082,0.187528,-0.553919
Q02889,0.0147465,-0.597567
P40351,0.374335,-0.509748
Q10479,0.347541,-0.4902
P40327,0.155425,-0.587373
P36612,0.122695,-0.585762
O94609,0.469037,-0.43288
P22515,-0.0249679,-0.619538
P33075,0.306913,-0.498881
P07170,0.277642,-0.478412
P19516,0.209144,-0.519854
Q86ZU7,0.179774,-0.515274
P25374,0.354561,-0.464795
O74351,0.375093,-0.441025
P06103,0.291217,-0.523301
Q10425,0.124421,-0.582373
P35194,0.404319,-0.474643
O60055,0.359338,-0.478236
P80210,0.0534473,-0.635931
Q02787,0.519786,-0.375984
O13685,0.325406,-0.539374
P52490,0.349174,-0.469495
P32486,0.1138,-0.623498
O13941,0.187156,-0.567256
P46675,0.15873,-0.573466
O94534,0.471086,-0.393293
P40454,0.0521981,-0.650678
O36016,0.0530901,-0.590735
O74391,0.249292,-0.570629
P04456,0.472742,-0.439905
Q9Y7T3,0.160019,-0.542472
P53215,0.362502,-0.460122
Q9UU86,0.505323,-0.431427
P40528,0.229963,-0.538611
P30620,0.0765875,-0.564604
Q10264,0.126591,-0.526741
P15398,0.37344,-0.482948
P10964,0.219555,-0.510699
Q9UTA5,0.342908,-0.516579
P53177,0.160228,-0.565118
O94556,-0.0206711,-0.647988
P16522,0.418591,-0.425729
P32178,0.136234,-0.617869
O13739,0.319027,-0.501133
P15108,0.258558,-0.546765
P41887,0.194559,-0.538701
Q9C1W8,0.0108584,-0.65944
Q04119,0.267608,-0.49013
O59711,0.0248277,-0.640675
P38999,0.16581,-0.517677
O74834,0.396903,-0.500734
P12887,0.0450862,-0.619634
O43073,0.175933,-0.573307
Q12016,0.397059,-0.446717
Q01590,0.109687,-0.601365
O13644,0.406567,-0.424056
P42840,0.274663,-0.550883
P54069,0.192269,-0.558506
Q9P7M0,0.111206,-0.572635
Q02981,0.301293,-0.495867
P20485,0.364213,-0.450943
Q10276,0.395353,-0.429584
P47164,0.114492,-0.642147
O74314,0.183218,-0.554203
O74366,-0.000504776,-0.654675
Q12004,0.243443,-0.496594
Q9UUG1,0.46685,-0.435997
P36160,0.240229,-0.507185
O14346,0.275545,-0.549821
P40857,0.322247,-0.512371
P46655,0.269857,-0.560885
O13775,0.497088,-0.433946
P31115,0.0833313,-0.579379
Q9UTB3,0.106482,-0.573883
Q09740,0.378604,-0.465769
P14742,0.183465,-0.529116
P0C2H6,0.363189,-0.489045
O14388,0.162747,-0.536838
Q07350,0.390499,-0.480542
Q9P7L8,0.0329202,-0.606148
P54780,0.396525,-0.44206
O74895,0.44379,-0.422486
P40029,0.0222715,-0.665503
Q09859,0.185456,-0.576703
P53254,0.104188,-0.625061
O94676,0.261172,-0.520532
P21827,0.114789,-0.613617
P28745,0.280856,-0.516316
P41878,0.0348956,-0.641373
P43588,0.159001,-0.547481
P06104,0.280406,-0.53643
P23566,0.0324788,-0.621976
P07149,0.125507,-0.597375
Q9UUG0,0.074126,-0.583202
P05501,0.433259,-0.459447
P00163,0.204039,-0.528952
P0CT74,0.37747,-0.486474
P0CX48,-0.0192616,-0.633995
O59858,0.325984,-0.50646
P40581,-0.027471,-0.629332
Q04062,0.119302,-0.604414
Q9US13,0.240084,-0.531021
O94476,0.134853,-0.606887
Q12522,0.139986,-0.579173
Q06338,0.479116,-0.447706
O74907,0.330974,-0.481817
P38913,0.0441441,-0.5978
O74841,0.423773,-0.42272
Q06631,0.192466,-0.600341
Q9US05,0.520114,-0.438894
P09232,0.00919083,-0.614351
P40903,0.291375,-0.485261
P27882,0.443403,-0.472667
O14144,0.0543573,-0.633684
O14399,0.455575,-0.445052
Q03919,0.140286,-0.577714
O74456,0.143958,-0.570577
P17157,0.342517,-0.490813
P10363,0.170907,-0.58196
O14215,0.0798166,-0.569749
P40483,0.422456,-0.478422
Q9US12,0.376471,-0.498285
Q9P7X9,0.387808,-0.483002
P53320,0.389976,-0.47104
O94561,0.161645,-0.584806
P40553,0.175613,-0.552548
P33204,0.387293,-0.441745
Q92352,0.128571,-0.530771
Q06344,0.170584,-0.567187
O74828,0.388784,-0.451279
O94453,0.293538,-0.513955
O13525,0.443808,-0.420749
Q09177,0.330867,-0.508421
P28000,0.321103,-0.481336
O94700,0.282207,-0.522765
O14467,0.111351,-0.549847
P34077,0.139823,-0.570084
O94418,0.439066,-0.440951
O94567,0.299062,-0.518123
P38707,0.282591,-0.494034
Q9UT74,0.201613,-0.553332
P49367,0.322046,-0.511443
Q06132,0.167587,-0.566025
O13971,0.134616,-0.542687
Q9US47,0.376111,-0.482131
P38067,0.330829,-0.48759
Q05911,0.229063,-0.532408
O60105,0.194604,-0.524953
O59666,0.450866,-0.446296
P38995,0.393131,-0.455192
P16120,0.510444,-0.431489
Q42598,0.110796,-0.558337
Q10358,0.497182,-0.40235
P25560,0.382498,-0.451422
Q9C1X2,0.22294,-0.530054
P46681,0.25498,-0.513142
Q99312,0.256836,-0.515935
O14349,0.0614457,-0.56424
P36597,0.286034,-0.515205
Q07748,0.308125,-0.497494
P14965,0.225492,-0.553878
P03962,0.338582,-0.464391
P78753,0.130706,-0.604134
P49090,0.128139,-0.566211
Q9Y7T1,0.407365,-0.454261
Q04372,0.319603,-0.512835
Q02199,0.134664,-0.607771
Q09793,-0.0299497,-0.65596
P40510,0.373108,-0.488159
P87228,-0.0184908,-0.625083
Q9P6M9,0.470281,-0.421905
Q04599,0.275377,-0.510166
P33775,0.0791477,-0.578782
O13898,0.0390403,-0.583187
Q9P380,0.0648443,-0.593748
P32901,0.284532,-0.488617
P23797,0.105245,-0.621512
Q9HDW9,0.534262,-0.414328
Q9Y7K8,0.0304367,-0.642109
Q12063,0.203223,-0.535887
Q03390,0.273603,-0.549115
O74422,0.195904,-0.557159
P25039,0.186574,-0.559573
Q9USZ1,0.32542,-0.460381
Q09692,0.403511,-0.47082
Q12109,0.0882122,-0.582881
P07236,0.0284716,-0.643395
O13969,0.329658,-0.491659
P22215,0.542572,-0.415618
O94695,0.36331,-0.458365
P35999,0.237043,-0.524864
Q10415,0.243644,-0.524267
P40479,0.0172533,-0.630114
O13453,0.0451883,-0.588534
P39012,0.184206,-0.555058
Q9US48,0.197685,-0.515308
P34222,0.124378,-0.591725
O13830,0.227497,-0.525914
Q9US45,0.0951778,-0.594842
P38782,0.232867,-0.539872
Q06683,0.23869,-0.551609
Q1MTR1,0.212125,-0.547304
P33413,0.210294,-0.558714
O94469,0.399979,-0.443665
Q09864,0.0487145,-0.631853
P19882,0.0139456,-0.614446
P15646,0.0704326,-0.625906
P35551,0.213486,-0.520381
O00102,0.254064,-0.512443
Q02159,0.211688,-0.504095
O14086,0.115523,-0.595906
Q01080,0.374292,-0.45755
P78820,0.319405,-0.513141
Q00955,0.420473,-0.441762
O36033,0.0941384,-0.605372
P42842,0.398344,-0.448364
Q10055,0.285125,-0.527276
Q12099,0.278545,-0.517982
Q07953,0.44115,-0.460703
O14179,0.0113162,-0.620081
Q08144,0.298972,-0.517521
Q9P6P1,0.191968,-0.534694
P12000,0.20731,-0.575875
P04819-1,0.135898,-0.587443
P27810,0.106672,-0.575672
O60160,0.457794,-0.413572
Q9P6I5,0.0691222,-0.623852
P15454,0.0881484,-0.600328
O43053,0.108066,-0.575552
Q12001,0.0679918,-0.563545
Q06685,0.225499,-0.53198
O74429,0.161207,-0.547668
Q08954,-0.0422256,-0.674907
Q9UTP4,0.303203,-0.52927
P17608,0.15809,-0.576233
Q99260,0.0702308,-0.582244
P46677,0.128485,-0.595526
Q09813,0.305066,-0.481867
O94350,0.133516,-0.602902
P53101,0.0332587,-0.617833
P38860,0.469522,-0.45657
Q9UT06,0.486989,-0.445286
P32580,0.0134041,-0.656338
O94445,0.453106,-0.473406
Q9UT44,0.251827,-0.508324
P54885,0.0528407,-0.588477
Q00873,0.488368,-0.418736
O13962,0.345933,-0.466175
Q10435,0.317432,-0.47711
P33202,-0.0668004,-0.630242
P15436,0.422092,-0.479298
P30316,0.407206,-0.480313
Q06504,0.0869412,-0.587489
O74457,0.26528,-0.500255
O13896,0.102621,-0.595209
Q04307,0.0839457,-0.615585
Q9Y7L0,0.364538,-0.500419
P22214,0.530867,-0.409025
P07703,0.150202,-0.591987
O94616,0.201233,-0.521773
O43036,0.19587,-0.557654
P46669,0.504298,-0.40277
O74484,0.23257,-0.546346
P41940,0.39032,-0.471527
O60097,0.188537,-0.55847
P38915,0.0918731,-0.561526
Q7Z9H9,0.217059,-0.567951
P42837,0.380389,-0.500711
Q10289,0.229569,-0.57588
P19097,0.431181,-0.479146
O94270,0.370458,-0.463873
P18414,0.0203236,-0.60887
P36048,0.0882682,-0.624958
O94316,0.274762,-0.527069
P40513,0.100546,-0.612646
O94675,0.0565377,-0.60697
Q04489,0.0368364,-0.594801
O74397,0.373291,-0.469497
Q10066,-0.0188095,-0.673952
P00812,0.243756,-0.563319
P36086,0.21066,-0.574023
Q7Z9I3,0.188207,-0.569672
Q06543,0.225097,-0.553746
O14443,0.454231,-0.448472
P48439,0.18726,-0.574556
Q8TFH3,0.0807911,-0.598368
Q06010,0.232949,-0.553055
O14077,0.282475,-0.486706
P46969,0.207045,-0.568365
O14105,0.279531,-0.495015
O60084,0.359607,-0.476911
Q01852,0.466093,-0.415814
P02309,0.160852,-0.585658
P09322,0.205427,-0.520041
P24583,-0.00238891,-0.616968
P36583,0.268044,-0.511891
O94681,0.159574,-0.598132
P19262,0.393684,-0.471761
P32288,0.298721,-0.518932
Q09179,0.40507,-0.476094
P36147,0.285781,-0.481863
O94539,0.226916,-0.508951
O74904,0.264663,-0.532012
P0CX85,0.0888126,-0.596478
P22855,0.36327,-0.471162
Q9UT61,0.043475,-0.57869
P36519,0.365471,-0.460095
O14337,0.0864261,-0.582817
O74555,0.369744,-0.461317
Q12186,0.424948,-0.442074
Q07508,0.11456,-0.608865
Q9USM4,0.0796009,-0.590699
Q12702,0.383232,-0.479989
Q00362,0.0765659,-0.608098
P30775,0.0905523,-0.613299
Q09691,-0.0581846,-0.644198
P53043,0.15473,-0.557664
O43049,0.301041,-0.482428
Q12157,0.424163,-0.495177
Q9UT86,0.106806,-0.565731
Q10106,0.125875,-0.565551
P34247,0.370296,-0.446126
O13946,0.368481,-0.506372
P54837,0.0856135,-0.615808
P05749,0.400615,-0.458336
Q09668,0.101268,-0.573198
P55306,0.0669425,-0.625605
P15202,0.32998,-0.462748
P87324,0.184469,-0.529437
P46957,0.121845,-0.561756
Q12434,0.427273,-0.485435
O14224,0.288,-0.535083
Q1K9C2,0.0253238,-0.616862
P47169,0.47857,-0.423388
O94565,0.349811,-0.521574
P53966,0.410302,-0.467317
Q09673,0.127086,-0.588148
P40459,0.20251,-0.550957
Q9P7S8,0.191823,-0.538846
Q08760,0.23834,-0.503813
Q9UUH7,0.0459181,-0.609375
P48365,-0.0216607,-0.614997
P38111,0.222523,-0.553201
Q02099,-0.0530369,-0.653587
Q9UUK2,0.450182,-0.46131
Q03330,-0.0204288,-0.60853
Q99271,0.377183,-0.468457
O14123,0.148965,-0.570107
Q04491,-0.00632016,-0.624827
O94319,0.134923,-0.54482
P20081,0.0736392,-0.623521
O42993,-0.00686693,-0.612221
O74835,0.274954,-0.533743
Q05022,0.257375,-0.517371
P52918,0.10229,-0.617852
O14116,0.143768,-0.58636
O14141,0.342548,-0.512261
Q99210,0.223687,-0.532002
Q07895,0.494759,-0.457232
O94439,0.432666,-0.468699
Q12125,0.142132,-0.58081
O74432,0.338357,-0.459878
Q12116,0.210763,-0.54709
Q9HDY3,0.116919,-0.576574
Q06706,0.406057,-0.478602
O59704,0.295609,-0.488329
P38011,0.0955885,-0.611917
Q10281,0.125325,-0.581929
Q04401,0.459861,-0.466718
Q9P7Y2,0.520602,-0.419822
Q12003,0.179837,-0.559436
Q10078,0.390935,-0.462101
P36062,0.402333,-0.465713
Q10074,0.356972,-0.482688
O14321,0.30336,-0.519145
P25087,0.0798648,-0.629442
P00546,0.254208,-0.5397
P04551,0.0821321,-0.571431
P28777,0.261418,-0.539268
O74413,0.284776,-0.474945
O74952,0.291759,-0.491434
P08425,0.152142,-0.546471
P32361,0.204994,-0.57636
O94537,0.3943,-0.479323
P39966,0.197336,-0.568516
Q09173,0.251178,-0.497951
Q09913,0.257062,-0.518229
P25335,0.105846,-0.56172
P38071,0.37138,-0.475015
Q10488,0.492671,-0.415484
P24521,0.0611681,-0.648805
Q9UT88,0.497769,-0.457221
Q12676,0.0867521,-0.628349
Q9UTD0,0.0874659,-0.579808
P34760,0.176998,-0.573515
O74887,0.102239,-0.593659
O60116,0.220516,-0.557975
P25332,0.274323,-0.528767
P87144,0.270769,-0.513204
P04801,0.190672,-0.544355
O94617,0.134968,-0.570896
P43123,0.411916,-0.433864
P32319,0.0596422,-0.624243
O42930,0.145032,-0.545661
P53730,0.0447195,-0.59412
Q9USD4,0.260086,-0.495949
O94703,0.336393,-0.487498
P32529,0.216715,-0.553257
Q9Y7M6,0.0346039,-0.644623
P35178,0.254755,-0.531119
Q9UUF7,0.331172,-0.477846
P41810,0.243161,-0.543778
Q04636,0.111759,-0.593718
O94529,0.180716,-0.588756
O94413,0.035234,-0.597246
P38620,0.135144,-0.580429
P49954,0.417418,-0.495715
Q10166,0.39844,-0.480791
Q09190,0.389959,-0.498704
Q06549,0.126357,-0.579367
P38121,0.245727,-0.550029
O74946,0.283663,-0.513064
P07273,0.306807,-0.507417
P49373,0.057671,-0.581356
Q9UU88,0.142094,-0.568167
Q12055,0.107923,-0.566144
Q04311,-0.00383394,-0.637433
O74977,0.333633,-0.483231
Q03193,0.377154,-0.460271
Q10227,0.514667,-0.4144
P42942,0.146704,-0.554308
O94362,0.273779,-0.486688
O13917,0.371322,-0.480882
P47165,0.336074,-0.516913
P39517,0.399499,-0.486982
Q09181,0.0497892,-0.591985
P41920,0.109223,-0.619495
Q09717,0.204849,-0.550794
P53845,-0.0146631,-0.630656
P87148,0.135404,-0.563206
O59702,0.00653479,-0.641195
P32561,0.101887,-0.596264
P07251,0.14501,-0.605269
P24487,0.184323,-0.538236
Q02061,0.136158,-0.60458
P08518,0.0798743,-0.589671
P37020,0.150714,-0.560784
O60159,0.379185,-0.449098
P32497,0.303064,-0.517585
O14164,0.37247,-0.471456
P04050,0.407199,-0.465083
P36594,0.267753,-0.486774
Q10343,0.0522299,-0.614652
P12904,0.515737,-0.438699
Q02088,0.207969,-0.575467
P40414,0.29072,-0.535239
P38934,-0.00573117,-0.660037
Q9P3W6,0.0715819,-0.593059
O60073,0.0174276,-0.63163
P36015,0.397859,-0.442951
P33297,0.290788,-0.512681
O14126,0.264566,-0.511815
P30777,0.234632,-0.535239
