Gene A	Gene B	Score	Category
Q9US53	Q10325	-0.983934	Non-SL
Q9US53	Q9UTH1	-0.246363	Non-SL
Q9US53	Q9UTG8	0.029542000000000002	Non-SL
Q9US53	P09322	-0.471475	Non-SL
Q9US53	P09988	-0.044177999999999995	Non-SL
Q9US53	Q9US60	0.48229799999999995	Non-SL
Q9US53	Q9P7Q7	0.2104	Non-SL
Q9US53	Q9UUK4	-0.490339	Non-SL
Q9US53	Q9UUK2	-0.493753	Non-SL
Q9US53	Q9UUK1	0.7242970000000001	Non-SL
Q9US53	P22193	-0.342369	Non-SL
Q9US53	Q9UUJ7	-0.0066430000000000005	Non-SL
Q9US53	O13819	-0.6954020000000001	Non-SL
Q9US53	O13820	0.881123	Non-SL
Q9US53	Q9P370	0.051743	Non-SL
Q9US53	Q1K9B6	0.048333999999999995	Non-SL
Q9US53	O13836	0.652363	Non-SL
Q9US53	P54280	-0.001016	Non-SL
Q9US53	O13846	-0.9064	Non-SL
Q9US53	O13868	0.624306	Non-SL
Q9US53	Q11004	0.085524	Non-SL
Q9US53	O13870	0.382336	Non-SL
Q9US53	Q10150	0.202466	Non-SL
Q9US53	Q10414	-0.315094	Non-SL
Q9US53	Q10056	-0.063377	Non-SL
Q9US53	Q7Z991	-0.280485	Non-SL
Q9US53	O13889	0.6961390000000001	Non-SL
Q9US53	P78955	0.282891	Non-SL
Q9US53	Q9UTE5	0.185006	Non-SL
Q9US53	Q9HGK2	0.038847	Non-SL
Q9US53	Q9UTD4	0.025664999999999997	Non-SL
Q9US53	Q9UTC9	0.820299	Non-SL
Q9US53	Q9UTC5	-0.9286	Non-SL
Q9US53	Q10362	1.626048	Non-SL
Q9US53	Q10364	-0.4185	Non-SL
Q9US53	Q09772	0.07409099999999999	Non-SL
Q9US53	Q09775	-0.312375	Non-SL
Q9US53	P41412	0.300075	Non-SL
Q9US53	Q9UUI7	-0.487121	Non-SL
Q9US53	Q09792	-0.015533000000000002	Non-SL
Q9US53	Q10297	-0.461029	Non-SL
Q9US53	O42841	0.442312	Non-SL
Q9US53	O42845	0.704639	Non-SL
Q9US53	O13983	-0.18888	Non-SL
Q9US53	O13923	-0.888272	Non-SL
Q9US53	P40236	-1.5658860000000001	Inconclusive
Q9US53	Q09849	0.8679879999999999	Non-SL
Q9US53	Q9P7S6	-0.566303	Non-SL
Q9US53	Q9P7S5	-0.289767	Non-SL
Q9US53	Q9P7S3	0.5914729999999999	Non-SL
Q9US53	O42858	-0.590875	Non-SL
Q9US53	O42860	-0.18476099999999998	Non-SL
Q9US53	Q09895	0.155167	Non-SL
Q9US53	Q9UTB3	-0.082699	Non-SL
Q9US53	Q9UTB1	-0.196249	Non-SL
Q9US53	Q9UTA7	0.23864699999999997	Non-SL
Q9US53	Q10423	-0.128733	Non-SL
Q9US53	P24339	-0.330052	Non-SL
Q9US53	O13977	-0.888532	Non-SL
Q9US53	Q9Y825	-1.1781409999999999	Inconclusive
Q9US53	Q10169	0.459264	Non-SL
Q9US53	Q10492	-0.622253	Non-SL
Q9US53	O13984	-0.31151999999999996	Non-SL
Q9US53	O13985	-0.261962	Non-SL
Q9US53	O13986	0.17510699999999998	Non-SL
Q9US53	O13987	1.273204	Non-SL
Q9US53	O42666	-0.733312	Non-SL
Q9US53	Q10171	-0.300171	Non-SL
Q9US53	Q10175	0.244119	Non-SL
Q9US53	O14023	0.26931700000000003	Non-SL
Q9US53	Q92368	0.019377000000000002	Non-SL
Q9US53	O14098	-0.692793	Non-SL
Q9US53	O14099	0.842557	Non-SL
Q9US53	Q09690	1.856067	Non-SL
Q9US53	Q09696	1.021571	Non-SL
Q9US53	Q09699	1.1153540000000002	Non-SL
Q9US53	Q09173	-0.9715309999999999	Non-SL
Q9US53	Q09907	-0.563922	Non-SL
Q9US53	Q09731	-0.269281	Non-SL
Q9US53	Q09732	0.687261	Non-SL
Q9US53	O14100	1.095477	Non-SL
Q9US53	O14108	1.213001	Non-SL
Q9US53	Q9UT96	0.9493510000000001	Non-SL
Q9US53	O14116	-1.394579	Inconclusive
Q9US53	Q9P3U1	0.182922	Non-SL
Q9US53	Q9P3U0	0.523356	Non-SL
Q9US53	O14118	-0.36144699999999996	Non-SL
Q9US53	O14450	0.538067	Non-SL
Q9US53	Q10189	-0.097975	Non-SL
Q9US53	O14139	-0.190191	Non-SL
Q9US53	P39750	0.45535600000000004	Non-SL
Q9US53	O14145	0.728542	Non-SL
Q9US53	O14147	1.502543	Non-SL
Q9US53	O42868	0.9232049999999999	Non-SL
Q9US53	O13298	1.150239	Non-SL
Q9US53	O42874	-0.719223	Non-SL
Q9US53	Q10143	0.17815799999999998	Non-SL
Q9US53	Q9P3W2	-0.09690800000000001	Non-SL
Q9US53	O14157	0.048886	Non-SL
Q9US53	O14161	0.053853	Non-SL
Q9US53	P17608	1.878659	Non-SL
Q9US53	O36016	-0.567651	Non-SL
Q9US53	O36023	-0.010687	Non-SL
Q9US53	O36030	0.160583	Non-SL
Q9US53	Q09831	0.117941	Non-SL
Q9US53	Q09832	0.607295	Non-SL
Q9US53	Q10210	0.031124000000000002	Non-SL
Q9US53	Q10213	0.10808399999999999	Non-SL
Q9US53	Q10215	-0.324385	Non-SL
Q9US53	Q10256	-1.785105	Inconclusive
Q9US53	Q9HE02	0.453513	Non-SL
Q9US53	Q9HDZ7	-0.293452	Non-SL
Q9US53	Q9UUH3	0.12792	Non-SL
Q9US53	Q9UUH2	-0.485846	Non-SL
Q9US53	P78817	-0.8496450000000001	Non-SL
Q9US53	Q9P6Q2	-0.153369	Non-SL
Q9US53	Q9P6Q1	-0.394764	Non-SL
Q9US53	Q9P6M0	0.420652	Non-SL
Q9US53	Q9P6L6	-0.385843	Non-SL
Q9US53	Q9P6L2	-0.877707	Non-SL
Q9US53	Q9P7T4	-0.551427	Non-SL
Q9US53	O14210	-0.377558	Non-SL
Q9US53	O14213	-1.267908	Inconclusive
Q9US53	O14214	-1.394857	Inconclusive
Q9US53	Q92348	-0.792808	Non-SL
Q9US53	Q92353	-0.6514979999999999	Non-SL
Q9US53	O14262	0.34099	Non-SL
Q9US53	P49740	-0.516031	Non-SL
Q9US53	Q9UT52	-0.13733900000000002	Non-SL
Q9US53	Q09116	-0.573964	Non-SL
Q9US53	P28758	0.110196	Non-SL
Q9US53	Q9P6P3	0.445553	Non-SL
Q9US53	Q9P6N2	0.711345	Non-SL
Q9US53	Q9URY1	0.256058	Non-SL
Q9US53	O14285	-0.07902999999999999	Non-SL
Q9US53	O42634	-0.080624	Non-SL
Q9US53	Q9Y703	0.10532799999999999	Non-SL
Q9US53	Q9UR05	0.56686	Non-SL
Q9US53	P36632	0.19708900000000001	Non-SL
Q9US53	O14081	-0.054621	Non-SL
Q9US53	Q9C1X4	0.13098900000000002	Non-SL
Q9US53	Q9C107	-1.341389	Inconclusive
Q9US53	Q9C103	0.429335	Non-SL
Q9US53	Q9C0Z3	-0.177772	Non-SL
Q9US53	Q9C0Z0	-0.219248	Non-SL
Q9US53	Q92383	0.810806	Non-SL
Q9US53	O74635	-0.067642	Non-SL
Q9US53	Q8X1T0	0.334631	Non-SL
Q9US53	O94235	1.227826	Non-SL
Q9US53	Q9URU9	0.1978	Non-SL
Q9US53	P49777	-1.27977	Inconclusive
Q9US53	Q9Y818	-0.40022399999999997	Non-SL
Q9US53	P09988	-0.274929	Non-SL
Q9US53	Q9Y815	-0.044137	Non-SL
Q9US53	Q92398	0.848193	Non-SL
Q9US53	O42905	-0.463412	Non-SL
Q9US53	Q9P6H9	-0.39510100000000004	Non-SL
Q9US53	P09202	-0.2145	Non-SL
Q9US53	P48003	0.859993	Non-SL
Q9US53	O59721	0.091241	Non-SL
Q9US53	Q1MTR1	0.129946	Non-SL
Q9US53	O94620	-0.9941030000000001	Non-SL
Q9US53	Q09746	1.2644	Non-SL
Q9US53	Q09748	-1.196265	Inconclusive
Q9US53	O59835	0.373725	Non-SL
Q9US53	O94503	-0.9968040000000001	Non-SL
Q9US53	O74191	0.42591999999999997	Non-SL
Q9US53	O94756	-0.456816	Non-SL
Q9US53	O94627	0.661887	Non-SL
Q9US53	O94630	0.670443	Non-SL
Q9US53	Q9P6R2	-0.191554	Non-SL
Q9US53	Q9P6R1	0.403932	Non-SL
Q9US53	O60070	-1.05885	Inconclusive
Q9US53	O60072	-0.539248	Non-SL
Q9US53	O60104	-0.07810800000000001	Non-SL
Q9US53	O60109	-0.298709	Non-SL
Q9US53	Q9Y7Z1	-0.317366	Non-SL
Q9US53	Q1MTR5	0.264417	Non-SL
Q9US53	O74315	0.6957899999999999	Non-SL
Q9US53	Q00472	-0.899733	Non-SL
Q9US53	O94376	0.275965	Non-SL
Q9US53	O94728	-0.813258	Non-SL
Q9US53	O94731	-0.007837	Non-SL
Q9US53	Q1MTQ1	-0.163377	Non-SL
Q9US53	O13453	-0.11387699999999999	Non-SL
Q9US53	O74324	0.295723	Non-SL
Q9US53	O59751	1.313757	Non-SL
Q9US53	O42929	-0.677237	Non-SL
Q9US53	O94640	0.483274	Non-SL
Q9US53	O14326	-0.692973	Non-SL
Q9US53	O14327	2.001363	Non-SL
Q9US53	O14332	0.698386	Non-SL
Q9US53	O60117	-0.082838	Non-SL
Q9US53	O60125	0.260721	Non-SL
Q9US53	O42941	-0.005116	Non-SL
Q9US53	O42948	1.230075	Non-SL
Q9US53	Q9P7W6	0.7191930000000001	Non-SL
Q9US53	Q9P7W0	0.566063	Non-SL
Q9US53	P07799	0.5132770000000001	Non-SL
Q9US53	O74729	0.401968	Non-SL
Q9US53	O74736	1.254944	Non-SL
Q9US53	O74738	0.752139	Non-SL
Q9US53	Q9P7P2	0.503948	Non-SL
Q9US53	O74748	-0.621625	Non-SL
Q9US53	Q09948	0.651784	Non-SL
Q9US53	O94561	0.8015439999999999	Non-SL
Q9US53	Q1MTQ5	0.14267	Non-SL
Q9US53	O94573	0.724563	Non-SL
Q9US53	Q96TL7	0.37156300000000003	Non-SL
Q9US53	Q9Y7J1	2.282623	Non-SL
Q9US53	Q9UUF3	0.250618	Non-SL
Q9US53	O74757	0.682412	Non-SL
Q9US53	O74759	0.265135	Non-SL
Q9US53	Q9USX9	0.6073609999999999	Non-SL
Q9US53	O60136	-0.633336	Non-SL
Q9US53	O60137	1.1105969999999998	Non-SL
Q9US53	O60139	-0.193172	Non-SL
Q9US53	O60145	0.012938	Non-SL
Q9US53	Q9USW9	-0.7251380000000001	Non-SL
Q9US53	O60152	-0.27074899999999996	Non-SL
Q9US53	P25009	0.229868	Non-SL
Q9US53	O60161	-0.051626	Non-SL
Q9US53	Q9P7Y4	0.774057	Non-SL
Q9US53	O14334	0.168855	Non-SL
Q9US53	P28829	0.799701	Non-SL
Q9US53	O14417	0.28470100000000004	Non-SL
Q9US53	Q9P7R5	0.9997010000000001	Non-SL
Q9US53	O94307	-0.806303	Non-SL
Q9US53	O94308	2.0891290000000002	Non-SL
Q9US53	O94312	-0.8564700000000001	Non-SL
Q9US53	O94317	0.583221	Non-SL
Q9US53	P40385	0.226494	Non-SL
Q9US53	Q9P7K6	-0.800301	Non-SL
Q9US53	O74350	0.818271	Non-SL
Q9US53	O60183	-0.057379999999999994	Non-SL
Q9US53	O74767	-0.080387	Non-SL
Q9US53	O74789	0.310619	Non-SL
Q9US53	Q9P6S5	0.361962	Non-SL
Q9US53	Q9P6S3	-0.471174	Non-SL
Q9US53	O42996	-0.686178	Non-SL
Q9US53	Q9USU8	-1.751611	Inconclusive
Q9US53	Q9USU7	-0.542437	Non-SL
Q9US53	P53695	-0.269867	Non-SL
Q9US53	O94387	-0.245162	Non-SL
Q9US53	P36626	-0.332988	Non-SL
Q9US53	O59669	0.555055	Non-SL
Q9US53	O59672	-0.48850200000000005	Non-SL
Q9US53	O59676	1.8625	Non-SL
Q9US53	Q9Y7K5	-0.570347	Non-SL
Q9US53	Q9Y7K6	-0.035311	Non-SL
Q9US53	O74804	-0.074222	Non-SL
Q9US53	O74805	-0.748466	Non-SL
Q9US53	O14338	-1.261952	Inconclusive
Q9US53	O14342	1.321597	Non-SL
Q9US53	O43001	0.147573	Non-SL
Q9US53	O43004	-0.384183	Non-SL
Q9US53	O94281	0.64928	Non-SL
Q9US53	O74363	1.0958649999999999	Non-SL
Q9US53	O14350	0.915226	Non-SL
Q9US53	P87308	-0.171783	Non-SL
Q9US53	P87311	0.8816	Non-SL
Q9US53	P87313	0.508705	Non-SL
Q9US53	P87314	-0.014678	Non-SL
Q9US53	Q09150	0.28474499999999997	Non-SL
Q9US53	Q96WV9	-0.486829	Non-SL
Q9US53	O13606	0.661231	Non-SL
Q9US53	Q9USU3	0.697014	Non-SL
Q9US53	Q9UST9	0.003927	Non-SL
Q9US53	O74814	-1.1042299999999998	Inconclusive
Q9US53	O74827	0.693863	Non-SL
Q9US53	P87074	-0.555024	Non-SL
Q9US53	Q9Y7Y5	0.466762	Non-SL
Q9US53	O43017	-0.47216099999999994	Non-SL
Q9US53	O43023	0.11006500000000001	Non-SL
Q9US53	O59702	0.27083	Non-SL
Q9US53	O59704	0.881497	Non-SL
Q9US53	Q9HGN2	1.038707	Non-SL
Q9US53	P87175	-1.8180619999999998	Inconclusive
Q9US53	P28706	0.7931279999999999	Non-SL
Q9US53	O43049	-0.579404	Non-SL
Q9US53	O74381	0.221244	Non-SL
Q9US53	O74382	1.26083	Non-SL
Q9US53	O74385	0.9173319999999999	Non-SL
Q9US53	Q09329	-0.030949	Non-SL
Q9US53	Q9UUB6	-0.144796	Non-SL
Q9US53	O60016	0.269192	Non-SL
Q9US53	O94364	0.18166300000000002	Non-SL
Q9US53	O74964	-0.15697	Non-SL
Q9US53	O74965	2.47779	Non-SL
Q9US53	O59742	1.2539639999999999	Non-SL
Q9US53	P36616	0.482213	Non-SL
Q9US53	Q9HGM8	-0.842944	Non-SL
Q9US53	Q9Y884	-0.160065	Non-SL
Q9US53	Q9HGM2	0.776213	Non-SL
Q9US53	Q9USS2	0.627128	Non-SL
Q9US53	O60059	0.376145	Non-SL
Q9US53	Q9USR6	-0.039761000000000005	Non-SL
Q9US53	Q9USQ6	-0.00882	Non-SL
Q9US53	Q10332	0.7248319999999999	Non-SL
Q9US53	O94526	-0.248387	Non-SL
Q9US53	O94527	-0.743714	Non-SL
Q9US53	O94529	0.430304	Non-SL
Q9US53	O59753	0.111501	Non-SL
Q9US53	O94663	1.095701	Non-SL
Q9US53	W6JQK2	0.5149020000000001	Non-SL
Q9US53	Q9HEQ9	-0.076744	Non-SL
Q9US53	Q92372	-0.191553	Non-SL
Q9US53	O43066	0.717978	Non-SL
Q9US53	O94324	0.573883	Non-SL
Q9US53	O94331	-0.200166	Non-SL
Q9US53	O94332	-0.082065	Non-SL
Q9US53	P56523	-0.198487	Non-SL
Q9US53	P04689	0.091926	Non-SL
Q9US53	Q9HGL3	-0.8641030000000001	Non-SL
Q9US53	O94687	0.129147	Non-SL
Q9US53	O94689	0.127229	Non-SL
Q9US53	Q8WZK4	-0.054533000000000005	Non-SL
Q9US53	O42991	-0.011397	Non-SL
Q9US53	O42993	-0.27652600000000005	Non-SL
Q9US53	O94289	0.16338	Non-SL
Q9US53	P09322	0.319169	Non-SL
Q9US53	P09988	0.12625899999999998	Non-SL
Q9US53	O13641	0.180747	Non-SL
Q9US53	O43077	-0.402436	Non-SL
Q9US53	Q9USQ1	0.556783	Non-SL
Q9US53	O43083	-1.602226	Inconclusive
Q9US53	O43085	-0.279184	Non-SL
Q9US53	Q9C0W2	-0.197524	Non-SL
Q9US53	Q9P7X0	0.13833099999999998	Non-SL
Q9US53	Q9P797	-0.090003	Non-SL
Q9US53	Q9P795	0.46141899999999997	Non-SL
Q9US53	Q9P794	1.252092	Non-SL
Q9US53	Q9P793	0.184396	Non-SL
Q9US53	Q9P790	0.48008199999999995	Non-SL
Q9US53	Q9P7D3	1.32332	Non-SL
Q9US53	Q9P7D2	0.113572	Non-SL
Q9US53	O94256	0.151645	Non-SL
Q9US53	O94259	0.16585999999999998	Non-SL
Q9US53	O94266	0.495729	Non-SL
Q9US53	O94269	1.035619	Non-SL
Q9US53	O94271	-0.277624	Non-SL
Q9US53	O94273	-0.028193	Non-SL
Q9US53	O94275	0.254012	Non-SL
Q9US53	O94279	0.067521	Non-SL
Q9US53	Q9C0V7	0.115184	Non-SL
Q9US53	Q9HDU2	-0.940685	Non-SL
Q9US53	O59759	-1.2200739999999999	Inconclusive
Q9US53	O59762	-0.190828	Non-SL
Q9US53	O59763	0.6940000000000001	Non-SL
Q9US53	Q7LKZ5	0.8335600000000001	Non-SL
Q9US53	O74834	-0.531987	Non-SL
Q9US53	Q9USP1	1.162507	Non-SL
Q9US53	Q9USP0	-0.9690040000000001	Non-SL
Q9US53	Q10426	0.963348	Non-SL
Q9US53	Q76PD2	0.89718	Non-SL
Q9US53	O74405	-0.683739	Non-SL
Q9US53	A0ZWU1	-0.911019	Non-SL
Q9US53	Q09172	0.038338	Non-SL
Q9US53	O74842	0.006887999999999999	Non-SL
Q9US53	O74845	0.18653499999999998	Non-SL
Q9US53	O94703	0.764361	Non-SL
Q9US53	O94709	-0.352414	Non-SL
Q9US53	O94394	0.303863	Non-SL
Q9US53	O94396	-0.8262280000000001	Non-SL
Q9US53	O94400	0.127223	Non-SL
Q9US53	O94405	0.373302	Non-SL
Q9US53	Q9USN8	-0.203372	Non-SL
Q9US53	Q9USN7	0.505763	Non-SL
Q9US53	O94545	-0.467254	Non-SL
Q9US53	O94714	-1.037652	Inconclusive
Q9US53	O94717	0.9485239999999999	Non-SL
Q9US53	Q9Y7N0	-0.8046399999999999	Non-SL
Q9US53	Q9Y7N2	0.24458000000000002	Non-SL
Q9US53	P38938	-0.292534	Non-SL
Q9US53	O74427	1.8852220000000002	Non-SL
Q9US53	P79011	0.30909200000000003	Non-SL
Q9US53	O74456	1.742563	Non-SL
Q9US53	O74465	-0.9762270000000001	Non-SL
Q9US53	O74467	-0.7238020000000001	Non-SL
Q9US53	P36625	-0.382946	Non-SL
Q9US53	O74856	-0.46188999999999997	Non-SL
Q9US53	O74860	1.082184	Non-SL
Q9US53	O74861	0.73546	Non-SL
Q9US53	O74863	0.5040020000000001	Non-SL
Q9US53	Q10428	1.52795	Non-SL
Q9US53	Q09884	0.652451	Non-SL
Q9US53	Q9USL6	0.283381	Non-SL
Q9US53	Q9USL4	-0.18449000000000002	Non-SL
Q9US53	Q9USL1	-0.391785	Non-SL
Q9US53	Q09170	0.938308	Non-SL
Q9US53	P78789	0.21522600000000003	Non-SL
Q9US53	O94474	-0.454834	Non-SL
Q9US53	O94480	0.07399700000000001	Non-SL
Q9US53	O74630	0.542024	Non-SL
Q9US53	Q9P7I8	0.15025	Non-SL
Q9US53	O74500	0.338597	Non-SL
Q9US53	O74502	-0.7908890000000001	Non-SL
Q9US53	O74503	-0.6500130000000001	Non-SL
Q9US53	Q9Y7R4	-0.394326	Non-SL
Q9US53	Q9Y7R7	1.1506459999999998	Non-SL
Q9US53	O74874	1.11018	Non-SL
Q9US53	O74999	0.13183699999999998	Non-SL
Q9US53	P40389	-0.583356	Non-SL
Q9US53	O59797	1.152611	Non-SL
Q9US53	O94487	0.25751399999999997	Non-SL
Q9US53	O94490	0.688042	Non-SL
Q9US53	Q9USK2	-0.10659300000000001	Non-SL
Q9US53	P87236	-1.387397	Inconclusive
Q9US53	P87240	-0.493001	Non-SL
Q9US53	P87244	-0.518253	Non-SL
Q9US53	Q9P3U9	0.354526	Non-SL
Q9US53	Q9P3U8	-0.724692	Non-SL
Q9US53	O59801	1.15385	Non-SL
Q9US53	O94241	1.271133	Non-SL
Q9US53	O59811	0.862376	Non-SL
Q9US53	O74897	0.106925	Non-SL
Q9US53	O94588	-0.219358	Non-SL
Q9US53	O74508	0.048286	Non-SL
Q9US53	O94347	-0.472112	Non-SL
Q9US53	O74910	0.49012	Non-SL
Q9US53	P04909	0.343006	Non-SL
Q9US53	O94602	0.24804299999999999	Non-SL
Q9US53	O94603	0.819174	Non-SL
Q9US53	O94606	-0.324758	Non-SL
Q9US53	Q9Y7V2	-0.639139	Non-SL
Q9US53	O74515	1.7714029999999998	Non-SL
Q9US53	O74518	1.092141	Non-SL
Q9US53	O74957	-0.628455	Non-SL
Q9US53	O94247	0.30398800000000004	Non-SL
Q9US53	O74919	0.622207	Non-SL
Q9US53	O74920	1.3891719999999999	Non-SL
Q9US53	O74922	0.088622	Non-SL
Q9US53	O94533	-1.080196	Inconclusive
Q9US53	O94534	0.7709600000000001	Non-SL
Q9US53	O74560	-1.3188309999999999	Inconclusive
Q9US53	Q9UR24	-0.39388	Non-SL
Q9US53	Q9USG9	0.040023	Non-SL
Q9US53	Q9C0U6	-0.053069000000000005	Non-SL
Q9US45	Q9UTR1	-10.919999	SL
Q9US45	P41893	1.198048	Non-SL
Q9US45	Q7Z9H9	1.181551	Non-SL
Q9US45	O42646	0.87572	Non-SL
Q9US45	Q10668	1.8041770000000001	Non-SL
Q9US45	Q10086	-0.116928	Non-SL
Q9US45	O13682	2.13213	Non-SL
Q9US45	O13685	-1.954689	Inconclusive
Q9US45	Q10435	0.452438	Non-SL
Q9US45	Q10438	0.440896	Non-SL
Q9US45	Q10446	-2.863893	SL
Q9US45	Q09866	0.742016	Non-SL
Q9US45	Q09873	-1.195034	Inconclusive
Q9US45	Q9UTN2	-1.7041439999999999	Inconclusive
Q9US45	Q09738	2.8974990000000003	Non-SL
Q9US45	Q09737	0.314153	Non-SL
Q9US45	Q09683	-5.176141	SL
Q9US45	P36607	0.186454	Non-SL
Q9US45	Q09786	0.73398	Non-SL
Q9US45	Q9UTL9	0.120032	Non-SL
Q9US45	O13719	-2.760128	SL
Q9US45	P50531	0.9737809999999999	Non-SL
Q9US45	Q09189	1.15087	Non-SL
Q9US45	Q9P3A8	-0.736015	Non-SL
Q9US45	O13731	1.7425439999999999	Non-SL
Q9US45	O13734	0.966403	Non-SL
Q9US45	Q9UTI1	0.878972	Non-SL
Q9US45	Q9UTH9	-3.2798300000000005	SL
Q9US45	O94451	1.51586	Non-SL
Q9US45	O94454	0.235525	Non-SL
Q9US45	O94455	-1.024717	Inconclusive
Q9US45	O94457	-0.49915699999999996	Non-SL
Q9US45	O94462	-0.44494799999999995	Non-SL
Q9US45	P87294	0.8330209999999999	Non-SL
Q9US45	P87297	0.75554	Non-SL
Q9US45	Q09819	0.5730029999999999	Non-SL
Q9US45	Q9P7H8	0.039124	Non-SL
Q9US45	O13762	0.520903	Non-SL
Q9US45	P42657	-0.642266	Non-SL
Q9US45	Q10481	0.056403999999999996	Non-SL
Q9US45	O13781	0.090061	Non-SL
Q9US45	Q10319	-2.336755	Inconclusive
Q9US45	Q10321	0.687775	Non-SL
Q9US45	Q10322	-3.223665	SL
Q9US45	Q10325	-2.577445	SL
Q9US45	Q9UTH1	-0.557659	Non-SL
Q9US45	Q9UTG8	-11.021233	SL
Q9US45	P09322	-0.393423	Non-SL
Q9US45	P09988	-1.392587	Inconclusive
Q9US45	Q9US60	0.153194	Non-SL
Q9US45	Q9P7Q7	-2.093474	Inconclusive
Q9US45	Q9UUK4	-0.534525	Non-SL
Q9US45	Q9UUK2	0.292009	Non-SL
Q9US45	Q9UUK1	0.47942799999999997	Non-SL
Q9US45	Q9UUJ7	0.228712	Non-SL
Q9US45	O13819	-3.965071	SL
Q9US45	O13820	-1.6448349999999998	Inconclusive
Q9US45	Q9P370	1.9317529999999998	Non-SL
Q9US45	Q1K9B6	-0.269986	Non-SL
Q9US45	O13836	0.56395	Non-SL
Q9US45	P54280	0.337358	Non-SL
Q9US45	O13846	3.09196	Non-SL
Q9US45	O13868	0.289115	Non-SL
Q9US45	O13870	1.1148069999999999	Non-SL
Q9US45	Q10150	-5.185107	SL
Q9US45	Q10414	0.206275	Non-SL
Q9US45	Q10056	-0.05068	Non-SL
Q9US45	Q7Z991	-0.022373	Non-SL
Q9US45	O13889	-2.1086810000000002	Inconclusive
Q9US45	P78955	-0.393791	Non-SL
Q9US45	Q9UTE5	-0.08048200000000001	Non-SL
Q9US45	Q9UTD4	0.79396	Non-SL
Q9US45	Q9UTC9	3.8933440000000004	Non-SL
Q9US45	Q9UTC5	-0.050104	Non-SL
Q9US45	Q10362	-4.913421	SL
Q9US45	Q10364	0.591101	Non-SL
Q9US45	Q09772	0.952633	Non-SL
Q9US45	Q09775	-1.126946	Inconclusive
Q9US45	P41412	1.561536	Non-SL
Q9US45	Q9UUI7	0.109345	Non-SL
Q9US45	Q09792	-2.495155	Inconclusive
Q9US45	Q10297	-7.140434	SL
Q9US45	O42841	-0.5441020000000001	Non-SL
Q9US45	O42845	-1.197827	Inconclusive
Q9US45	O13983	-1.128849	Inconclusive
Q9US45	O13923	-0.399826	Non-SL
Q9US45	P40236	-1.17124	Inconclusive
Q9US45	Q09849	-12.81443	SL
Q9US45	Q9P7S5	0.689381	Non-SL
Q9US45	O42858	-2.8229	SL
Q9US45	O42860	-2.986568	SL
Q9US45	Q09895	0.7830090000000001	Non-SL
Q9US45	Q9UTA7	1.1486239999999999	Non-SL
Q9US45	Q10423	-0.06437999999999999	Non-SL
Q9US45	P24339	-0.019708	Non-SL
Q9US45	O13977	3.3109669999999998	Non-SL
Q9US45	Q10169	0.665759	Non-SL
Q9US45	Q10492	-1.300186	Inconclusive
Q9US45	O13984	1.0562129999999998	Non-SL
Q9US45	O13985	-0.223937	Non-SL
Q9US45	O13986	0.06631000000000001	Non-SL
