gene,dim1,dim2
Q08119,-0.321509,1.35706
Q12504,-0.320566,1.33887
P19812,-0.346995,1.33259
P00445,-0.311723,1.33114
P25659,-0.312805,1.32249
P38886,-0.34112,1.34694
P54000,-0.278906,1.35278
Q04501,-0.323113,1.34289
P50110,-0.289213,1.35355
P53196,-0.324004,1.3342
P47110,-0.307775,1.36138
P38634,-0.341602,1.36195
P39706,-0.345019,1.35354
P38305,-0.320128,1.34337
P32353,-0.288055,1.35457
P12753,-0.319942,1.35469
Q12175,-0.305472,1.35727
Q08214,-0.298323,1.3422
P53687,-0.318107,1.35348
P38319,-0.335826,1.32368
Q12241,-0.313487,1.35158
P32607,-0.309203,1.34275
Q08561,-0.341249,1.34929
Q07458,-0.326817,1.31742
Q12692,-0.335666,1.34699
P47019,-0.283614,1.35126
P35210,-0.325688,1.32856
Q04659,-0.34202,1.34491
P50108,-0.285227,1.34105
P50102,-0.331747,1.33432
Q12150,-0.29841,1.33423
P39718,-0.336001,1.33728
P42838,-0.263902,1.35938
P26449,-0.333283,1.32911
P53080,-0.322294,1.29319
P07276,-0.303588,1.35263
P23293,-0.300629,1.34248
P38144,-0.316518,1.34009
Q06488,-0.321639,1.36833
P32828,-0.291218,1.34239
P40567,-0.321755,1.34383
Q12107,-0.318706,1.35659
P34218,-0.326785,1.35703
P25336,-0.288544,1.37719
P40987,-0.333917,1.35269
Q04437,-0.311781,1.34188
P40957,-0.34969,1.35421
P14242,-0.308709,1.33114
Q03012,-0.338803,1.32862
P46670,-0.338943,1.34969
P38849,-0.318797,1.33627
P40577,-0.305519,1.35836
P34244,-0.325766,1.33627
Q01649,-0.326338,1.35633
P25847,-0.317035,1.32276
P25453,-0.253623,1.37971
Q03465,-0.349592,1.3501
P25559,-0.297503,1.33407
Q03435,-0.335826,1.33455
P25615,-0.298632,1.37637
Q06340,-0.331965,1.33438
P47132,-0.316871,1.35742
P53125,-0.34091,1.36442
Q06707,-0.344931,1.35759
P08566,-0.307546,1.32073
P38177,-0.311179,1.35319
P35127,-0.291182,1.33606
Q08972,-0.301046,1.35349
P25454,-0.330998,1.35618
P39956,-0.314253,1.34381
P43639,-0.342364,1.34401
O94742,-0.335065,1.34378
P50275,-0.312275,1.35415
P52918,-0.295786,1.34856
P38324,-0.335065,1.33866
Q03529,-0.294178,1.37082
P46995,-0.342292,1.34032
P43610,-0.287298,1.34503
P53942,-0.294526,1.36888
Q12050,-0.315963,1.32566
Q6WNK7,-0.315447,1.33419
P38193,-0.341357,1.33811
P53685,-0.302454,1.35725
Q03323,-0.33594,1.33624
Q12495,-0.303824,1.35038
P47128,-0.327126,1.35486
P45820,-0.316634,1.34924
Q12461,-0.295754,1.33645
Q01477,-0.323962,1.3379
P33323,-0.291744,1.3547
P39678,-0.29475,1.36392
P35187,-0.320708,1.33795
P25567,-0.321588,1.33963
P14737,-0.346538,1.34791
P24276,-0.326788,1.3434
P33441,-0.340659,1.33711
P38956,-0.3262,1.36731
Q03656,-0.261209,1.3093
Q06406,-0.335027,1.35103
Q12027,-0.310016,1.35797
P46987,-0.314986,1.365
P28707,-0.280948,1.35964
P27895,-0.325407,1.35499
P39986,-0.314591,1.339
P48565,-0.321937,1.3678
P38165,-0.323282,1.3219
Q12020,-0.305443,1.35871
P38326,-0.328299,1.34854
P38187,-0.32004,1.34872
Q07623,-0.296701,1.37688
Q08231,-0.331506,1.36918
P53900,-0.310592,1.35397
P25301,-0.318824,1.36552
P38123,-0.348307,1.3452
P53236,-0.31438,1.343
Q04632,-0.302771,1.34374
Q06211,-0.33977,1.32037
P53686,-0.284485,1.34836
P43593,-0.317847,1.35995
Q02159,-0.316962,1.33681
P40023,-0.294787,1.34476
Q03661,-0.328543,1.35143
P40013,-0.339409,1.36528
P34243,-0.312841,1.35771
O74413,0.156252,3.58533
P28777,0.116546,3.61397
Q08004,0.0886228,1.21674
Q9P370,0.753745,4.13582
O74736,0.773176,4.17317
Q10362,0.780831,4.26501
P87314,0.774197,4.22426
P40386,0.759975,4.20501
Q9P6L2,0.767255,4.17431
O74324,0.773701,4.21285
O94387,0.770913,4.09304
Q09683,0.762697,4.2883
O14350,0.792355,4.37936
O42868,0.778084,4.2115
O42858,0.765328,4.21081
Q10446,0.765496,4.07978
Q9HGK2,0.770039,4.17494
P28758,0.794415,4.22467
P87311,0.775038,4.1862
Q9UTI1,0.784866,4.22168
Q10242,0.758268,4.0151
O74502,0.790964,4.19408
Q09849,0.772448,4.26592
O13921,0.517811,2.88162
P42657,0.781877,4.312
O74465,0.757496,4.07885
O94573,0.764444,4.16746
O74965,0.76784,4.10575
Q9USG9,0.784205,4.2995
P53695,0.781143,4.26007
O13870,0.769272,4.20238
O74363,0.787913,4.28587
Q9P7D2,0.777097,4.203
O60109,0.787392,4.1771
Q9UT79,0.789997,4.2861
Q9USS2,0.757098,4.11229
Q10435,0.760419,4.20363
Q1K9C4,0.779142,4.1655
O13819,0.789079,4.25745
O94490,0.766854,4.19846
P36607,0.781936,4.22933
Q09732,0.783322,4.25733
O13776,0.779497,4.17169
Q09873,0.766913,4.12765
O94247,0.809624,4.28845
O94312,0.757681,4.21687
Q92368,0.775304,4.23745
P07799,0.777195,4.23959
O94630,0.794673,4.29913
O74350,0.782065,4.31688
Q9USX9,0.758403,4.24208
P87297,0.764218,4.21739
O74630,0.768104,4.21226
Q9Y815,0.779276,4.19432
P40389,0.754199,4.05826
O13984,0.785306,4.25521
O94307,0.752442,4.14717
O94480,0.749792,4.04478
O74874,0.765958,4.19167
Q9P7S6,0.792723,4.25503
Q9UTA7,0.753282,4.16764
O14161,0.785332,4.23907
Q09775,0.767897,4.0881
Q9P6S5,0.777393,4.18618
O13985,0.775999,4.29824
O94324,0.773041,4.14921
Q09772,0.777495,4.19656
P09322,0.772992,4.24727
Q12483,0.236007,1.32243
O94663,0.766637,4.1818
O74560,0.783157,4.23713
Q10236,0.778443,4.20215
Q9Y7R7,0.7522,4.0377
Q9US07,0.765878,4.25862
O36023,0.778345,4.25441
Q09172,0.76993,4.15045
O42634,0.797134,4.32639
O59763,0.76553,4.12548
O74757,0.77964,4.17919
O94689,0.760173,4.09898
Q9P7H4,0.770371,4.1636
O94533,0.759633,4.05331
O13986,0.786396,4.26711
Q9Y7Y5,0.790218,4.27665
Q7LKV1,0.809005,4.35086
P17608,0.724666,3.93068
Q9P3W2,0.780085,4.21351
Q9P7P2,0.750514,4.16167
Q09699,0.791214,4.25434
P79065,0.767868,4.19379
O59676,0.770711,4.19528
O13868,0.770022,4.33477
P28706,0.781853,4.21697
Q10189,0.766313,4.13741
O43066,0.744287,4.06476
Q9HE02,0.79377,4.27826
O43083,0.802865,4.29905
O59702,0.773122,4.12413
Q9US25,0.762833,4.17231
P36625,0.777057,4.2415
Q9HGP4,0.749062,4.07285
Q9UUL2,0.797081,4.29823
Q9P793,0.780807,4.18784
O74842,0.766415,4.24755
Q9P7M3,0.747828,4.14801
O94235,0.808361,4.34424
O42905,0.771316,4.26156
Q1MTR5,0.775781,4.16421
Q8X1T0,0.78463,4.28147
Q09696,0.774757,4.222
O74827,0.782675,4.20332
P04689,0.798406,4.2822
O42666,0.739392,4.02801
O59753,0.799986,4.29756
Q9USL6,0.752939,4.08866
O14023,0.754536,4.14168
Q09173,0.764768,4.16394
O42991,0.773924,4.20954
O74834,0.776869,4.23665
O74919,0.749777,4.0049
Q9UTG8,0.794504,4.32689
O13682,0.770865,4.18467
Q9P7H9,0.793989,4.24185
O94703,0.753315,4.17355
Q9USL1,0.800581,4.30931
O13780,0.356138,3.73476
Q08417,0.373791,3.72087
P39995,-0.316217,1.35391
P40161,-0.320829,1.34736
Q12093,-0.313238,1.35014
Q03862,-0.302111,1.36663
P26793,-0.327545,1.34071
P33892,-0.33272,1.34824
Q04003,-0.343708,1.35529
P53853,-0.329642,1.33994
P25555,-0.309827,1.36464
P53840,-0.307398,1.35421
Q08387,-0.313295,1.34625
Q03433,-0.340501,1.31532
P40072,-0.322564,1.32992
Q99314,-0.317046,1.34298
P12904,-0.273983,1.40389
Q03361,-0.319424,1.36054
P31376,-0.353937,1.35288
Q02574,-0.291913,1.37055
P20438,-0.337746,1.31328
P38265,-0.335887,1.35222
P36053,-0.333869,1.35338
P53851,-0.345015,1.35425
P47074,-0.307943,1.3573
P04912,-0.328421,1.34947
P06782,-0.321918,1.33201
Q06337,-0.329705,1.36795
Q12161,-0.329777,1.33698
Q05543,-0.349288,1.36462
P34760,-0.335088,1.33672
P48581,-0.336271,1.36371
P12887,-0.30027,1.3859
P08153,-0.303237,1.34439
P40032,-0.317087,1.3614
P38953,-0.320023,1.34358
P28519,-0.313405,1.35534
P31244,-0.320441,1.36701
Q12377,-0.318104,1.35259
Q05471,-0.342793,1.34067
P39735,-0.326216,1.35364
P38074,-0.2896,1.35981
P47006,-0.312478,1.35176
P36026,-0.305912,1.34567
Q03713,-0.285505,1.36622
Q06834,-0.266221,1.35966
Q03071,-0.271546,1.34287
P40509,-0.317403,1.34187
Q07980,-0.311453,1.33365
P30620,-0.326869,1.36998
P53061,-0.29224,1.34186
P32628,-0.368595,1.35661
P25357,-0.338578,1.34507
P06169,-0.310981,1.37143
P53552,-0.337235,1.33499
P36047,-3.83165,0.570781
P22194,-3.74957,0.566729
P08456,-3.13797,0.741191
O94584,-3.12075,0.744394
P20435,0.113701,3.50487
P36595,0.129336,3.52551
Q07825,-3.98077,0.746324
Q09795,-3.95553,0.694984
P53633,-3.40955,0.747586
Q9UUN5,-3.46009,0.769636
Q3E757,0.246161,3.60634
P0CT78,0.23546,3.6081
O43048,0.331673,3.3985
P53258,0.334831,3.40384
Q10227,-3.09993,0.687979
Q03193,-3.13636,0.70461
Q12307,-0.316855,1.33936
P38254,-0.349154,1.34169
Q03067,-0.336035,1.34673
Q04199,-0.334396,1.33118
P18480,-0.322139,1.35604
P32583,-0.303644,1.35732
Q99359,-0.322164,1.34671
P20433,-0.320383,1.35853
P31380,-0.336177,1.35884
P38850,-0.323114,1.3241
P38222,-0.306704,1.34307
P40202,-0.336049,1.34607
P25588,-0.333897,1.35923
P38789,-0.301371,1.34047
P32605,-0.281934,1.32832
P53114,-0.360767,1.32524
P38732,-0.326216,1.34751
Q12449,-0.287076,1.34282
Q01722,-0.315047,1.3464
Q12060,-0.312146,1.34291
P06843,-0.330535,1.33665
P31115,-0.323045,1.35023
P34909,-0.312274,1.3381
P15732,-0.322574,1.32198
P53911,-0.330593,1.32943
P40532,-0.334456,1.36032
P32345,-0.356756,1.34747
P38801,-0.333462,1.34603
P50947,-0.338329,1.347
P32849,-0.316128,1.34609
P06779,-0.360745,1.35111
P40535,-0.29317,1.32904
P61830,-0.333434,1.34149
P54860,-0.281316,1.32861
P12611,-0.310612,1.3504
P20050,-0.295269,1.36578
Q99260,-0.308864,1.33788
P38920,-0.27608,1.37532
P40060,-0.331334,1.35092
Q06208,-0.334036,1.36909
P38877,-0.340711,1.36702
P40059,-0.342759,1.36165
Q02908,-0.332396,1.34128
P32479,-0.303997,1.38481
P47156,-0.314394,1.3675
P07866,-0.272667,1.36338
P29311,-0.31027,1.34398
P07273,-0.318433,1.34975
P06844,-0.31447,1.34785
Q06324,-0.322925,1.33734
P26448,-0.351101,1.34732
P38911,-0.293181,1.34397
Q04225,0.240629,3.52297
Q9P783,0.253339,3.51078
O94491,0.316732,2.99527
P15365,0.329399,3.0356
P40454,-0.296633,1.37887
P32472,-0.281583,1.33791
P23179,-0.307306,1.35145
P53096,-0.339768,1.33788
P38335,-0.301659,1.38125
P38439,-0.347702,1.33708
P41695,-0.344319,1.3459
Q12366,-0.332579,1.33419
P53688,-0.324647,1.33256
P05066,-0.323126,1.36084
P50111,-0.302588,1.34159
Q07457,-0.34603,1.34258
Q03834,-0.329522,1.34072
P38086,-0.325143,1.34087
P53330,-0.351519,1.34859
P47050,-0.314619,1.3347
P53551,-0.331101,1.31151
P06778,-0.313659,1.3632
P38927,-0.276846,1.34953
P10862,-0.313505,1.32923
Q02732,-0.308671,1.34033
P22579,-0.337361,1.34607
P32432,-0.265805,1.34053
Q12340,-0.301649,1.35896
P06104,-0.315036,1.31582
P42935,-0.294362,1.36318
P50078,-0.300424,1.34139
P25644,-0.323714,1.32999
P36157,-0.324421,1.34172
P38699,-0.273802,1.36462
P06777,-0.331616,1.34386
P36037,-0.31247,1.36672
P33300,-0.289776,1.3434
P36124,-0.320651,1.34168
P17119,-0.268264,1.34055
P27344,-0.322069,1.34262
Q06164,-0.326367,1.33715
Q06675,-0.338254,1.3803
P14291,-0.322207,1.35444
P35207,-0.259686,1.36976
P16387,-0.328794,1.32131
P40154,-0.347392,1.34754
P16892,-0.304029,1.35832
Q9URQ5,-0.304837,1.34399
P53086,-0.326146,1.35295
P41412,0.788603,4.25631
P49777,0.772778,4.25769
O13606,0.765576,4.26155
Q09690,0.774939,4.22535
P36616,0.772932,4.22268
P40385,0.786105,4.20552
Q9P7R5,0.797466,4.20026
Q9UTN2,0.779094,4.28631
O60183,0.723798,3.9276
O74957,0.753515,4.09963
P40381,0.780737,4.26654
Q10277,0.753908,4.21113
O94731,0.771395,4.20636
O60152,0.74856,4.09075
P87240,0.782918,4.17866
Q10143,0.794441,4.30017
Q9P7Y4,0.752127,4.05274
O59811,0.787173,4.21274
Q09189,0.750706,4.06104
O94714,0.768235,4.29936
O74748,0.790752,4.30728
Q7Z9H9,0.780047,4.14237
O14139,0.793213,4.32539
O14342,0.78892,4.28228
Q9USU3,0.754779,4.12434
Q9US60,0.771558,4.23258
O13923,0.814148,4.20931
Q09786,0.76088,4.24737
O94756,0.735436,4.04168
Q10086,0.776617,4.23396
Q9P6Q2,0.797017,4.27713
Q9HDZ7,0.79079,4.19291
O43001,0.741551,4.04063
Q9P7G6,0.776231,4.35303
Q09748,0.789807,4.28256
Q1MTR1,0.745502,3.9824
P26306,0.784659,4.30773
Q9USU8,0.790637,4.25811
Q9HEQ9,0.780638,4.15958
O14147,0.76469,4.13375
Q9HDU2,0.765331,4.12657
O94400,0.763899,4.16401
O14108,0.750695,4.07597
Q9Y7J1,0.776243,4.22244
Q10171,0.771271,4.22023
Q96WV9,0.774946,4.1401
Q9P6Q1,0.77023,4.14119
O14135,0.753137,4.17173
O74920,0.758533,4.16177
Q9P7X8,-3.19416,0.837755
P22138,-3.21687,0.862129
O60161,0.774266,4.08529
O74508,0.807641,4.37274
O94526,0.7453,4.02927
Q10150,0.774991,4.22307
O59759,0.764752,4.14205
Q9C1X4,0.754872,4.12255
Q9P3U8,0.762668,4.23962
Q10426,0.777516,4.242
O43017,0.76068,4.20542
Q76PD2,0.781972,4.15898
Q9Y7N0,0.770512,4.25925
Q9Y7K5,0.792439,4.30406
O94332,0.75271,4.1343
Q10321,0.802421,4.34232
O94281,0.766684,4.30756
O94603,0.774779,4.22104
O43077,0.782868,4.20297
Q9UUB6,0.784826,4.27397
Q9HGM8,0.759417,4.25467
O13781,0.759947,4.06876
Q9P7W6,0.7704,4.21101
O94620,0.782679,4.16212
Q9USR6,0.77993,4.16615
O74861,0.756068,4.14683
Q10056,0.780616,4.27416
Q9C0V7,0.757381,4.06211
Q10492,0.786192,4.2062
O42861,0.786649,4.27509
Q9P7K6,0.767447,4.15726
P78759,0.787359,4.29426
O14450,0.750656,4.15129
O74804,0.7878,4.17012
Q9UUF3,0.770947,4.15103
O14307,0.780552,4.20106
O14224,0.779973,4.23104
O14334,0.767554,4.24296
O74845,0.781157,4.13538
Q9P3U0,0.787713,4.26015
P87175,0.753056,4.21686
O94527,0.776138,4.07173
P49960,0.368058,3.43063
Q9USY2,0.367681,3.41758
P87157,0.328724,3.31217
P38817,0.331838,3.31681
Q12511,0.351332,3.55538
O14189,0.33841,3.52648
Q06680,0.242327,3.23281
Q10429,0.244379,3.22092
Q9UT96,0.754333,4.25248
Q11004,0.750165,4.15135
Q10668,0.794142,4.29547
O74897,0.769981,4.22054
Q9Y825,0.797473,4.35796
O59751,0.749213,4.20187
Q9Y884,0.759913,4.07914
O42860,0.767589,4.22032
Q9URU9,0.781885,4.21346
O60104,0.785883,4.17527
Q9UT23,0.791909,4.21242
O42996,0.779058,4.16685
O94376,0.77668,4.14756
Q9UTB1,0.793853,4.31336
Q9UTE5,0.767803,4.1335
Q9P6S3,0.782988,4.24129
O13734,0.786469,4.23883
Q9USW9,0.77884,4.27755
O94503,0.794631,4.31364
O14099,0.760806,4.11067
Q9Y7N2,0.785192,4.20426
Q9UR05,0.771775,4.19776
Q10077,0.786131,4.25419
O94709,0.769787,4.16128
O94279,0.752288,4.12175
O59762,0.778153,4.25878
O74860,0.762151,4.2036
O14213,0.768115,4.2154
Q09831,0.769877,4.20898
O94364,0.773408,4.2706
O59669,0.781583,4.27485
P87127,0.794751,4.2873
P79011,0.772349,4.2401
O42841,0.75101,4.08834
Q10100,0.348448,3.33999
P33331,0.348321,3.33534
P07244,0.291681,3.3825
P20772,0.301899,3.39968
P33322,0.0942049,3.5176
O14007,0.0930173,3.53537
Q10317,0.756728,4.15991
Q09150,0.800293,4.2654
O60072,0.781913,4.18755
Q9Y7R4,0.775397,4.27708
Q9UT35,0.750642,3.96036
Q10477,0.765916,4.20247
O74759,0.756552,4.20974
Q9USP1,0.769681,4.25185
O74503,0.776826,4.171
O74814,0.758032,4.16058
Q9UTB3,0.770057,4.1942
Q09738,0.78782,4.26818
Q9HGL3,0.753333,4.0849
Q9UTD4,0.80613,4.36323
Q9C0Z3,0.770013,4.19287
O14098,0.776786,4.1394
W6JQK2,0.788589,4.27745
Q9Y818,0.783673,4.2552
O13298,0.77668,4.24886
O14262,0.780886,4.1391
Q9P6R1,0.787716,4.28426
P50531,0.779744,4.25501
Q9USP0,0.76737,4.12073
O13731,0.799557,4.2027
O13838,0.76003,4.17161
O60070,0.75911,4.10235
Q9P795,0.783497,4.21908
O74964,0.748452,4.15417
O13983,0.764051,4.14522
Q05549,0.220417,1.18183
O94606,0.767505,4.2023
P36632,0.768845,4.16148
Q09948,0.782174,4.26351
Q9HGM2,0.786532,4.26088
Q09792,0.761335,4.09188
Q9US45,0.764446,4.20852
Q9C107,0.743771,4.06343
Q9USQ1,0.781605,4.31889
Q9P7X0,0.744762,4.14665
Q09731,0.791249,4.24401
O74922,0.797653,4.24468
O42941,0.762228,4.02111
O94269,0.801119,4.26077
O74856,0.752652,4.08099
Q9P7Q7,0.762035,4.16476
Q9C103,0.732913,4.13691
Q10215,0.76621,4.14423
O74315,0.780402,4.18931
O94454,0.764191,4.19865
O94405,0.796014,4.36377
O14118,0.736678,4.04518
O94259,0.753924,4.10231
O13765,0.772761,4.21715
Q9UT52,0.801914,4.32619
O74910,0.792367,4.22922
O14145,0.781874,4.1768
O94451,0.799571,4.3471
P87313,0.783446,4.24897
P49373,0.783078,4.18139
Q12080,0.269988,3.62318
Q9UUI4,0.242859,3.60535
P22470,-0.30296,1.32547
P19158,-0.322151,1.35335
P39984,-0.319482,1.3628
P43579,-0.331975,1.33554
P53930,-0.321563,1.3258
P48562,-0.307599,1.34317
P32447,-0.335782,1.34917
P34223,-0.30496,1.34899
P0CX48,-0.298268,1.33067
P38737,-0.308803,1.31056
P43132,-0.323896,1.3375
P53397,-0.300262,1.34999
P14284,-0.280264,1.39407
P47167,-0.327511,1.33297
P48606,-0.314516,1.31985
P25343,-0.294464,1.35468
P53129,-0.316328,1.36409
Q07362,-0.336837,1.35792
P43573,-0.325742,1.3422
P39073,-0.320256,1.34009
P17255,-0.293379,1.32104
P52490,-0.315206,1.35355
P10659,-0.297983,1.35734
Q03944,-0.331821,1.35578
P09932,-0.302942,1.36303
P18899,-0.305295,1.34265
Q01454,-0.307939,1.36078
P25648,-0.332569,1.36062
P22516,-0.322766,1.34073
P01120,-0.31768,1.34533
Q02208,-0.308442,1.34549
Q05934,-0.32676,1.34002
P38344,-0.286471,1.36404
P38931,-0.297704,1.34426
P14736,-0.338839,1.33656
Q08562,-0.32388,1.35523
P40856,-0.344831,1.34998
Q12321,-0.329068,1.33827
Q04089,-0.324397,1.33962
P39937,-0.311652,1.3621
P38930,-0.351436,1.34269
P24870,-0.269423,1.36285
P39009,-0.314895,1.31179
Q02895,0.340037,3.46879
Q9P7U2,0.335936,3.44457
Q08760,0.344274,3.36742
Q9P7S8,0.329953,3.38683
P25627,0.311883,3.08906
Q10162,0.316054,3.1773
Q9P7S3,0.760705,4.1987
P78817,0.751646,4.15683
O14100,0.751752,4.14898
O13641,0.764966,4.19364
O13685,0.777005,4.24532
O14210,0.775783,4.1658
Q9P7T4,0.739956,4.04993
O94627,0.78512,4.32432
O94256,0.781206,4.2285
O13839,0.778352,4.2582
Q10343,0.751493,4.03667
O94717,0.785104,4.26666
Q09907,0.792557,4.24649
Q9P6L6,0.784875,4.25928
P39517,0.308031,3.56477
Q09181,0.295768,3.51451
O94317,0.793115,4.1635
O74863,0.786961,4.22184
O94289,0.804793,4.34237
Q7LKZ5,0.787419,4.26599
O42874,0.737104,4.08014
Q92398,0.785241,4.27613
O94266,0.789135,4.1719
O13987,0.78526,4.29533
O60136,0.753069,4.13013
Q10297,0.741629,4.06638
P78955,0.769343,4.23555
O94271,0.782987,4.17456
O94396,0.751164,4.05636
Q9UT39,0.76529,4.19374
Q9USN7,0.761908,4.18177
O13836,0.770016,4.17483
O74729,0.775913,4.14679
Q9UUK4,0.740474,3.94812
P56523,0.775548,4.22694
Q09832,0.764048,4.1545
O74382,0.747191,4.15443
Q9HE05,0.769672,4.233
O74515,0.736025,4.01018
O94487,0.770204,4.17689
P87119,0.786725,4.19931
P05317,0.268672,3.5398
O74864,0.260557,3.56499
P42951,0.266013,3.23932
Q9UT42,0.283133,3.28558
P32471,0.208504,3.56503
O74173,0.215904,3.56114
Q9UUK2,0.775459,4.21955
Q9P6N2,0.770871,4.15146
P28829,0.751415,4.03848
Q10175,0.787874,4.2341
P22193,0.755442,4.13951
Q9UUK1,0.77143,4.21314
Q1K9B6,0.776082,4.2216
O42948,0.770009,4.06661
Q9UUH3,0.735626,4.11427
Q9P3A8,0.79479,4.37139
O43085,0.748171,4.05426
O74467,0.763343,4.18687
O94588,0.77152,4.19271
Q9HGN2,0.792083,4.23662
Q7Z991,0.775284,4.22464
P87236,0.755481,4.05498
Q9HFF5,0.749116,4.14369
O60117,0.735063,3.99284
Q9P7H8,0.75344,4.14497
O14227,0.766747,4.22087
Q10113,0.738856,4.10899
O14233,0.121838,3.56857
P25298,0.117649,3.6427
P32558,0.229538,3.34278
O94267,0.248172,3.37589
P21954,0.216276,3.60825
O14254,0.21285,3.62359
Q06032,-0.328064,1.35172
Q06148,-0.302885,1.32813
Q08581,-0.322577,1.34528
P53102,-0.298341,1.33535
Q12748,-0.316512,1.34537
P14832,-0.336129,1.35358
P13712,-0.324702,1.32488
Q04740,-0.309965,1.3681
P00927,-0.267529,1.34544
Q12149,-0.304062,1.35781
P48561,-0.311954,1.36718
P02309,-0.333588,1.35486
P52492,-0.299466,1.37443
P38257,-0.319672,1.34311
P40395,-0.301985,1.36543
P40151,-0.305823,1.35221
P15790,-0.338931,1.35734
P28263,-0.315503,1.34605
P38351,-0.299671,1.34252
P32368,-0.314885,1.36323
P33308,-0.305523,1.35991
Q04383,-0.294526,1.35448
Q04213,-0.327614,1.33181
P04386,-0.262294,1.35065
P46944,-0.296915,1.37952
P40850,-0.290155,1.36206
P15731,-0.338808,1.36158
P25037,-0.302477,1.34559
Q12434,-0.278349,1.33965
P48361,-0.333897,1.32399
Q04603,-0.294696,1.33456
Q01476,-0.341746,1.33095
Q12345,-0.284975,1.34187
P35209,-0.317429,1.32333
O94360,0.311057,3.4963
P40484,0.317611,3.50141
P78917,0.309338,3.18529
P12709,0.313256,3.24671
Q10169,0.781884,4.24516
O94347,0.788763,4.16857
O60125,0.766721,4.09947
O94545,0.785125,4.22853
Q9P6H9,0.784036,4.24377
Q10103,0.75953,4.17293
Q1MTQ5,0.760939,4.14182
Q9UUJ7,0.774711,4.29708
O94529,0.771774,4.26551
P87294,0.789773,4.24333
O13807,0.767661,4.268
Q9P6M0,0.786228,4.28297
P49740,0.78795,4.15244
Q09866,0.75387,4.14599
O74191,0.798224,4.29321
P39750,0.800669,4.30397
O14285,0.767175,4.22897
Q09195,0.299987,3.37375
P32462,0.279496,3.34517
O74805,0.772153,4.13691
O36016,0.774142,4.24839
P87057,0.766826,4.20646
Q9P3U1,0.751245,4.204
O94394,0.748176,4.03359
O14127,0.779241,4.28928
O60145,0.766962,4.06732
Q9HE09,0.779008,4.27042
O60139,0.787754,4.23583
Q9UTH1,0.771342,4.22018
O14116,0.764633,4.19486
O42845,0.755882,4.0665
P09988,0.788769,4.22602
O60059,0.781711,4.11419
Q9UTL9,0.769525,4.20786
O13951,0.774611,4.22322
O74456,0.722333,3.95643
Q9UTL3,0.0909955,3.61109
Q12189,0.106161,3.60206
P78804,0.239056,3.46721
P39708,0.250316,3.47786
P32902,0.317241,3.20792
O13970,0.303081,3.28841
