gene,dim1,dim2
O42941,0.261092,1.58889
Q10428,0.200234,1.67032
O59704,0.0878826,1.65219
O94347,0.108035,1.59249
Q9UTB3,0.144718,1.65891
O13298,0.153489,1.66387
O13986,-0.0685746,1.66072
Q9Y7R7,0.241281,1.60054
O94703,0.116295,1.64782
O94487,0.21608,1.58129
O60070,0.270803,1.65974
Q09775,0.30603,1.58996
O42858,0.0323587,1.66528
Q9P7X0,0.0356138,1.65713
O60152,0.148576,1.58523
O42905,0.137956,1.65657
Q9HE09,0.307301,1.62532
O60136,0.0339751,1.62703
Q9P7H4,0.327923,1.65821
O14081,0.236686,1.58908
Q10426,0.0389604,1.65843
Q9P7D2,0.187246,1.58482
P36607,0.102186,1.6609
Q9HFF5,0.0302968,1.67137
O94630,0.0723378,1.66218
O74920,0.162226,1.66509
O14327,0.170281,1.60578
Q9Y7N2,0.229489,1.64693
O74635,0.050705,1.65661
Q7LKZ5,-0.0315352,1.68402
Q92398,0.132476,1.66301
O14262,0.298434,1.57202
Q9URU9,0.207477,1.65663
O14100,0.11605,1.66893
O94324,0.171394,1.61307
O60137,0.216425,1.66673
O60145,0.288956,1.56403
O74350,0.160392,1.6695
O13731,0.221895,1.615
Q9P6R2,0.213421,1.63699
O74910,0.133867,1.57226
P42657,0.125095,1.67136
Q9US07,0.291577,1.61689
Q9P3U0,0.109801,1.65285
O94561,0.0638377,1.67048
Q9Y825,0.125297,1.671
Q9UUH3,0.170404,1.61402
O13846,0.210714,1.62671
O13453,0.231907,1.62263
O60139,0.260567,1.6352
Q09895,0.160673,1.62464
O60016,0.143381,1.65287
Q9UR05,0.287225,1.59936
O74508,-0.0475052,1.67462
O74964,0.311114,1.62366
Q10056,0.0707471,1.65596
Q9C0Z0,-0.0324282,1.61114
Q9USU8,0.280255,1.63231
O94256,0.173757,1.64243
O36023,0.31569,1.64497
O59751,0.0913967,1.63892
Q1MTQ1,0.211943,1.65378
Q9C103,0.264726,1.65126
O74919,-0.0135184,1.61346
Q09731,0.142755,1.62769
O94533,0.354105,1.5711
Q9P6Q1,0.0219819,1.67563
O74856,0.134996,1.63939
Q9HGM2,0.388885,1.62564
O36030,-0.0433545,1.6888
Q9HDZ7,0.0319743,1.59131
Q09699,-0.0113399,1.69095
O14450,-0.143691,1.68646
P49777,0.133624,1.62558
Q9P7S5,0.215495,1.65888
O43066,-0.08965,1.61385
Q9USK2,0.1547,1.64382
Q1MTR1,0.208235,1.5915
O94405,0.252372,1.65541
O94307,0.10225,1.65007
Q9UTC9,0.132835,1.64297
Q00472,0.0317018,1.61976
O43083,-0.00257867,1.672
A0ZWU1,0.267275,1.57423
Q9Y7R4,0.0812467,1.66726
Q10171,0.225339,1.66774
Q9P7I3,0.208626,1.62058
P78955,0.0564538,1.65301
O59702,0.212016,1.60618
Q09849,0.207751,1.66876
Q9USS2,0.335385,1.56041
O74324,0.127345,1.65498
O13984,-0.0140681,1.66692
O74729,0.171228,1.57401
O74965,-0.0851066,1.61381
Q09690,0.1773,1.6335
O59762,0.172942,1.63402
Q10086,0.131315,1.68879
O13951,0.185769,1.66034
Q92368,0.137232,1.656
O14116,0.314824,1.65641
O74427,0.379682,1.58256
Q9UTR1,0.125442,1.64247
Q9UT85,0.0974829,1.59757
Q9P6H9,0.390026,1.61145
P87074,0.244973,1.63352
O94474,0.325038,1.65921
P79011,0.179287,1.59009
O14306,0.202262,1.63875
O74814,0.268898,1.65322
Q9P6L2,0.0216129,1.67677
O74500,0.0677624,1.64896
O74315,-0.0392818,1.67747
Q76PD2,0.107965,1.59845
Q9Y7K5,0.264382,1.65687
O74860,0.0906799,1.60361
Q9HGN2,0.0303617,1.65988
O74515,0.219252,1.57484
O13820,0.188671,1.65684
Q9UT23,0.105827,1.64627
O14135,0.160384,1.67624
O94279,0.141284,1.61757
Q09732,0.0432252,1.65551
Q09189,0.404805,1.5713
O74560,0.264233,1.64283
Q9P794,0.285832,1.59704
Q9US45,-0.0285643,1.683
O94627,0.0613043,1.65273
Q9UTG8,0.151126,1.63983
Q10256,-0.0478748,1.63721
O13807,0.410654,1.63152
O74381,0.296506,1.58118
Q9P7W0,0.0477205,1.65256
Q9P7S3,0.297352,1.64874
Q10343,0.233037,1.62064
Q09792,0.287573,1.56158
Q9P797,-0.0672826,1.66431
P09202,0.298185,1.60614
Q10213,0.163131,1.6544
O94503,0.29155,1.61659
Q10481,0.121246,1.63994
O42634,0.266623,1.62125
O42646,-4.22853e-05,1.66561
Q09738,0.241087,1.63316
O13983,0.125306,1.61254
O13889,0.270558,1.58291
Q09696,0.194713,1.64101
O14145,0.173986,1.58319
Q09786,0.198495,1.65864
O59763,0.053784,1.59399
P25009,0.216893,1.62391
Q09170,0.140184,1.65549
Q9UT96,0.204828,1.67711
Q9USN7,0.148607,1.63603
O94308,0.268604,1.63263
O94495,0.303775,1.59323
P48003,0.22471,1.65203
O42860,-0.0182517,1.67405
O59801,0.157743,1.65537
O14214,0.208277,1.5848
Q09116,0.250531,1.64116
O94731,0.1688,1.64862
Q9P790,0.263905,1.64438
P53695,0.0281669,1.69723
O74805,-0.0302951,1.58779
O94247,0.229082,1.64955
Q10277,0.162613,1.64789
Q10103,-0.00528149,1.66196
P56523,0.107766,1.6499
P40236,0.106366,1.62201
Q10362,0.0175167,1.66832
Q09748,0.273835,1.64388
O94266,0.260176,1.57859
O94714,0.219716,1.66294
Q09831,-0.0103986,1.59938
O94573,0.0454821,1.64963
Q10492,0.1183,1.66132
Q10321,0.0687778,1.67291
O13838,0.0134801,1.66861
Q9P3U1,0.0665801,1.687
O94663,0.231527,1.6121
Q09819,0.058901,1.67289
Q9Y703,0.0383264,1.67228
Q9P7Q7,0.260899,1.58421
Q9UUH2,0.405588,1.55987
Q9UST9,0.361066,1.6216
Q9UUK1,0.0716114,1.67275
Q9P6Q2,-0.0267234,1.62355
O13682,0.362987,1.64657
O42993,0.226019,1.58156
O14417,0.162361,1.66314
Q09884,0.254751,1.62818
O14338,0.267569,1.63434
Q92462,0.0482177,1.59167
P40385,0.12081,1.60344
Q10332,0.0482733,1.67358
O43077,0.115497,1.61252
Q9UTA7,0.121165,1.65889
O60183,0.0995484,1.63103
O14213,0.109247,1.66501
O74874,0.231987,1.62993
O13839,0.14936,1.64995
O13911,0.17794,1.64843
Q9P3U8,0.0676585,1.6438
Q9UTL9,0.113047,1.6616
O42845,0.287197,1.60841
Q10210,-0.00648314,1.61379
O74456,0.0136357,1.6309
Q9UT52,0.141792,1.65145
Q92348,0.066192,1.66719
Q9P3U9,0.134481,1.59862
P40381,0.0617329,1.69444
Q9P7T4,0.109463,1.63592
Q9HGK2,0.0791362,1.65242
Q9Y884,0.0453419,1.59941
O94545,0.118131,1.60789
O94235,0.0254398,1.65881
O59835,0.386778,1.62825
Q9P7Y4,0.0289716,1.62302
Q9P7P2,0.0364853,1.65473
P87057,0.198229,1.64255
O14210,0.313277,1.65446
O14307,0.12668,1.60061
Q9P795,0.202966,1.60283
Q9UUK2,0.147141,1.66326
O13765,0.229019,1.64294
Q1MTQ5,0.0139181,1.61016
O13685,0.193633,1.62229
Q92383,0.286114,1.63796
Q9USU3,0.175363,1.60428
Q9UUL2,0.245062,1.65516
O60059,0.143303,1.59949
P87127,0.0577051,1.66468
Q9UTB1,0.348274,1.63676
O94709,0.0993225,1.59789
O13781,0.156671,1.60226
O59759,0.0616734,1.61655
O14127,0.238013,1.62783
O74789,0.0247204,1.62654
O94241,0.178253,1.67805
Q9UUF3,0.0373621,1.59406
O14334,0.255726,1.62976
Q9HDU2,-0.108947,1.60972
P22193,0.436018,1.63497
Q10169,0.120124,1.64467
O94273,0.267781,1.56139
Q9P6L6,0.335434,1.61836
Q9UUK4,0.160056,1.57191
Q9P6M0,-0.139732,1.68686
P28706,0.134468,1.662
O42868,0.147369,1.63941
O60109,0.00773392,1.63053
O74897,0.195065,1.65333
P24339,0.245394,1.58589
Q09907,0.0124119,1.65682
O14227,0.322922,1.61215
P36626,0.221555,1.63673
O74736,0.175127,1.61462
Q9USW9,0.0782076,1.64431
P87308,0.228773,1.65417
O74382,0.0820759,1.66047
Q9P6S3,0.23659,1.63812
O13762,-0.0149359,1.67174
O43085,0.252396,1.57943
O43017,0.30148,1.63785
Q9C1X4,0.258406,1.60867
Q10189,-0.0777167,1.61575
Q9Y818,0.0397544,1.67196
Q10423,0.190136,1.64098
Q9Y7J1,0.197482,1.65303
O60161,0.199427,1.57184
Q11004,0.181498,1.65753
O13977,0.204293,1.65634
O43049,0.13283,1.6159
Q9UUB6,0.372723,1.62134
O14108,0.207732,1.58785
P54280,0.0157593,1.6447
Q9P7R5,0.219923,1.65258
O94317,0.287251,1.60228
O74863,0.221456,1.57235
Q9P7G6,0.222755,1.63694
O94281,0.158945,1.66119
O94620,0.144124,1.58148
O13923,0.196753,1.58944
O59672,0.197327,1.64958
Q7Z9H9,0.393327,1.56371
O60117,0.198843,1.58276
Q9P6P3,0.236657,1.6089
O14350,0.314345,1.62591
Q9P7I8,0.0612063,1.61843
Q9US53,0.168879,1.64983
Q7LKV1,0.0265226,1.66681
P41893,0.306664,1.60065
O94728,0.172774,1.64463
Q10297,0.272551,1.58811
P09322,0.151487,1.67014
Q10668,0.110188,1.64624
Q9Y7Z1,0.285471,1.57816
O94529,0.282348,1.61408
O13776,0.280785,1.63962
O14326,0.316057,1.63696
O13868,0.10698,1.68438
P87119,0.0137461,1.61386
Q9USP1,0.15904,1.65602
P28829,0.297387,1.55806
Q9USN8,0.244374,1.58359
P36625,0.0394744,1.66032
P87314,0.238941,1.63574
Q9P3A8,0.139016,1.66976
Q9US25,-0.0345957,1.67736
O94376,0.152236,1.59391
O42929,0.233238,1.64358
O14285,0.189317,1.66916
O14161,0.292974,1.65223
O74467,0.171277,1.64033
Q9USL4,0.00490624,1.6686
Q9UT35,0.330694,1.57138
O94387,0.131671,1.60426
P87297,0.126988,1.67758
P04689,0.356518,1.6122
Q09866,0.261763,1.59409
Q10364,-0.0519019,1.59835
Q10322,0.0423233,1.66035
O42948,0.332685,1.5971
W6JQK2,0.29385,1.64046
O94606,0.146835,1.64121
Q09737,0.228085,1.63844
O13734,0.175242,1.66532
O74767,0.137647,1.63965
O94259,0.0601047,1.60808
Q9P6R1,0.172002,1.63969
Q09832,0.110231,1.60072
Q9P7S6,0.250286,1.67632
O74465,0.222685,1.58429
O43004,0.306996,1.62914
O60104,0.155768,1.64056
O14332,0.00534463,1.60242
P26306,-0.0256251,1.66138
O94602,0.075612,1.66805
O13719,0.280529,1.64478
Q9UTC5,0.227712,1.56407
Q9UR24,-0.0962971,1.69141
O74363,0.306795,1.64651
Q9USR6,0.0545034,1.63032
O13870,0.114197,1.65842
O43001,0.090981,1.58653
O13985,0.131957,1.63044
O74748,0.135143,1.66122
Q10242,-0.00540853,1.6034
Q9C107,0.136207,1.60162
Q10325,0.146521,1.60608
Q9HDY1,0.0710724,1.64737
O13921,0.210919,1.61656
O94271,0.144554,1.61088
Q9C0U6,0.0319839,1.62018
O60072,0.270792,1.59725
O74630,0.187239,1.64899
O59797,0.277571,1.65491
O94480,0.153802,1.58224
P78759,0.108833,1.66409
O74999,0.161128,1.65218
Q9HGL3,0.142675,1.56532
P79065,0.146023,1.64399
Q9UTD4,0.135097,1.65679
O74405,0.214626,1.57602
Q9URY1,-0.0638488,1.68414
P87175,0.294072,1.64382
Q9P7K6,0.279625,1.58413
P87236,0.184635,1.59575
Q09746,0.208754,1.62149
O94462,0.0266172,1.62685
O94455,0.257442,1.6074
Q8WZK4,0.0118507,1.59249
O94527,0.241389,1.55182
Q9P370,0.123376,1.59922
Q9USQ1,0.00939584,1.6587
Q9USL6,0.177818,1.59035
O74957,0.287874,1.56289
Q9HE02,0.321417,1.65616
O13800,0.187267,1.65878
O94269,0.21364,1.6661
Q9UT79,0.210472,1.65908
Q9UUI7,0.182924,1.60172
Q10414,0.167422,1.59874
O94689,0.373401,1.60443
P17608,0.106716,1.628
Q9C0V7,0.21575,1.59574
Q9UT83,0.119835,1.57524
P40389,0.365729,1.57638
O94687,0.305618,1.57102
Q10446,0.0031944,1.60179
