gene,dim1,dim2
P39946,-0.162993,-1.86913
P38903,0.193747,-1.82435
P25554,0.524966,-1.74828
P42935,0.317803,-1.75498
P29539,-0.193878,-1.87501
P27895,0.386984,-1.8073
Q04501,0.379739,-1.71688
P13712,0.145362,-1.84045
P39001,0.427208,-1.73672
P40154,0.341079,-1.79626
P53125,0.234733,-1.79924
P39956,0.177826,-1.79143
P32583,0.473411,-1.7305
P40963,0.336943,-1.81753
Q12124,0.55238,-1.7157
Q03433,0.190599,-1.81226
P38850,0.273074,-1.80465
P40567,0.0213511,-1.80188
P40960,-0.0185919,-1.85181
P50101,0.105081,-1.82446
P47110,0.282102,-1.81438
P11632,0.381264,-1.75982
P35210,0.370312,-1.77743
Q07622,0.440022,-1.68688
P40958,0.25999,-1.81744
P32849,0.292923,-1.79012
P47161,0.356276,-1.72673
P42941,0.525975,-1.71431
P32494,0.579692,-1.68658
P40032,0.309248,-1.78327
P47050,0.186113,-1.81974
P38915,0.201466,-1.81109
Q03012,0.300009,-1.83185
P35127,0.496366,-1.73384
P43535,0.45547,-1.71062
P40957,0.385982,-1.80361
P51979,-0.165187,-1.91084
P13099,-0.0273911,-1.81807
P35209,0.418828,-1.73964
P53196,0.27917,-1.7892
P33754,0.340752,-1.73837
P40352,0.266335,-1.81288
P31378,-0.104781,-1.84524
P26449,0.251956,-1.82963
Q03085,0.464144,-1.68859
P40395,0.423452,-1.74508
P40532,0.623032,-1.69011
P53129,0.313767,-1.75289
Q03375,0.439518,-1.68778
P53102,-0.0033415,-1.8586
P40019,-0.0313397,-1.83948
P01120,0.134473,-1.82283
P61830,0.2412,-1.82992
P25336,-0.0458478,-1.83409
Q12262,0.119466,-1.83682
P53246,0.214854,-1.80193
P53851,0.27015,-1.80896
P38920,0.158171,-1.81717
Q12341,0.0060673,-1.80708
Q05471,0.335102,-1.79421
P34909,0.466027,-1.68809
P32472,0.4481,-1.73146
P21965,0.241952,-1.793
P43612,0.401011,-1.732
P04912,0.340666,-1.79152
P43583,0.374706,-1.80376
Q12020,0.471527,-1.69388
Q08749,0.353583,-1.72582
P25364,0.405959,-1.75714
P53552,0.445384,-1.76753
Q02159,0.429126,-1.72227
P53866,0.370209,-1.76051
P25659,0.423985,-1.75214
P48565,0.411256,-1.71717
O94742,0.377887,-1.78292
P47074,0.0153884,-1.84935
P38177,0.405923,-1.77721
P32526,-0.0305797,-1.85845
P40063,0.0349279,-1.82897
P22470,0.528869,-1.69956
P28263,0.41438,-1.73763
P39967,0.468378,-1.75677
P16387,0.499697,-1.74799
Q06211,0.165455,-1.81824
Q04213,0.0679513,-1.81752
Q02208,0.0373209,-1.85552
Q12509,0.435992,-1.79026
P53686,-0.0350036,-1.86035
P32479,0.293093,-1.7909
P34218,0.185541,-1.80688
P06169,0.2541,-1.79401
P18899,0.270392,-1.75847
P19812,0.514612,-1.79928
P04786,0.39147,-1.76085
Q12086,0.0642464,-1.86167
P40059,0.346746,-1.78871
P25037,0.575695,-1.67306
P49956,0.0152282,-1.78884
P36024,0.0510824,-1.82041
P32453,0.387088,-1.71817
P40987,0.319101,-1.82075
Q06205,0.411284,-1.74383
P07276,0.292404,-1.79665
P14737,0.249131,-1.79659
P31385,0.270912,-1.80085
P14736,0.154879,-1.78718
P40164,0.387014,-1.77182
P35187,0.223178,-1.78879
P13134,0.470092,-1.72679
P10870,0.469162,-1.70846
P40480,0.633088,-1.69382
P12689,0.0963041,-1.83798
P53063,-0.0714258,-1.86822
Q07532,0.278464,-1.82602
Q06208,-0.224814,-1.85795
P39875,-0.102429,-1.81976
O13563,0.267821,-1.79312
Q06554,0.446826,-1.75191
Q12432,0.35174,-1.8144
Q03323,0.462715,-1.76544
Q06148,0.0491009,-1.84973
P36037,0.261307,-1.80099
P39727,0.55543,-1.68586
Q02574,-0.0150233,-1.85255
Q12366,0.0396115,-1.808
P48361,0.528303,-1.7475
P25302,0.194572,-1.79789
Q12345,0.287356,-1.76825
P17119,-0.0808825,-1.84006
Q12461,-0.0759415,-1.87287
P32841,-0.0220432,-1.86216
P06104,0.289856,-1.79444
P38737,0.532983,-1.66778
Q02884,0.489084,-1.72467
Q03104,0.520243,-1.73217
P33308,0.538242,-1.65696
P11633,0.327616,-1.74105
P40965,-0.0265475,-1.88397
P46670,0.245736,-1.80843
Q03769,0.588505,-1.72506
P53280,0.385842,-1.75773
Q08231,0.452098,-1.80077
P43639,0.345028,-1.77529
Q08949,-0.0556983,-1.87366
P25453,-0.0231892,-1.86247
P31376,0.192503,-1.81377
Q06707,0.399954,-1.73982
Q12093,0.372939,-1.76224
P53900,0.246122,-1.80045
Q01454,0.346944,-1.77264
P47017,0.260395,-1.80439
Q01080,0.401559,-1.7342
P38877,0.224802,-1.81122
P46947,0.427492,-1.75354
P32943,-0.0634946,-1.8648
P19454,0.35871,-1.79666
Q12529,0.461393,-1.73073
P25846,-0.0700535,-1.84932
Q12311,0.191747,-1.82912
P40005,0.311248,-1.81726
P32432,0.474653,-1.68724
Q02959,0.412359,-1.71192
P00445,0.367032,-1.81518
Q05543,0.414028,-1.8071
P54860,0.462172,-1.74313
P53973,0.381201,-1.75915
P38335,0.609181,-1.69134
P15732,0.395342,-1.7359
P43593,0.304122,-1.82379
P40469,0.430742,-1.78555
P38265,0.0721502,-1.87034
P39706,0.251607,-1.81675
P38931,0.283956,-1.81409
P38634,0.433592,-1.73133
P25357,0.32285,-1.78584
P38144,0.285368,-1.79655
Q03465,0.33755,-1.77124
P53152,0.293329,-1.80184
Q04740,0.0431622,-1.7918
Q02685,0.0465712,-1.8216
P24871,-0.105797,-1.86709
Q03707,0.342687,-1.80126
Q04739,0.591293,-1.69791
P40161,0.499349,-1.73507
Q04632,0.491212,-1.73263
P40202,0.358084,-1.77711
P36053,0.249,-1.84029
Q12504,0.389759,-1.73619
Q12449,0.53829,-1.68407
P38326,0.212654,-1.80382
Q04868,0.448311,-1.73215
P48363,0.318986,-1.79864
P19158,0.442676,-1.7144
Q12045,0.0446123,-1.81593
Q08921,0.353011,-1.76485
Q04003,0.27766,-1.84589
P40565,0.36531,-1.72371
P38337,0.438793,-1.76485
P32787,0.0925368,-1.80131
P53187,0.327516,-1.75206
P40208,0.349764,-1.72893
P40056,0.291572,-1.80858
P38344,0.468407,-1.69201
Q12321,0.305253,-1.77756
Q03435,0.243607,-1.82425
P17883,0.326342,-1.74019
P35192,0.449926,-1.72286
P34162,0.318576,-1.77411
Q12149,0.224637,-1.80915
P38801,0.284438,-1.80748
P38236,0.0028744,-1.84216
Q05809,-0.239677,-1.88843
P53397,-0.147829,-1.8503
Q04149,0.129848,-1.82952
Q12420,0.369392,-1.78953
P31244,0.303596,-1.80439
P52492,0.539231,-1.70262
P53252,0.379585,-1.72311
Q99260,0.308898,-1.77009
P25567,0.146169,-1.81018
Q08214,-0.176387,-1.86954
P54781,0.442931,-1.7228
Q9URQ5,0.383783,-1.74259
P53911,0.255611,-1.77473
P20438,0.303261,-1.79161
Q12072,0.187873,-1.7899
Q06834,0.356755,-1.74128
Q03010,0.156132,-1.82197
P43573,0.399203,-1.72742
P40505,0.43642,-1.7254
P40454,-0.00411964,-1.84194
Q08773,0.292062,-1.80165
P22147,0.273341,-1.81211
P32368,0.455588,-1.73724
Q05854,0.522981,-1.74008
P12887,0.0160096,-1.85857
P20050,-0.111233,-1.87181
P47128,0.230084,-1.8022
Q99359,-0.0773865,-1.87884
P48606,-0.168716,-1.85511
Q03713,0.452718,-1.70857
P36026,0.358092,-1.77041
Q08581,-0.0633084,-1.86303
P36161,0.0262825,-1.80879
Q03661,0.236281,-1.79363
Q06144,0.457322,-1.73564
P24276,0.342808,-1.75775
Q12161,0.463673,-1.74185
Q12021,0.495752,-1.70647
P33330,0.526721,-1.74211
P39718,0.554582,-1.71306
Q12433,0.27195,-1.75876
Q01476,0.353076,-1.76268
Q12150,0.413816,-1.74098
P22214,0.391232,-1.76679
P29311,0.120411,-1.82191
P08566,0.241657,-1.78474
P38794,0.448605,-1.72929
P47132,0.531675,-1.71927
P02294,0.115856,-1.81404
Q02732,0.0037356,-1.84052
P47156,0.370865,-1.72264
P39720,0.547728,-1.6812
P38147,-0.035562,-1.87073
Q99326,0.357565,-1.77448
P38789,0.527321,-1.69844
P32628,0.278439,-1.80948
P40562,0.156108,-1.81202
Q12379,-0.0740808,-1.84776
P39705,0.396083,-1.80236
P36088,0.393487,-1.74918
P40492,0.541423,-1.69354
P17255,0.59726,-1.67766
Q07457,0.393822,-1.81489
P32480,0.38081,-1.80768
P42948,0.202242,-1.80755
P40547,0.564639,-1.73447
Q04779,0.250554,-1.82407
P38262,0.372661,-1.79699
P38324,-0.181026,-1.8982
P28519,0.379071,-1.81124
P25651,-0.0592707,-1.84475
P36124,0.418059,-1.76978
P48561,-0.0931578,-1.87657
P10862,0.259679,-1.80817
P38086,0.377573,-1.80332
P54786,0.0198329,-1.81741
P40214,0.578582,-1.75301
P48510,0.593132,-1.65808
P40850,0.419444,-1.72205
Q12508,0.516516,-1.70453
P34244,0.234855,-1.78547
P47821,0.422883,-1.73407
P52491,0.589231,-1.68485
P46995,0.312717,-1.84614
Q06188,0.277239,-1.76845
Q07963,0.61784,-1.66661
Q12191,0.463086,-1.73369
Q04383,0.430404,-1.75082
P47167,-0.0829332,-1.83078
Q07458,0.118724,-1.85154
Q03067,0.223917,-1.80195
P23594,0.217539,-1.79715
P25087,0.391893,-1.72117
P32561,0.264437,-1.77103
P53165,0.234752,-1.81524
P41695,0.325904,-1.78867
P53064,0.393927,-1.73961
P50110,0.337724,-1.76517
P39984,0.236632,-1.82801
P38732,0.591705,-1.72402
P09734,0.293623,-1.73896
P46987,0.420576,-1.73698
P33399,0.318676,-1.72878
Q12340,0.480694,-1.72061
Q04116,0.363028,-1.73924
P39073,0.433278,-1.76503
P15790,0.274259,-1.80912
P30283,-0.0307757,-1.84694
P38207,-0.0439246,-1.83478
P38696,-0.136,-1.88094
P30620,-0.166343,-1.87814
Q06810,0.397605,-1.73412
P06782,0.364022,-1.7488
P18412,0.496753,-1.70455
P40151,-0.00615616,-1.84447
Q12434,0.42964,-1.75976
P14291,0.136192,-1.79231
P33323,-0.14125,-1.8764
Q12175,-0.0651009,-1.84672
P38907,0.468064,-1.76965
Q03214,0.282482,-1.78835
P40453,0.21818,-1.74899
P40577,0.375772,-1.74573
Q08119,0.482872,-1.71417
Q03944,0.503564,-1.71416
Q12214,0.501544,-1.70593
P10659,0.584354,-1.66833
O60200,0.422663,-1.76736
Q03796,-0.147351,-1.89925
Q06032,-0.127027,-1.87552
P24309,0.587768,-1.65891
P32345,0.24175,-1.83121
Q04199,0.210715,-1.79857
P06843,0.564845,-1.72238
P50102,0.215743,-1.81032
Q03758,0.499767,-1.69632
P53691,-0.119405,-1.83496
P47103,0.499532,-1.70631
P38956,0.487807,-1.73135
P38699,0.553362,-1.72834
P23293,0.385528,-1.74227
P38429,0.391873,-1.80875
P38193,0.36391,-1.81762
P32489,-0.060985,-1.84423
Q99314,0.201043,-1.84051
P32353,0.317394,-1.77793
P53905,0.339924,-1.77845
P40466,0.603908,-1.65833
P53685,0.546192,-1.73708
P40023,0.522713,-1.71196
P40856,0.502904,-1.73818
P50896,-0.0896852,-1.83928
P26793,0.338626,-1.78418
P34243,-0.153533,-1.82188
P22516,0.238264,-1.80873
Q08923,0.240126,-1.84342
P38293,0.0736373,-1.83746
P25555,0.333935,-1.77611
P38348,0.152287,-1.80133
P36022,0.0698543,-1.83331
P04386,0.636924,-1.68095
P28707,0.502603,-1.68424
P53551,0.191073,-1.84479
P89105,0.46153,-1.7196
P32657,0.228817,-1.78719
P38305,0.456748,-1.70303
P33306,-0.0724091,-1.83788
P39937,-0.0217126,-1.82468
P48562,0.0209918,-1.83231
P43132,0.185082,-1.84525
P38165,0.360397,-1.77195
P12904,0.525677,-1.70372
Q03162,0.526438,-1.73561
P36123,0.384355,-1.78214
P53853,0.45022,-1.75471
P0CG63,-0.0520572,-1.84278
P38123,0.390625,-1.78134
P13298,0.591627,-1.69754
P21657,0.489953,-1.70551
P53942,0.0718385,-1.8541
P12753,0.372491,-1.75305
P12611,0.431338,-1.81172
P00927,0.516676,-1.70767
P25638,0.350039,-1.7607
P23595,-0.0972307,-1.88223
P38255,0.313098,-1.80817
P38911,0.379602,-1.72808
P09959,0.359004,-1.73867
P23638,0.293704,-1.80199
Q08562,0.385514,-1.76378
P43579,0.28992,-1.79947
P32914,0.00453263,-1.8427
Q06337,0.403807,-1.77554
P32608,0.411375,-1.7158
Q00402,0.0923614,-1.81933
P38930,0.356344,-1.81258
P53740,0.415988,-1.75542
P38922,0.379249,-1.7602
P08153,0.0479506,-1.82299
P46988,0.217954,-1.77659
P05375,0.417986,-1.77464
Q12307,-0.0177484,-1.85957
P33411,0.579501,-1.68756
P21672,-0.277024,-1.8934
P32607,0.282611,-1.7641
P38886,0.16347,-1.85248
P43596,0.247399,-1.78736
Q07362,0.341799,-1.75023
P38187,0.189833,-1.81578
P38953,0.319392,-1.76922
P14832,0.412746,-1.78862
P46984,0.0423965,-1.85279
P38257,0.144739,-1.81521
P36017,0.466667,-1.69568
P14284,-0.152945,-1.89152
Q12223,0.28636,-1.80442
P52891,0.130026,-1.78416
P25847,0.230863,-1.81353
P39944,0.640113,-1.68708
P40535,0.636545,-1.65668
P05066,-0.0318466,-1.87249
P38222,0.483353,-1.69717
P43610,0.456899,-1.7629
Q00582,0.447372,-1.70079
P26784,0.414889,-1.70498
P41835,0.330784,-1.75098
P32829,0.178953,-1.77331
P39735,0.0553696,-1.83957
P06778,0.268185,-1.78915
P24869,0.145411,-1.83452
Q03361,0.443595,-1.77304
P25644,0.35497,-1.76298
P32447,0.319677,-1.80525
Q03919,0.537761,-1.69295
Q12188,0.0928504,-1.81047
P24719,0.0671445,-1.83389
Q03862,0.401574,-1.72437
P06844,0.295696,-1.80283
P23748,0.504121,-1.67646
P17423,0.551961,-1.6922
Q06665,-0.131733,-1.88635
Q08387,0.254066,-1.8049
Q05635,-0.0206643,-1.85854
P32804,0.487845,-1.67205
Q04603,0.0852951,-1.82629
P25648,0.408975,-1.77736
P12954,0.0331146,-1.81135
Q08490,0.451487,-1.68114
P33301,0.151196,-1.83837
P45820,-0.132629,-1.86731
P32641,-0.0689586,-1.85409
P23179,-0.0290709,-1.82913
P53688,0.39428,-1.78395
P36103,0.481521,-1.71154
Q04493,0.252837,-1.79642
P38874,0.476083,-1.72238
Q01722,0.373938,-1.71875
P14724,0.156839,-1.78436
P27344,-0.0602593,-1.85867
Q12152,0.474333,-1.75448
Q03208,0.56634,-1.7351
P38351,0.436969,-1.72607
Q12318,0.174003,-1.80946
P40013,0.148645,-1.80342
P38741,0.0384608,-1.82738
P39009,0.356884,-1.77424
Q04659,0.0638835,-1.86149
P47089,0.585583,-1.70687
Q99344,0.536485,-1.71264
P46985,0.333173,-1.76271
P25615,-0.179691,-1.87732
Q06697,0.153538,-1.8124
P25342,0.617992,-1.66761
Q12027,0.579573,-1.66345
Q06164,0.303488,-1.80121
P89886,0.510517,-1.6829
P36157,0.406321,-1.74991
Q08972,0.381005,-1.7667
P35207,0.427392,-1.75622
P40553,0.49597,-1.72192
Q07623,0.438469,-1.73615
P38927,0.0792863,-1.84081
Q06406,0.29343,-1.7954
P39960,0.448295,-1.73091
Q12050,-0.0876176,-1.88406
Q06324,0.56295,-1.71564
Q04195,-0.0476456,-1.84611
Q02721,-0.192725,-1.8758
Q12748,-0.141644,-1.85221
Q12377,-0.0735815,-1.82503
P34756,0.398862,-1.79045
Q01477,0.272411,-1.79496
P39678,0.171483,-1.80597
Q06340,0.323167,-1.79399
P50108,0.371198,-1.73942
Q06706,0.333834,-1.75321
P20437,-0.00692822,-1.8627
Q03529,0.148968,-1.78377
Q07980,0.010434,-1.8168
P52918,0.105183,-1.81324
P32445,-0.0699529,-1.87201
P32863,0.407089,-1.79348
P53930,0.366816,-1.7833
Q12107,-0.0534544,-1.84433
P25301,-0.121128,-1.87856
P32565,0.449919,-1.69139
P53076,0.551649,-1.69914
P38633,0.366754,-1.77834
P31115,0.421764,-1.75445
P20052,0.334158,-1.72815
Q12495,0.0125993,-1.82762
P38254,0.2328,-1.79036
Q03071,0.708029,-1.68133
P38766,-0.00358744,-1.84031
Q06488,0.0359303,-1.84578
Q12241,0.466374,-1.71897
Q04437,0.269773,-1.78961
P53299,0.317822,-1.83198
P89114,-0.0999032,-1.8628
P53829,0.336689,-1.77818
Q03833,0.227233,-1.78461
P48563,0.394275,-1.7448
P48524,0.511787,-1.72219
Q07655,0.19182,-1.77913
P32807,0.204936,-1.83581
P50078,0.485777,-1.74901
Q12098,-0.168873,-1.8882
P38768,-0.00377125,-1.84286
P24870,0.0507207,-1.8124
P0CX48,0.5767,-1.6875
Q02793,0.367387,-1.72362
Q06675,-0.211306,-1.87368
P53150,0.390178,-1.78123
P16664,0.372506,-1.72169
P28743,-0.0632611,-1.87576
P38074,0.613745,-1.68101
P11709,0.0236187,-1.81348
Q12083,0.196452,-1.78176
P15801,-0.145133,-1.8943
Q12070,-0.123918,-1.86945
Q03656,0.569809,-1.66883
P42838,0.497038,-1.71755
P07866,0.0481166,-1.80953
P32790,0.328867,-1.71358
P32605,0.480895,-1.70805
P40985,0.55538,-1.69105
P41813,0.568795,-1.72055
P25046,0.0907571,-1.78359
