gene,dim1,dim2
P53973,0.000404408,-0.991283
Q12234,0.24821,-0.884573
P32858,0.134654,-0.49946
P25337,0.293982,-0.391553
Q12175,0.0792178,-0.500399
P38287,0.205597,-1.47855
Q02785,0.0940657,-0.479835
Q03579,-0.0354642,-0.456517
P32471,0.0307571,-0.631437
P32614,0.0157352,-0.679177
P00401,0.0755823,-0.893091
P32264,0.28639,-0.813224
P23643,0.0937895,-0.665857
P38166,0.0292341,-0.755056
Q01590,0.120275,-0.822126
P05737,0.0202221,-0.743038
Q12213,0.0351842,-0.869734
P36100,0.334886,-0.56981
P22516,0.218779,-2.02967
P46961,0.110924,-0.749487
P38879,0.278354,-0.361318
P07213,0.165417,-0.744757
P53083,0.418763,-0.754341
P0CX37,0.273958,-0.762048
P0CX38,0.048392,-0.545166
P13134,0.115558,-0.939985
Q12224,0.278065,-0.521051
P53732,0.0275757,-0.747153
P27825,0.122547,-0.666307
P40036,-0.122462,-0.401042
P39008,0.109195,-1.44761
P06100,0.161135,-0.687733
P38784,0.0561691,-0.541893
P40395,0.210748,-1.78467
P38138,0.031267,-0.404718
Q03195,0.0650013,-0.489684
P23293,0.250554,-0.554383
P14743,0.115106,-0.54301
P04650,0.409393,-0.819033
Q06593,0.105257,-1.24679
P21657,0.159759,-0.716794
Q00947,-0.155532,-0.662208
P19145,0.240569,-1.74405
P38827,-0.0137987,-0.781254
P40214,0.0969249,-0.454919
P43639,-0.0570472,-0.329654
Q08496,0.319359,-1.27887
P38766,-0.0582499,-0.8807
Q05942,0.17725,-0.826809
Q08558,-0.0585503,-0.519162
P32328,0.209207,-0.680467
P22204,0.000701017,-1.10757
Q02796,0.307765,-1.09963
P06168,-0.0372998,-0.604036
P38225,0.123281,-0.68186
Q08951,0.337704,-0.524236
Q08687,0.288961,-0.409626
Q07560,0.227577,-3.04537
P53966,-0.14174,-0.507364
P25333,-0.0885002,-0.557018
P33400,0.0592342,-1.00717
P38246,-0.0971248,-0.182154
Q02197,0.112221,-0.737119
P48362,0.172105,-0.436557
P12887,-0.141439,-0.430706
P38989,0.296451,-1.07972
Q04087,-0.061292,-0.853513
Q06156,-0.0227703,-0.799263
Q12034,-0.0126932,-0.38503
P33203,0.0770333,-0.832821
P25554,0.190111,-0.611749
P35208,0.361624,-1.27853
Q04121,0.353258,-0.514447
P36775,0.188729,-0.466541
P36224,0.189671,-2.13841
P38622,0.181785,-0.44391
P17123,0.230717,-0.75456
P53865,-0.0935233,-0.57034
Q04410,-0.0984507,-0.363268
P38202,0.344191,-0.379028
Q05567,0.342076,-0.54952
P47013,0.272687,-0.590048
P19073,0.236542,-1.32113
P11433,-0.0475289,-0.815969
P06780,0.273006,-0.511619
P39960,0.185711,-1.02654
P40958,0.532317,-1.52052
P53896,0.337362,-0.423235
P06103,0.10029,-0.537162
P25302,0.422599,-1.17923
P25343,0.0654435,-1.25319
P22214,-0.0433972,-1.16619
P36528,0.156325,-0.496835
Q03218,-0.0255277,-0.392306
Q03554,0.258464,-0.495917
Q01919,0.0035449,-0.305261
P07866,0.514273,-1.47127
Q06892,-0.0616091,-0.745204
P53739,0.167911,-0.450789
P14127,0.204324,-0.546321
Q05359,-0.0602441,-0.368468
P48589,0.0594192,-0.382318
P0CX09,0.184182,-0.370215
P40477,0.0202975,-0.837827
P18411,-0.1292,-0.29227
Q03862,-0.000259903,-0.740185
P39715,0.331814,-0.590069
P23639,0.104516,-0.504685
P41819,-0.122523,-0.596474
P40957,0.182162,-2.1006
P40968,0.148527,-1.57022
P47822,0.15041,-0.65009
P26793,0.150932,-1.25958
P32830,-0.0929163,-0.346007
P16658,0.00198541,-0.392301
P25588,0.362292,-0.996717
P15436,0.470701,-1.20677
P43593,-0.0442807,-0.919543
Q12049,0.0360052,-0.413077
P32914,0.384273,-1.07901
Q08649,0.365826,-1.6374
P34909,0.570831,-1.45119
P53323,0.0890826,-0.662317
P11792,0.443933,-1.07416
P47155,0.294904,-0.771275
P32387,0.172486,-0.582534
P35196,0.0659801,-0.789265
Q03175,0.348819,-0.557981
P22803,-0.0514045,-0.928468
P17695,0.310369,-0.825733
Q3E7X9,0.0762642,-0.71129
P0C0X0,0.0327063,-0.844571
P40469,-0.0181645,-0.761364
P40825,0.177845,-0.592292
P47037,0.627448,-2.42836
P14843,0.300598,-0.926973
P32449,0.297909,-0.840006
Q12675,0.0603563,-0.815286
P32660,0.399139,-0.800561
P36096,0.375419,-0.680588
P53930,0.422907,-1.08094
P25038,0.326587,-0.583032
P33336,0.128119,-0.923261
P23638,0.0419018,-0.786123
Q00955,-0.0310075,-0.398421
P17629,0.155696,-1.11132
P08459,0.222036,-0.416934
Q07794,0.107063,-0.962879
P15380,0.0606958,-0.733357
Q01217,0.268477,-0.602544
P38703,0.179033,-0.852824
P38298,0.273466,-0.797274
Q02831,-0.172369,-0.42953
P32566,0.0627054,-1.25847
P51862,0.497958,-1.2743
P14681,0.300441,-0.324109
P28241,0.0158745,-0.67693
P07274,0.328473,-0.846219
P41697,0.299288,-0.6134
P53962,0.100974,-0.396538
P40161,0.390386,-1.65491
P38750,0.263123,-0.415209
P32833,0.0246484,-1.43022
P32562,0.262689,-0.832939
P38828,0.0679941,-0.472935
P40106,0.146776,-0.720924
P41277,0.112082,-0.792973
P25382,-0.0966161,-0.465202
P38129,0.389892,-0.72382
P53901,0.0761089,-0.435935
Q07533,0.146027,-0.609081
P53858,0.090224,-0.783228
Q06266,0.222843,-0.417023
P35845,-0.0499674,-0.470933
P53220,0.305596,-0.283211
P53314,0.272008,-0.457885
Q01159,0.090779,-0.737003
P06242,-0.0306194,-0.910685
P04050,0.295975,-1.13912
P53631,-0.140341,-0.585283
P53318,-0.0371984,-0.559655
P14682,0.289406,-1.85631
P32790,0.118691,-0.935264
P10962,0.0599963,-0.402844
P41832,0.40683,-1.53576
P22224,0.14179,-1.67224
Q06168,0.279972,-0.386355
Q05924,0.390059,-1.00814
P17255,0.16916,-0.957255
P35193,0.0949697,-0.371182
Q00402,0.209706,-0.95657
P0CX84,0.281369,-0.588346
P0CX85,0.331863,-0.531936
P38360,-0.0834595,-0.498738
P52891,0.0885678,-0.963841
P15703,0.262719,-0.362636
P42939,0.0101295,-0.449985
P54837,0.152854,-0.299991
P32074,0.1819,-0.983879
Q99260,0.585384,-2.011
P34232,-0.0593144,-1.07882
P53900,0.284217,-1.13153
P53378,0.0686851,-0.827177
P28743,0.163134,-0.607762
P21595,0.0303317,-0.481614
P36141,0.120083,-0.440041
P40454,0.243838,-0.682878
P32565,0.0556639,-0.563109
P43568,0.0183768,-0.803243
P29465,0.339058,-1.04614
Q12369,0.319154,-0.656634
P20048,0.0269773,-0.52699
Q12424,-0.00325906,-0.497874
P32486,0.269572,-1.42144
Q12464,0.110536,-0.511748
P36162,0.254117,-0.527356
P53172,-0.109616,-0.386697
P16522,0.227037,-0.863078
P15731,0.213919,-0.774806
Q99359,0.303701,-0.582992
Q12748,0.217173,-0.74201
P53331,0.221817,-0.571069
P38801,0.338698,-1.40209
P53552,0.237752,-0.963524
P50112,0.366644,-0.889662
P12688,0.263939,-0.803149
P18961,0.188085,-0.479906
P53179,0.0139107,-0.767005
P46995,0.351148,-1.16395
Q02772,-0.0399126,-0.702221
P00572,0.161965,-1.10947
P07807,0.175657,-0.515783
Q12250,0.104152,-0.617076
P53011,-0.00952588,-0.413708
P32600,0.289863,-0.435932
P23337,0.215655,-0.614756
P27472,0.368866,-0.765872
P08678,0.0789033,-0.682297
P53201,0.196845,-1.78365
Q08204,0.187742,-0.555506
P38632,0.0274298,-0.887062
Q02724,0.0400214,-0.822208
P54999,0.322236,-0.781632
Q99177,0.322577,-0.70145
Q02260,0.233967,-0.773224
P43606,-0.0425828,-0.697162
P04173,-0.108604,-1.03456
Q12078,-0.00823842,-0.2855
P10961,0.1395,-0.55288
P38174,0.125161,-0.950703
Q01662,0.253314,-0.779702
P32802,-0.173303,-0.44946
P53159,0.0799818,-0.87042
P53267,0.253423,-0.940281
P38590,-0.0514122,-0.442696
Q06162,0.0271624,-0.657728
P24719,0.160418,-0.407468
P06243,-0.0392926,-0.858409
P14291,0.256941,-0.635299
P07250,-0.0886556,-0.44216
Q99380,-0.13288,-0.488248
P22579,0.325308,-1.15477
P42223,-0.0661967,-0.456248
P17260,0.344981,-1.06309
P38359,0.348059,-0.918695
Q12325,0.306098,-0.859375
Q08444,-0.100163,-0.223237
Q12343,0.221958,-0.376819
Q07978,-0.0374802,-0.378567
Q03290,-0.0784192,-0.716505
P25808,0.144794,-0.478405
P39987,-0.146279,-0.369155
P09959,0.0232669,-1.04375
P53920,0.137073,-0.337356
P26786,0.394012,-0.534827
P40541,0.307866,-0.311868
Q03630,0.00258783,-0.695871
P13365,0.137071,-0.813262
P20438,0.123121,-0.990756
P25293,0.304742,-0.384334
P52910,0.0933113,-1.02124
P50875,0.362404,-0.905412
P38811,0.12758,-1.15975
Q05543,-0.0915377,-0.65609
P33339,0.31985,-0.774435
P46678,0.391256,-0.697363
P39543,0.296218,-0.42066
P07271,0.0848956,-1.21926
P20049,-0.0533983,-0.525781
P50106,-0.059259,-0.814717
Q12091,-0.0995197,-0.463253
P10614,0.274919,-1.75232
P46676,0.0510616,-0.815179
P13712,0.192857,-0.476894
P39743,0.14625,-1.3807
P13382,-0.0259103,-0.537597
P38251,-0.0117382,-1.23277
P47027,0.257365,-0.97285
P53035,-0.0899668,-0.376759
P38633,0.375084,-0.744557
P06777,0.320894,-0.946362
Q12754,0.0249074,-0.343784
P43588,-0.0620801,-0.775936
P47976,-0.0314678,-0.147449
P54858,0.233981,-0.291001
P54003,-0.153027,-0.361693
P38759,-0.0450591,-0.561263
Q07807,0.285742,-0.598334
P35180,0.066086,-0.942326
P31787,0.222458,-0.550475
P53730,0.201196,-0.49175
P32361,0.436625,-1.59556
P53938,0.305514,-0.489018
Q99332,0.0699824,-0.936835
P39734,-0.0313738,-0.827467
Q04226,0.104111,-0.614464
Q02554,0.0371721,-0.536341
Q02203,0.0675385,-0.479413
Q06098,0.242917,-0.409818
P25298,0.393685,-1.24194
Q06673,-0.075758,-0.569741
P53197,0.227484,-0.901426
P23748,0.411723,-0.805444
P38823,0.203459,-0.528609
Q03465,0.435724,-1.48504
P53064,0.0835061,-1.03272
P12612,0.0621195,-1.38722
P22136,0.365188,-0.91583
P38869,0.312552,-0.871271
P40468,0.296393,-0.434357
P53894,0.21789,-0.924143
P05150,0.0233351,-0.872232
P53290,0.121222,-1.16172
P07253,0.0277051,-0.531882
Q12096,0.0404683,-0.445804
P07834,0.274976,-0.643037
P36156,-0.0817019,-0.47718
Q12283,-0.0337412,-0.348497
P07245,0.101192,-0.919942
P37291,-0.0574865,-1.0038
P33330,-0.0144035,-0.888809
P53860,-0.134833,-0.400723
Q04307,0.0356706,-0.583494
P43615,0.200424,-0.44225
Q03652,0.139469,-0.455526
P41939,0.0700599,-0.744608
P53982,-0.0501331,-0.831792
P32841,-0.0235664,-0.48082
P49166,0.19459,-0.689754
P14741,-0.0571434,-0.761273
Q01649,-0.0148047,-1.01957
P54070,-0.123118,-0.464403
P32473,0.102893,-0.582222
O13585,0.11308,-0.449208
P16521,-0.115112,-0.486644
P32381,0.437492,-1.4728
Q01389,0.216789,-1.11263
P07991,0.195393,-0.678066
P43573,0.0930253,-0.787457
P18888,0.288391,-0.573635
P51534,-0.0282971,-0.755051
Q06505,0.0375518,-0.48162
P32480,-0.0203437,-0.744055
P28000,0.031717,-0.347365
Q12099,0.151551,-0.550846
Q01454,0.021733,-1.35085
P45820,-0.149909,-0.701429
P25573,0.0929234,-0.890669
Q04472,-0.00101725,-0.924539
P43621,0.0511562,-0.566998
P33891,0.182348,-0.842006
P41811,0.192755,-0.774095
P29366,0.388062,-0.785202
P32785,0.386353,-0.761157
Q12089,0.42647,-1.00714
Q06340,0.445229,-1.13775
Q04149,-0.115432,-0.793692
Q05635,0.0161454,-0.713461
P06102,0.0261274,-0.892623
P33201,0.077975,-0.502152
P69771,0.0823799,-0.708675
Q12015,0.205562,-0.465508
P25604,0.178682,-0.882702
Q12315,0.277207,-0.817697
Q02630,0.431395,-1.04344
P38709,0.201714,-0.691537
P08431,-0.084162,-0.663372
P28272,0.28717,-0.611515
Q06143,0.36098,-0.861526
P48570,0.303847,-0.953414
P38236,-0.0312946,-0.749402
Q02196,0.311817,-0.347718
P53954,-0.094891,-0.756533
P38179,0.409535,-0.79813
P38241,0.0457186,-0.571723
Q02775,-0.0470859,-0.767073
P25441,0.0831246,-0.365149
P25037,-0.171761,-0.500441
P38198,0.0579196,-1.17339
P38265,0.227056,-0.622108
P53725,0.270041,-0.445394
Q12149,0.0935987,-1.12454
Q01560,0.0597589,-1.04009
P38352,0.284136,-0.279074
Q04629,0.348681,-1.01583
P38147,0.25802,-0.529512
P32345,-0.0162727,-1.06751
P53840,0.229919,-1.00994
P50896,-0.107775,-0.594376
P47019,0.0110982,-0.540522
P47128,0.153623,-0.401161
P08539,-0.0212855,-0.67196
Q00578,-0.0629152,-0.737766
P53955,-0.0260334,-0.755804
P40485,0.141002,-0.847136
P38994,0.478688,-1.28429
Q99186,0.0282898,-0.287226
Q08750,0.0935994,-0.403538
Q08119,0.295976,-0.522728
P38736,0.145451,-0.690416
Q04952,0.29091,-0.656122
P17157,0.557826,-1.58298
P52553,0.18099,-1.20915
P47164,0.0698004,-0.528988
P53187,0.02074,-0.550564
P39980,0.150723,-0.508552
Q08110,-0.118808,-0.488527
P26449,0.117389,-1.49912
Q06685,0.143393,-0.471509
P53317,-0.136571,-0.378554
P32494,0.284926,-0.605957
P38806,0.0335816,-1.56105
P17890,0.10533,-0.514632
P39077,0.10979,-0.741273
Q06179,-0.0534652,-0.437852
P35844,0.362498,-1.20282
Q02908,0.0321067,-1.0128
Q07845,-0.167465,-0.374473
Q12114,0.297334,-0.835481
P38626,0.328761,-0.588479
P38150,0.217237,-0.273426
P43634,-0.0350727,-0.419725
P53129,0.270798,-0.606999
P38699,0.134056,-0.654296
P26448,0.356152,-0.708689
P11709,-0.0448394,-1.08385
P09733,0.106841,-0.634064
Q04533,-0.0288758,-0.409825
P47022,0.0445626,-0.526976
P39928,0.319817,-0.743641
P40073,0.124879,-0.988359
P13574,0.242734,-0.604846
Q03525,-0.0155512,-0.208279
P40005,0.27854,-1.09494
Q01329,-0.0360648,-0.43994
P38786,0.0468735,-0.412993
P48527,0.240405,-0.598508
P0CX43,-0.0709796,-0.75931
P0CX44,0.281926,-0.764622
P36148,0.0494883,-0.816774
P32784,0.146006,-0.745116
P49435,0.309379,-0.711532
Q05911,0.224338,-0.636027
P32829,0.0747266,-2.01175
P43617,0.209908,-0.303873
P08004,0.187769,-1.63953
P33760,-0.0854844,-0.613165
P07342,-0.143337,-0.600334
P47176,0.114445,-1.22145
P09368,0.376223,-0.663322
P14922,0.132355,-0.363522
P47142,0.0593576,-0.896888
P39702,0.347717,-0.587
P22147,0.194656,-1.11569
Q99189,-0.080337,-0.755331
Q03656,0.199401,-0.799311
P39102,0.123866,-0.279841
P16451,-0.0668435,-0.493533
P21825,0.173665,-0.466172
P37298,-0.00376259,-0.261218
P32803,0.103455,-0.640174
P53628,-0.119419,-0.504772
P35177,0.230304,-0.869443
P53063,0.328547,-0.662878
Q02792,0.0883473,-0.379664
P38333,0.207091,-0.346736
P49955,0.0552143,-0.469627
P32944,-0.048135,-0.770036
P53131,0.0782756,-0.648957
P33338,0.471955,-1.19517
P47061,-0.0441046,-0.67903
P48565,0.210974,-0.633392
P06844,0.271925,-1.01495
P40456,0.140164,-0.52685
Q12692,0.258088,-1.25843
P38781,0.0430271,-0.564165
Q06639,0.363067,-0.7183
P47084,-0.0351958,-0.362437
P40544,0.331071,-0.783774
P53165,-0.0486228,-0.638258
Q06337,0.464337,-1.16927
P31539,-0.0800354,-0.433305
Q05080,0.0553066,-1.11617
P53890,0.305241,-0.668856
Q06217,0.104968,-0.860426
P15365,-0.0276774,-0.885346
P32901,0.12554,-0.839851
P20134,0.333413,-0.434741
P32477,0.232774,-0.824299
P22211,-0.00133336,-0.556557
P38247,0.0842455,-0.867377
P34252,-0.164119,-0.551511
P24276,0.0250474,-0.878508
P24867,0.269929,-0.507866
P53108,0.059137,-0.425101
P54885,-0.00699596,-0.988635
P47158,-0.0126167,-0.454369
Q05471,0.330625,-0.961476
P36126,-0.0136485,-0.775228
P37297,0.415511,-1.21402
P32479,0.384016,-0.746739
P25644,0.162665,-0.766284
P39940,-0.0687952,-0.668461
P25694,0.338213,-0.872073
P54730,0.0682856,-0.500772
Q12263,0.101452,-0.899893
P34244,0.261998,-0.738975
P49956,0.178876,-1.10436
Q12393,-0.126961,-0.442577
P49957,-0.0558874,-0.466758
P46673,0.130838,-0.623104
Q12119,0.134861,-0.244684
P0CX35,0.319164,-0.634914
Q12018,0.169845,-0.982657
P40003,0.0360836,-0.501243
P39714,0.0744541,-0.740681
Q05549,0.168224,-0.5085
P33310,0.0534964,-0.293596
P36160,0.202913,-0.398664
P38334,0.235217,-0.54919
P52868,0.0232662,-0.705811
P32607,0.11464,-0.538951
P53115,0.333486,-0.689202
P38426,0.37667,-0.661191
P38427,0.0301539,-0.74616
P0CX83,0.0145379,-0.718547
P48363,0.489828,-1.5046
P06182,0.350942,-0.745839
P27882,0.233545,-0.847895
P21623,-0.102939,-0.393904
P22035,-0.0725105,-0.3503
Q12163,0.158466,-1.26099
P39522,0.102357,-0.660189
P16603,0.101298,-0.932196
Q04712,-0.0263859,-0.595975
P53038,-0.0355595,-0.54418
P50084,0.0541845,-0.478868
Q3E757,0.251069,-0.794499
P40040,0.0681742,-0.449005
Q07478,0.120072,-1.04401
P12683,0.0236226,-0.80864
P12684,-0.0733247,-0.940884
P53082,0.0049474,-0.429608
Q03144,0.238988,-0.497254
P19736,0.271348,-0.927203
P39101,0.176074,-0.339928
P32623,0.245106,-0.344448
P53950,0.199499,-0.568684
P47104,0.0909179,-0.45912
P22149,0.308007,-1.17581
P38302,0.224718,-0.708351
P28004,0.45118,-0.932795
Q12309,0.125105,-0.643221
P32860,-0.0586582,-0.740303
Q05931,0.416194,-1.0376
Q12311,0.191477,-0.488126
Q12749,0.153922,-0.82852
Q12527,0.224499,-0.386538
P32939,-0.130387,-0.524444
P39525,0.103376,-0.330642
Q12033,-0.0358928,-0.669244
Q06096,0.047676,-0.459571
P06101,0.255264,-0.810194
P27636,0.181182,-0.885165
Q12310,-0.073685,-0.502266
Q05899,0.291215,-0.319187
P40959,0.202686,-0.47719
P32842,0.221116,-0.764888
P32578,0.137321,-0.292338
P16622,-0.0829908,-0.423178
P34087,0.0820316,-0.482436
P38274,-0.0127593,-0.800342
P40525,-0.0808022,-0.735699
P42883,0.114067,-0.48286
P53312,0.109819,-0.66815
P0CX47,0.262615,-0.81429
P0CX48,0.196512,-0.812724
Q06142,0.133963,-0.647021
P11745,-0.0781515,-0.988873
P20676,0.05559,-0.969862
P38835,0.194377,-0.292378
P27895,0.16977,-1.30584
P38768,0.310273,-0.650496
P46973,0.0383202,-0.695834
P53163,0.0927488,-0.548291
P53254,-0.103752,-0.459457
P25270,0.00372827,-0.43337
P35182,0.0135998,-0.933438
P38889,0.10525,-0.816384
P18562,-0.0735061,-0.788724
P03962,0.0274537,-1.03978
P10963,-0.067434,-0.649107
P48582,0.310019,-0.821144
P28834,0.277517,-0.768854
P53178,0.0503084,-0.501053
P32447,0.304857,-1.00546
Q00582,0.348694,-0.605009
Q04183,0.0223295,-0.523895
P12754,0.232707,-0.563898
P38180,0.0869738,-0.506646
P39923,0.313625,-0.568739
P02557,-0.0634374,-0.970993
P36039,0.30296,-0.242205
P40013,0.329605,-1.32302
P38283,0.300682,-0.500263
P02407,0.138252,-0.666325
Q03921,-0.0346225,-0.625942
P22936,-0.0428341,-1.05402
P15019,-0.00509723,-0.843682
P28777,0.318705,-0.45112
P53228,-0.0713331,-0.977554
Q00055,-0.058351,-0.676756
P53051,0.0888984,-0.416256
P38841,0.139861,-0.196274
P53050,0.0265939,-0.404075
P53722,0.325852,-0.559709
P40961,0.487881,-1.3089
P38812,0.181531,-0.378318
P40504,-0.0538963,-0.443589
Q05776,0.0989157,-0.685602
P38971,0.127557,-1.22793
P04076,0.329648,-0.722764
P32464,0.118008,-0.580722
Q00764,0.28886,-0.772873
Q12083,0.102811,-0.730514
P14242,0.043522,-0.745098
P38200,0.159993,-0.472115
P53937,-0.0307203,-0.310041
P32563,0.285846,-0.656572
P37296,-0.100985,-0.600057
P25300,0.0271838,-0.549734
Q06648,0.37786,-0.740849
P38785,0.251386,-0.604216
Q12300,-0.0580192,-0.393561
P24280,0.0116957,-1.31837
P47008,-0.0788633,-0.57952
P36022,0.23669,-1.02213
P33750,0.228797,-0.315065
Q04779,0.0350529,-0.457208
P38074,0.0955618,-0.363124
P34160,0.488111,-0.997484
Q03375,0.301204,-1.31658
Q08749,0.374318,-1.01588
P47045,-0.0171793,-0.702524
P47171,0.113567,-0.496408
P52920,-0.101213,-0.507537
P40558,-0.0873334,-0.751195
P23503,0.321996,-0.534785
P08525,0.325932,-0.421392
P39005,0.073728,-1.24538
P53974,0.158376,-0.678571
P47167,0.0484133,-0.850568
P10659,0.370399,-0.749205
P38316,-0.077661,-0.365792
P36122,-0.116786,-0.450676
P36517,0.297512,-0.626498
Q06623,0.341734,-1.59802
P28795,0.0433998,-0.467577
P39683,0.454074,-1.21142
Q08967,-0.121593,-0.627714
P39719,0.0624843,-0.828296
Q12272,-0.074109,-0.336998
P22336,-0.0363465,-0.959869
P40215,0.106311,-0.819891
P32340,0.354162,-0.998775
P40540,0.115226,-0.503234
P22137,-0.0339642,-0.830943
P32873,0.19832,-0.429863
P41913,-0.090012,-0.651167
Q12158,0.364019,-0.728968
Q12385,0.1985,-0.433459
P39001,0.203917,-0.748119
Q12072,0.0474603,-0.495545
P34218,0.125177,-0.752232
P38623,0.345395,-0.241242
P40327,-0.0443018,-0.381785
P23542,0.204505,-0.554859
Q06488,0.159301,-0.999096
Q12445,0.253348,-0.798039
P38181,-0.0093367,-0.842402
P12866,0.277214,-0.492727
P41546,-0.116595,-0.678493
P39986,0.340152,-0.797533
Q6WNK7,-0.00995115,-0.70851
P47017,0.255405,-0.805691
Q02457,0.294572,-0.483256
P53905,0.341703,-0.74803
P50110,0.361317,-0.952743
P16120,0.0366213,-1.03183
P00958,0.33815,-0.619916
P46672,-0.0107361,-1.12496
P33418,0.412414,-0.915367
P38211,0.0171667,-0.423532
P07560,0.17739,-0.969477
P38820,-0.13601,-0.552238
P40056,0.318384,-1.31746
P38328,0.384092,-0.925814
P14747,-0.113453,-0.480065
P38631,0.146056,-1.67825
Q12102,0.0299978,-0.746506
Q08962,0.174529,-1.00713
P53128,0.107141,-0.545168
P50275,0.0401794,-1.02109
Q03697,0.186612,-0.401
P26785,-0.0278028,-0.579638
P40567,-0.092771,-0.976157
P39535,0.0962343,-0.753104
P25297,0.261229,-0.938795
P39991,0.247427,-0.24803
Q12518,0.117728,-0.815451
P20795,0.171056,-0.698467
P32380,0.264732,-0.841729
P53244,-0.0641021,-0.466423
P53755,0.107965,-0.440197
P38991,0.278572,-0.993274
P39104,0.0432381,-1.34442
P40357,0.3119,-0.890115
P89102,0.051045,-0.628034
P10870,0.0858188,-0.428179
P24814,0.242809,-0.975668
P41806,-0.056741,-0.403732
P07703,0.302278,-0.315334
P53629,0.217312,-0.793697
P53062,0.443438,-1.13557
P32352,-0.0637439,-1.05068
P17065,0.0755489,-0.983151
P07273,0.321976,-1.04468
P13393,0.140599,-0.854919
P32558,-0.0451613,-0.918882
Q3E7B9,-0.0794818,-0.459439
P17106,0.0404237,-0.679946
P0CT04,0.0391824,-0.476311
P32797,0.556121,-1.51025
P53188,0.230997,-0.589429
P53251,0.339578,-0.767842
Q99257,0.263964,-1.26594
P25627,0.15091,-0.705115
Q04049,0.0610572,-0.59517
P20052,-0.10226,-0.609464
P41807,-0.0596083,-0.502514
P40453,-0.105424,-0.32046
Q01684,0.355264,-0.397133
P00045,-0.00575953,-0.466551
P32801,0.179268,-0.982552
P39726,0.21323,-0.662657
P33300,-0.00570059,-1.21806
Q05515,-0.0812065,-0.830865
P38992,0.117951,-0.852569
P48566,0.067515,-0.536545
Q12317,0.0595435,-0.638828
P47085,0.0993222,-0.321558
P32383,0.411347,-0.842934
P03965,0.151541,-0.764741
P39979,0.108241,-0.439643
P40356,0.110961,-0.810837
P09547,0.112862,-0.800342
P32657,0.000125275,-0.832299
Q07457,0.299112,-1.08587
P53851,0.097279,-0.32261
P34758,0.243369,-0.690833
P32521,0.0332665,-0.996837
P00546,0.26909,-1.0408
P43587,-0.191304,-0.438991
P40534,0.0365182,-0.548449
P00445,-0.0402527,-1.03325
P32561,0.171125,-1.5228
P48524,0.210576,-0.409937
P06704,-0.131703,-0.632234
P47069,0.263547,-1.08981
P47108,0.0933861,-0.805633
P53743,0.312158,-0.390891
