gene,dim1,dim2
P32628,-0.0443243,0.492652
P38911,-0.146187,0.144141
P38823,0.137865,0.387746
P40985,-0.24239,0.149026
P53740,-0.00710216,0.0103186
P38874,-0.244621,0.167361
P07347,-0.0195296,0.145662
Q03361,-0.00185002,0.228703
Q06488,-0.0346764,0.137464
P39678,0.0288172,0.265711
Q06208,-0.0983267,0.310231
Q04868,-0.0996413,0.174089
P38915,-0.110535,0.478672
P04386,0.00608223,0.209781
P53152,-0.0178763,0.0842045
P38144,-0.238919,0.605658
P38293,0.065895,0.407889
P36022,0.099444,0.255943
P40352,0.160824,0.448001
Q04231,0.109628,0.260729
P53397,-0.0875957,0.392536
Q08214,-0.0977089,0.326131
Q08749,-0.0396948,0.371327
P07866,0.244731,0.0510061
P40547,0.197754,0.127256
P33301,-0.199149,0.235357
P31115,-0.200885,0.44133
P26449,0.0974362,0.512204
P53129,-0.0201427,0.386482
P46988,-0.0677664,0.212388
P38741,0.140075,0.251952
P25555,-0.0876192,0.279092
P53299,0.149024,0.466421
P53114,-0.144642,0.128039
P53252,-0.188284,0.300374
O94742,-0.174714,0.341377
P38344,0.135983,0.314422
P39967,0.112086,0.0855756
P46947,-0.0498187,0.491293
P47006,-0.0360671,0.413822
Q12340,0.0338292,0.261017
Q06834,0.0351762,0.188995
Q06340,0.0499278,0.466173
Q12449,-0.0319711,0.239087
P15731,-0.0903413,0.300607
Q12060,0.12773,0.0681852
P35210,-0.0249798,0.506724
P38335,-0.000145978,0.403901
P17255,0.237114,0.205996
P25554,-0.0538071,0.14431
Q03435,0.144171,0.56034
P17214,-0.0189422,0.349439
Q12072,0.107313,0.419151
P38236,-0.0701072,0.0788341
P12753,0.132509,0.580198
P52891,-0.0536206,0.253347
P40535,0.147428,0.0508608
Q07457,-0.142863,0.405081
P38222,0.220138,0.0865522
P38849,-0.232097,0.107482
P47128,-0.0846447,0.500975
P61830,-0.113106,0.355737
P39937,-0.10866,0.352742
Q04089,-0.0340452,0.336022
Q03010,0.144192,0.353783
P89105,0.0255157,0.00321304
P33308,0.236518,0.00628499
P40015,-0.0279798,0.49481
P40469,-0.136944,0.370393
P38262,0.171667,0.677269
P32943,-0.0765707,0.248287
P38768,-0.0216188,0.267592
Q03323,0.102895,0.256668
P14291,-0.00883178,0.576497
P32641,0.101704,0.0504838
P32479,0.177478,0.278132
Q12188,0.11838,0.147658
P39009,0.0845667,0.261463
P13902,-0.23804,0.383189
P38696,0.106373,0.402629
P10659,0.0446205,0.340541
Q12434,0.0716294,0.264062
P47074,0.240938,0.335027
P27344,0.0368267,0.486959
P50101,0.0743813,0.0492583
Q04003,-0.0989453,0.519863
P43639,0.145893,0.230936
P21651,0.0128988,0.170863
P25343,-0.233107,0.352916
P32345,-0.00954647,0.463741
P38086,0.233047,0.318202
P32526,-0.0445116,0.218639
P48361,-0.0569204,0.528298
P43596,-0.207121,0.439567
P38197,-0.200366,0.0748569
P39720,-0.0961416,0.0744789
P38850,0.194486,0.539739
P50896,-0.123067,0.412729
Q04195,0.176562,0.0742211
P14724,0.104165,0.29335
P28519,0.218122,0.447675
Q03465,0.245182,0.23711
Q6WNK7,0.137731,0.391719
P46670,0.185853,0.399148
Q03433,0.0264049,0.498013
P32453,-0.15214,0.143201
P32607,-0.149716,0.184746
P47110,0.0511448,0.537712
P34218,0.0162242,0.414412
P48562,0.0918347,0.410408
P41695,0.132217,0.312949
Q07655,-0.10611,0.453313
P53165,0.118016,0.467606
P38319,0.0817241,0.644453
P40202,-0.0570752,0.479822
Q03208,-0.106767,0.1843
P16664,-0.120536,0.411112
Q12241,-0.0855703,0.268188
P43535,-0.239715,0.182587
P14284,0.104344,0.403677
Q03012,0.0914402,0.617033
P26784,0.133079,0.13836
P32583,-0.0590018,0.42795
P14832,0.166178,0.369569
P17423,0.23355,0.111933
P31380,-0.182917,0.484313
P34756,-0.232495,0.222081
P53911,0.165779,0.0837394
P38920,0.0471507,0.329137
P53688,0.0894751,0.49388
P40850,-0.0460898,0.187759
P54781,-0.208867,0.415963
P47171,0.20996,0.744651
P36123,0.147574,0.40316
P08566,0.123554,0.118327
P32841,-0.236925,0.169712
P21691,-0.0959259,0.309578
P06844,-0.146632,0.194318
Q12504,-0.0492126,0.293782
P36103,-0.0192803,0.0645486
P20433,0.181254,0.146053
P25336,-0.125222,0.0853876
P42935,0.0304667,0.429516
P51979,0.167497,0.172827
Q04779,-0.205275,0.535841
P43132,0.136941,0.167321
Q05934,0.159668,0.342573
Q03707,-0.0537857,0.356396
P04911,-0.215429,0.315696
P53125,0.0460007,0.686715
Q12175,-0.0254302,0.439044
P38429,0.0459657,0.508588
P12904,-0.095595,0.253282
P30620,0.0766737,0.413615
P06779,-0.206402,0.108969
P05066,-0.00790992,0.325214
P33399,0.219953,0.141537
P53086,-0.00637145,0.0891711
P41813,-0.119403,0.0177093
P47089,-0.231166,0.123018
P38956,0.148107,0.133431
Q02959,-0.105749,0.24414
P21965,-0.0212723,0.386908
P36053,0.232947,0.157243
P40553,0.0750103,0.245105
P50275,0.0751691,0.273751
P54860,-0.249134,0.408906
P15790,-0.0569754,0.453739
Q06406,0.154153,0.39485
P25567,0.136803,0.255922
P53866,-0.161914,0.143533
P38890,0.0179472,0.46777
P39946,0.151573,0.123321
P10870,-0.246992,0.436895
P27895,-0.0698324,0.521798
P25087,0.0617853,0.378479
Q02721,-0.187035,0.294349
P38931,0.00107385,0.458673
P25847,0.096156,0.449487
Q12345,-0.056002,0.405166
P21672,0.0134994,0.188115
Q04501,-0.050263,0.179676
P40023,-0.084674,0.0982068
P23595,-0.087558,0.449616
Q08231,0.0809785,0.288352
P26448,0.119661,0.267425
Q03214,0.122261,0.0496759
P48510,-0.0289062,0.424482
P53063,-0.146274,0.104723
P34760,-0.246572,0.408925
P35192,-0.0291846,0.114821
P40060,0.187201,0.40488
P43579,-0.178596,0.365045
P33296,-0.0255657,0.183329
P38337,0.139367,0.309146
P23179,-0.0644662,0.17803
P25454,-0.215988,0.606311
P02294,-0.23718,0.298353
P39702,0.00363415,0.511967
Q02732,-0.205941,0.110567
P14736,-0.214415,0.434986
P40960,0.0603837,0.455137
P48581,0.00874677,0.266085
P48606,0.0934963,0.149873
P47103,-0.244732,0.417045
P09734,-0.0452129,0.0259831
P18412,0.0578248,0.0252642
P53685,0.201896,0.428752
P46984,-0.117602,0.42294
Q02208,-0.16599,0.454221
P02309,0.112837,0.321485
Q05635,0.231859,0.235733
P38348,-0.0150599,0.345802
Q12070,0.172045,0.0374985
P40013,-0.00826999,0.450111
Q02685,0.112078,0.37075
P32657,-0.192783,0.545539
P25046,0.0418169,0.0521934
P54786,-0.174263,0.0735257
P25453,0.206259,0.281077
P40019,-0.137868,0.27252
P0CG63,-0.00248674,0.135181
P53196,-0.159585,0.221243
P25615,0.156172,0.0996386
Q12149,0.0970316,0.610429
P22134,0.236825,0.364786
Q06205,0.114815,0.30687
Q03769,0.0122906,0.128573
P38737,-0.185746,0.0527836
P11709,0.254301,0.439924
P22936,-0.226319,0.0984004
P47156,0.128453,0.266094
P40161,0.0403266,0.433402
Q12050,0.0722979,0.258544
Q99314,-0.11657,0.650148
P52553,-0.147102,0.212512
P00927,-0.0700112,0.386583
P38165,0.0644617,0.123935
P25364,-0.0871909,0.252998
P47821,-0.221284,0.253467
P49956,-0.205267,0.304504
Q12020,-0.236738,0.41357
P15732,0.188431,0.596516
P40032,0.154185,0.59428
P36024,-0.167535,0.262877
P38265,0.242492,0.0972491
P52918,-0.151083,0.197904
P50111,0.0432659,0.0060847
Q03713,-0.154812,0.161321
Q07362,0.0487631,0.234215
P53853,-0.168132,0.46619
Q03388,-0.223208,0.129578
P47161,0.0553495,0.348116
P01120,0.00780917,0.269014
P47132,-0.0954351,0.386538
Q04116,0.0653174,0.197408
P48561,0.0353227,0.386606
Q05809,-0.128973,0.395478
Q01649,-0.140142,0.577543
P53851,0.000582565,0.502004
P34162,-0.034133,0.237956
P39718,0.189118,0.350795
P34243,-0.18892,0.36363
P25651,-0.226051,0.0307136
P20437,0.190745,0.345748
P20050,0.0704794,0.290278
P31378,0.0935098,-0.00748587
P36161,0.223061,0.0513361
P32828,-0.120474,0.206003
Q03796,0.185088,0.346987
Q06665,0.183352,0.113966
Q99260,0.0257178,0.440367
P24870,-0.0853466,0.467728
Q03071,-0.0290201,-0.0428351
Q12420,0.141403,0.124456
P38324,-0.242403,0.487991
P10862,0.157429,0.357306
Q12377,-0.0900779,0.464636
P13712,0.0451204,0.438112
Q08949,-0.0960549,0.225942
Q07442,-0.020651,0.19258
P22147,-0.231925,0.385031
Q06164,0.144596,0.184056
P38110,0.169518,0.281531
Q03758,-0.0445561,0.248229
P06782,-0.085362,0.237929
P53192,0.035866,0.38502
P25342,0.233633,0.143054
P53061,0.00648091,0.0747611
P20052,0.0559926,0.025214
P89886,-0.22102,0.201084
P32608,-0.00449291,0.190968
P32472,-0.141911,0.363201
P40987,0.231715,0.625001
P52491,0.107503,0.219172
P38074,-0.157234,0.228621
P40154,0.167777,0.229984
Q12508,0.0185613,0.349273
P39962,-0.042795,0.482784
P32605,-0.194648,0.172337
P48363,-0.0733957,0.284359
P23293,0.0585249,0.239664
P38930,-0.194697,0.247189
P22579,-0.116275,0.205184
P54000,-0.226255,0.194628
Q03919,0.228157,0.0350112
P25301,0.032082,0.306895
P18899,-0.0636897,0.0846215
P43610,0.126092,0.27476
Q12432,0.074389,0.289373
Q12098,0.212107,0.449209
P40480,0.143643,0.245369
P32565,0.207462,0.231595
P40214,0.232454,0.487579
P39984,-0.00737371,0.365183
Q04632,0.151578,0.405767
P35127,-0.0825601,0.414259
P36157,-0.233838,0.225872
P33754,0.00927798,0.190608
P04912,0.196281,0.342433
Q07623,-0.199464,0.46631
Q12386,0.0652051,0.413625
Q12748,-0.174637,0.219816
P53102,0.109863,0.0259559
P39735,0.0530827,0.331165
P25588,-0.0341686,0.279135
P13134,-0.0321871,0.0249342
P36026,0.187914,0.304417
P31376,0.10166,0.138576
P46946,0.202543,0.175978
P17883,0.0425021,0.433869
P13298,0.122711,0.402262
P34909,-0.0795784,0.333118
P35187,-0.145588,0.478191
P32368,0.163527,0.444086
Q00402,-0.0578334,0.118862
P43583,0.231575,0.157339
P16892,0.0655562,0.488981
P08153,-0.224675,0.317371
P21657,-0.0887115,0.303558
Q12262,-0.0641678,0.403908
P53076,-0.122139,0.371272
P46985,-0.126379,0.274583
P40395,-0.155987,0.358949
Q12366,0.00951676,0.191297
Q12692,-0.0840317,0.231272
P52492,-0.15414,0.136314
P22470,0.0473454,0.452506
P53930,0.0608216,0.00546313
P40056,-0.222066,0.546742
P50106,-0.151518,0.287984
Q03104,-0.0354404,0.125082
Q02574,-0.22787,0.0841742
Q12093,-0.174287,0.131308
P40505,-0.015174,0.350319
P25357,0.0626464,0.340951
P38123,-0.0183945,0.0840196
Q12307,0.0402212,0.33867
P32494,-0.192489,0.163726
P39875,-0.117763,0.223778
Q04049,-0.00519921,0.294223
P36037,0.012364,0.114061
P32432,0.139653,0.351345
P40063,0.196531,0.156502
P33330,0.179842,0.180714
P43612,-0.1169,0.359355
P53236,-0.106436,0.186432
Q04213,0.216643,0.276984
Q06554,-0.0129395,0.316738
P13365,0.0780201,0.418741
P38147,0.18964,0.362202
P38439,-0.0468444,0.315941
Q12191,0.214456,0.372822
P32561,-0.22078,0.174275
Q02908,-0.118999,0.489997
P32787,0.129722,0.279287
Q04739,0.0313645,0.0497313
Q9URQ5,-0.0425844,0.188164
P40965,0.092727,0.213296
P39727,0.158756,-0.0700219
P48524,-0.00356001,0.130448
P39960,0.146963,0.142488
Q04603,0.0686078,0.297844
P38927,0.158596,0.0895284
Q07622,-0.114276,0.23587
P53905,0.126591,0.0318195
Q12379,0.148405,0.124344
P46987,-0.0500991,0.517215
Q03862,-0.0259569,0.204377
P32914,0.236741,0.206162
P25648,0.167112,0.176821
P42941,-0.168604,0.49041
P39986,-0.192339,0.293246
P06104,-0.104974,0.133494
P39944,0.106613,0.419442
Q08921,0.0901222,0.210046
P05375,0.0722838,0.318696
P36124,0.109295,0.505643
Q12045,-0.0911062,0.261505
P33300,0.176938,0.462488
