gene,dim1,dim2
O94718,-0.183479,0.675996
P78972,0.134431,0.585721
P26309,-0.0918933,0.557998
P22224,-0.263215,0.498817
O75006,0.0945247,0.582229
Q08951,0.046022,0.562354
Q9UTL8,-0.0629784,0.539597
Q9USP8,-0.0853222,0.528393
P28241,0.0600696,0.569599
Q09683,0.0803179,0.566817
P32829,-0.167578,0.514398
Q9USZ2,-0.325251,0.473238
Q99189,-0.253875,0.49647
P38286,-0.170007,0.506348
Q10245,-0.0740144,0.531554
P34243,-0.186317,0.538662
O94247,-0.362508,0.519521
P36607,0.0829579,0.571047
P32849,-0.00513644,0.554563
O43073,-0.0554713,0.537887
Q12016,-0.346086,0.539659
P24784,-0.040415,0.537228
O13370,-0.27668,0.496086
P21951,-0.0782293,0.531242
P87154,-0.21523,0.502131
Q09860,-0.107505,0.572241
P53852,-0.374986,0.487346
O59680,-0.227451,0.495996
P07143,-0.292986,0.485636
O94567,-0.0902818,0.52982
P38707,-0.212204,0.545159
P04802,-0.0166342,0.540691
O74407,0.0364189,0.558558
O74995,-0.238337,0.558008
Q04673,-0.31724,0.530596
P32807,-0.251986,0.497029
O94395,-0.0226775,0.56223
P46151,-0.155853,0.514335
O74927,0.087468,0.609121
P33298,-0.110003,0.524209
O74894,-0.0978745,0.546237
Q03730,-0.00286749,0.556132
O94654,0.128193,0.585936
P47117,-0.0779553,0.528529
P32390,-0.227983,0.516357
P18869,0.0800252,0.571428
P04173,0.0880184,0.583476
P0C0V8,0.0732143,0.572043
P05764,-0.15384,0.526508
O94715,-0.334694,0.469833
Q01855,0.0142889,0.558571
O74940,-0.147227,0.559954
P38795,-0.109082,0.535751
O59809,0.122721,0.58047
P46970,-0.082073,0.553997
O42700,-0.222421,0.530424
P15019,-0.174614,0.524192
P32906,-0.100059,0.533468
Q9P7C3,-0.105059,0.52661
O13971,-0.0460038,0.538433
Q06132,0.165126,0.599487
Q9USZ8,0.00803806,0.5541
P40515,-0.291645,0.508956
P00549,-0.043917,0.575032
Q10208,-0.32393,0.481715
P80210,-0.180331,0.508023
Q02787,-0.109335,0.529732
Q03497,-0.335358,0.481787
P50527,-0.308066,0.481489
P20457,-0.0666289,0.536529
O74761,-0.199077,0.529784
Q9Y7J3,-0.0655135,0.556604
P53934,-0.291697,0.505501
P46943,-0.0462415,0.536084
O13869,0.0681718,0.570125
P38991,0.0854677,0.611233
O59790,-0.0140296,0.566227
Q9US39,0.0914691,0.575562
P38887,-0.220959,0.5012
P16658,0.0141877,0.592656
Q8TFH7,0.010002,0.56046
Q03503,-0.0577143,0.536963
O74311,-0.0390542,0.56236
O94443,-0.246509,0.484925
P53331,-0.102827,0.524721
P20449,-0.309865,0.595415
Q09747,-0.337598,0.485373
O94346,0.0309414,0.551269
Q04728,0.185486,0.594443
P53010,0.0706562,0.586918
Q09798,-0.0378876,0.552916
Q9Y884,-0.16534,0.537217
P32491,-0.147209,0.519852
Q03280,0.12724,0.601282
O13834,-0.323982,0.48685
P35182,0.110149,0.578578
P40371,-0.0655464,0.546748
O94680,-0.121597,0.521832
P40345,0.152885,0.591111
P41805,-0.0928206,0.528438
Q09127,-0.0423695,0.567193
O14235,-0.132342,0.524325
Q06640,-0.0296954,0.544804
O43028,-0.230313,0.551269
P39968,-0.0823221,0.560777
P40487,-0.318516,0.540776
O59713,-0.175658,0.533013
Q9P7X4,0.142333,0.586995
P38288,-0.287107,0.486263
P31688,-0.113583,0.575302
P78875,-0.299886,0.505981
Q10487,0.0758166,0.605338
P38124,-0.158883,0.61382
P39727,-0.0760247,0.59311
Q09895,-0.321165,0.487432
P36594,-0.0332811,0.549777
P04050,-0.149596,0.53049
P40976,-0.206945,0.499366
P07702,-0.160457,0.518407
P19117,-0.185646,0.627285
P00817,0.115305,0.593656
Q09669,-0.328563,0.483948
P10127,-0.34119,0.482681
Q10252,-0.0998517,0.60463
P32378,-0.111846,0.524218
P38797,-0.0309821,0.614976
Q09189,0.0569836,0.57329
Q09850,-0.0956487,0.624328
P53753,-0.172274,0.541755
P36616,0.0808355,0.571976
Q03656,-0.227426,0.518514
O43050,0.148743,0.668597
P53199,-0.333028,0.53559
O74534,-0.0594489,0.664733
P22213,-0.28285,0.561505
Q09869,-0.22856,0.534135
Q05027,0.105764,0.580633
P36600,0.0749043,0.604524
P07278,-0.204825,0.560566
Q99260,0.10096,0.58182
P17608,-0.318515,0.482483
O13936,0.0412867,0.590015
P27692,0.0406295,0.58139
O14035,-0.186125,0.532009
Q04895,-0.201227,0.532815
P87027,0.111873,0.596901
P38987,-0.26392,0.527594
Q9P791,-0.261554,0.523247
Q01976-1,-0.180045,0.523448
P38711,-0.114032,0.599857
O74330,0.0505297,0.568287
P53959,-0.301023,0.533101
O94677,0.0776602,0.580953
O59768,-0.313113,0.562715
Q99385,0.0550665,0.587856
Q12060,0.103669,0.591712
O94301,-0.27673,0.490171
O94383,-0.0464085,0.592441
P32908,-0.221948,0.510304
O59858,0.0422205,0.640328
P40581,0.0432968,0.60803
P00046,-0.282898,0.601448
P00045,-0.134319,0.526378
Q9UT81,-0.00410231,0.634512
P34223,-0.226789,0.511192
P38340,-0.0541113,0.618206
O13748,0.183245,0.624952
P23968,0.0561691,0.62971
O14046,-0.188054,0.50947
Q9UUF1,-0.0304879,0.542492
P34220,0.111509,0.577792
O94590,-0.0372504,0.618488
P30619,-0.223,0.564748
Q10479,-0.0104222,0.575053
P40351,-0.182656,0.504691
Q9US09,0.0793958,0.60821
P47040,0.00433127,0.555646
Q9P7R8,-0.249471,0.561471
P39993,0.0618263,0.568841
P10989,-0.327905,0.577246
P60010,-0.346834,0.476386
P37291,-0.139928,0.563352
O13972,-0.282253,0.500004
P0CX79,-0.190468,0.557304
P87015,-0.188482,0.529966
P30620,-0.295458,0.529771
Q10264,-0.214485,0.51133
Q9UR24,-0.250687,0.504903
P40352,-0.322319,0.493358
P32795,-0.243102,0.572733
O59824,-0.35923,0.469847
Q09741,0.0919594,0.623863
Q12074,-0.235502,0.505725
Q92372,0.0442074,0.615762
P22336,-0.128774,0.54484
Q9P7N4,-0.171773,0.591568
Q9URQ3,-0.29948,0.524694
O74999,-0.305427,0.540269
P06779,-0.00949646,0.583371
O43065,0.130055,0.596524
P32333,-0.248687,0.505693
P04912,-0.0388744,0.592894
P04909,0.0447234,0.574923
Q9USI6,0.0266579,0.588198
P08964,-0.266579,0.497073
O42903,-0.128078,0.571231
Q12234,-0.288626,0.497956
P32899,-0.295476,0.526986
O13835,-0.262534,0.525157
P53064,-0.204378,0.506747
O94667,-0.108431,0.522501
O74178,-0.0923322,0.616774
P35844,-0.240745,0.500918
Q9P7L4,0.0413469,0.617739
P53889,0.0499635,0.571984
O94679,-0.0698747,0.634722
Q06156,-0.0111074,0.57289
Q10306,-0.217688,0.525268
P00890,-0.297342,0.48549
P52491,-0.295605,0.529074
O74549,0.118398,0.592122
P33313,-0.00624875,0.585133
O13754,0.107845,0.590392
Q08968,-0.381978,0.512653
O13890,-0.0372499,0.558555
O42937,0.127924,0.653524
P41811,0.0750098,0.579259
O13749,-0.157195,0.575813
P29055,0.0603336,0.585183
P25457,0.0386675,0.627206
Q12213,0.0502719,0.580863
P38342,0.0956904,0.633701
Q9Y7P2,-0.358854,0.476091
P40016,-0.0887061,0.591103
O42897,0.0873234,0.587828
O94275,-0.296276,0.557085
P40985,-0.347392,0.498355
P40499,-0.276272,0.542174
O13909,-0.343988,0.488009
P28707,-0.0883819,0.587803
Q11118,-0.229928,0.535741
Q06549,-0.205159,0.527572
Q09190,0.132547,0.619268
P56286,-0.201649,0.568564
P20459,-0.245118,0.502796
Q12211,-0.278673,0.552751
O94396,-0.304653,0.516151
Q9UT53,-0.211743,0.554699
Q06178,-0.253209,0.526128
P52917,-0.2243,0.624232
Q09803,-0.0263342,0.680768
Q09130,0.123057,0.628583
P32481,-0.309151,0.519796
P39107,0.0333393,0.618417
O36022,-0.347289,0.494724
P36013,-0.30409,0.538399
P40375,-0.119374,0.53737
Q12461,-0.325304,0.526757
Q9P7H4,-0.086562,0.548264
Q03897,0.106266,0.644884
O13686,-0.0870873,0.560276
P36595,-0.234456,0.574619
P20435,-0.25383,0.518729
Q12347,-0.0626148,0.645635
O74531,0.0266726,0.604858
O14126,0.0762046,0.638556
P33297,-0.353758,0.49571
O13794,0.075762,0.61708
Q06224,-0.189742,0.510589
O94345,-0.069803,0.624118
P22353,-0.105106,0.551578
O13614,0.0691127,0.647717
Q08745,-0.0383369,0.573307
P36091,-0.0338444,0.635937
O74556,-0.172268,0.564212
Q06493,-0.161015,0.583001
O13920,-0.349531,0.49161
O13941,-0.243314,0.528261
P32486,0.0623564,0.579133
P53128,0.0715658,0.610288
Q10258,-0.0564609,0.555495
Q9USJ6,-0.239164,0.56463
Q07923,0.0219307,0.570659
Q12325,0.0222289,0.624931
Q9URY8,-0.301379,0.490004
O94586,-0.26765,0.49875
Q04344,-0.246774,0.516614
P47025,-0.329168,0.576694
Q9P7I3,-0.325318,0.490238
O14037,-0.123617,0.585083
P36154,0.010141,0.609956
O13787,0.11856,0.660479
P21825,0.0206488,0.601108
Q9UTN2,0.107973,0.637429
P40850,-0.015122,0.558231
P04551,-0.0425204,0.592762
P00546,-0.326086,0.494044
P39533,-0.182467,0.596278
Q9P7D4,-0.0499103,0.5784
Q10147,-0.322451,0.530624
P39076,-0.309109,0.49888
Q9P7S1,-0.26783,0.517219
P53920,0.0848006,0.58272
P40107,0.0256965,0.610744
Q9UTK8,0.0267705,0.565638
P53388,-0.135091,0.559054
O74543,-0.2843,0.495072
P22194,0.0186555,0.605003
P36047,-0.239853,0.499629
Q9UTB4,0.00955498,0.615983
P32335,-0.201842,0.519881
Q9P6N5,-0.0242384,0.589251
P23501,-0.0465582,0.556681
Q08650,-0.0366074,0.626079
O74850,0.0472395,0.578127
O60161,-0.242877,0.537881
Q06679,0.0835766,0.581769
O42849,-0.292374,0.58731
P15624,-0.129004,0.566326
O74836,0.139141,0.636555
P0CX44,-0.0235453,0.56239
Q06632,-0.351659,0.537848
O74733,0.11771,0.59599
Q10237,-0.289293,0.570557
P39081,-0.127152,0.558861
Q1MTQ9,-0.278375,0.550102
Q08962,-0.28338,0.514011
O74427,-0.256606,0.57279
P27515,-0.301761,0.520344
Q06287,-0.300266,0.529253
Q10107,-0.0216882,0.572392
Q9UT19,-0.114281,0.587468
P05694,0.0539101,0.596916
Q9P7R4,0.108148,0.609704
P28263,-0.046883,0.576811
P87320,-0.325787,0.527731
P32266,-0.0411743,0.574386
Q9UT35,-0.371223,0.556768
P32621,0.0792753,0.634634
Q12252,0.044946,0.599505
Q09766,-0.0564606,0.551548
Q12280,-0.1982,0.570229
O14188,-0.291858,0.507246
P53859,0.142764,0.62839
O59821,0.0742854,0.579469
P04807,-0.223485,0.505934
Q09756,-0.0317773,0.551383
P38206,-0.152769,0.567153
O94302,-0.245568,0.499089
P00572,-0.249515,0.553598
P36590,-0.147349,0.557306
Q9Y7N7,0.153171,0.610112
P23503,-0.067799,0.549363
P23797,-0.0736441,0.592885
Q9HDW9,0.119255,0.598137
O94653,0.105475,0.592459
Q08965,0.0180114,0.574474
P53909,-0.127338,0.599788
Q9P6I7,-0.280728,0.54278
O42857,-0.219444,0.532451
P39923,0.163824,0.611438
P17609,-0.0401372,0.60499
P07560,-0.11313,0.552188
Q08651,0.00053399,0.612782
O74959,-0.0775705,0.557623
O74399,-0.273872,0.554142
Q04660,-0.0679803,0.54899
Q03020,-0.226355,0.588784
Q9UTC6,-0.125456,0.58792
O94286,-0.13551,0.592332
Q03677,-0.273283,0.51361
P14743,0.144376,0.628922
O43010,-0.0625611,0.542698
Q10740,-0.203075,0.566493
O94544,0.158329,0.602422
P53739,-0.0468704,0.620014
Q09831,-0.138369,0.578189
Q04636,0.0220613,0.605833
O94529,0.048361,0.587458
P0C0W1,0.0460775,0.601175
P0CT59,-0.169287,0.545778
O94579,0.0537115,0.615719
P23639,-0.23627,0.5244
O94337,0.0853133,0.617485
P38791,0.0521395,0.588322
P79063,-0.023419,0.581579
P12385,-0.12194,0.558672
P37382,0.11274,0.61802
P16370,-0.292091,0.512967
P04397,0.0423748,0.613894
Q9HDU3,-0.00816369,0.56632
P32600,0.0903005,0.624865
Q9Y7K2,0.150207,0.616963
O59770,-0.0752253,0.585034
P21242,0.093291,0.588677
O59672,0.0143055,0.611945
P43535,-0.192803,0.547456
P48234,-0.17234,0.570858
O74879,-0.146234,0.541901
Q9P7S7,-0.335042,0.541615
Q12499,0.0517235,0.59311
Q9UUH7,0.0782818,0.597119
P48365,-0.355221,0.499147
P28189,-0.345035,0.5408
P05756,-0.285556,0.508318
Q9USK3,-0.146622,0.584983
Q05497,0.0375643,0.598973
O42893,-0.151646,0.586318
P32356,-0.330853,0.513688
O74895,-0.289756,0.550162
P54780,0.184539,0.622078
P56289,0.0139891,0.61813
P19211,-0.30359,0.514156
O13837,0.0606401,0.627658
P17649,-0.266314,0.525848
Q9UTF7,-0.294538,0.557043
P25358,-0.168023,0.539872
P07258,-0.240189,0.573481
O60060,0.0195681,0.578719
O60111,-0.0261902,0.615646
Q06567,-0.308541,0.518359
O74548,-0.0301155,0.579208
P18544,0.0333752,0.601639
P08518,0.125529,0.594826
Q02061,-0.326472,0.504353
P54069,-0.305375,0.556723
P42840,-0.2001,0.536627
P08417,-0.33332,0.530489
O94552,-0.0213895,0.560688
P08096,-0.192342,0.582212
P06786,-0.12937,0.563564
Q9USZ0,-0.120641,0.595351
Q08924,-0.292743,0.541646
P06777,0.0354191,0.584878
P36617,0.152685,0.597635
Q06819,-0.36516,0.537896
P87215,-0.274395,0.528319
P40484,-0.171833,0.574036
O94360,0.0209059,0.576496
O74904,-0.0388796,0.578006
P0CX85,-0.161392,0.544444
Q10066,-0.161354,0.588671
P00812,0.0372835,0.599338
O94307,0.183111,0.65001
Q04493,-0.218188,0.541099
O14357,-0.0468886,0.596067
P53306,-0.148404,0.544504
P52490,-0.222546,0.566833
O13685,0.138066,0.609027
Q9UTI3,-0.155958,0.572815
P07347,-0.279589,0.549019
Q03305,-0.0900136,0.582069
Q10170,0.078958,0.586872
O59721,-0.133268,0.576639
P48567,-0.0592847,0.567234
O14290,0.0246109,0.588315
Q07451,-0.0551575,0.568149
P51998,-0.188895,0.594049
O74801,-0.202656,0.587748
Q9UT55,0.0159394,0.603279
Q04371,-0.149208,0.548652
P01123,-0.171541,0.574773
P11620,0.0594494,0.605674
Q09859,-0.256615,0.559406
P40029,0.0704722,0.611833
O13831,-0.113308,0.585948
P00931,0.102716,0.600759
O74352,-0.054361,0.584239
P39743,-0.108205,0.542813
Q03390,-0.303889,0.553153
O74422,0.169989,0.605519
O74635,-0.134458,0.588094
P27999,-0.18012,0.565219
P40093,0.00247598,0.604766
Q9P7T6,0.130086,0.621636
P25335,-0.134978,0.544124
Q09913,0.0855141,0.581803
P38328,-0.204425,0.549306
P78774,-0.122791,0.535706
P21182,0.0724135,0.632936
Q9P7E3,-0.0682966,0.616338
Q9P381,-0.123935,0.556805
P38221,-0.351263,0.519899
P49017,0.0458534,0.617976
P87230,-0.336507,0.522566
Q12118,-0.276603,0.538242
O13797,-0.125886,0.546186
P48009,-0.161442,0.583055
P32468,0.0640513,0.611639
P18239,-0.0713747,0.596595
Q09188,0.0691006,0.609217
Q9USU2,0.0604251,0.612693
P41819,0.106954,0.595394
P18414,-0.00193007,0.613542
O94270,-0.146954,0.558409
P39726,-0.0680249,0.590358
Q9HDV9,-0.0291586,0.592592
Q9UT41,-0.23913,0.563645
P43571,-0.226854,0.557632
Q9USS7,-0.142157,0.569898
P38810,-0.352711,0.517692
Q09737,0.0441009,0.601133
P06169,-0.282008,0.514812
P24279,-0.240935,0.561456
P30666,-0.224229,0.550251
O94319,-0.246357,0.548331
Q04491,-0.0288904,0.572548
P32626,-0.326021,0.533145
Q9P6Q2,-0.0183214,0.574607
Q10106,-0.0960978,0.583057
P34247,-0.327946,0.527674
P48439,-0.375662,0.539221
Q8TFH3,-0.0562045,0.570706
O14179,0.0719038,0.608296
Q07953,0.00666612,0.568072
O94609,-0.0893082,0.579665
P22515,-0.0966913,0.561177
P78974,-0.0275932,0.59424
P05373,0.0967976,0.615162
Q9P7X9,0.156593,0.636238
P53320,-0.0120462,0.586605
O36015,-0.206682,0.55577
P38238,-0.119135,0.562994
O74820,0.0654841,0.641799
P40030,-0.0384893,0.621947
Q06236,-0.263191,0.543827
Q9P7X0,-0.19921,0.526224
P40991,-0.0195232,0.609088
O94268,-0.16623,0.555489
P32458,0.0870882,0.625042
P48008,0.0286823,0.586432
O94305,0.015301,0.612621
P28321,0.0315385,0.580905
O14467,-0.310711,0.549262
O94700,-0.311728,0.534499
Q9UTB3,-0.269908,0.554913
P31115,-0.0280209,0.58483
P36037,-0.0768222,0.602397
O94289,-0.297499,0.543712
Q06680,-0.156638,0.582091
Q10429,0.113013,0.616714
P48837,-0.313708,0.553166
O42963,0.0292056,0.585812
P32656,0.00234825,0.610004
P87305,-0.0775695,0.566799
Q76PD3,0.0537083,0.636851
P53734,-0.273652,0.550773
P49954,-0.299394,0.550016
Q10166,-0.0573414,0.571108
P00942,-0.329078,0.535533
P07669,0.0988564,0.594335
O74327,-0.313527,0.538689
P40074,-0.255272,0.505258
O13946,-0.317029,0.540849
P54837,-0.185984,0.551128
P39079,-0.116999,0.579052
O94515,-0.348902,0.518855
O13910,-0.304931,0.549853
P47083,-0.13899,0.551978
P41887,-0.188056,0.572057
P15108,-0.201395,0.534717
O13985,0.00888019,0.598697
Q04199,-0.115631,0.546794
O94523,0.0788526,0.625581
P21147,0.0568256,0.580193
P53184,-0.0708291,0.597133
Q9USS0,0.0576537,0.591294
O43001,-0.197935,0.559931
P50942,-0.310935,0.502212
Q7Z9I3,-0.371098,0.541916
P36086,-0.335016,0.535032
P40468,-0.120855,0.58758
Q9HDV6,0.112237,0.601015
O13928,-0.302126,0.569343
Q00245,-0.0817849,0.603353
Q9HFF5,-0.260387,0.559551
Q04264,-0.258154,0.537216
O13864,-0.186619,0.560123
Q06142,0.044628,0.598002
Q9Y7P1,0.00997316,0.602776
Q03103,-0.0090679,0.572091
Q09892,0.134447,0.614854
P32485,-0.155769,0.554005
O74558,-0.290599,0.546073
P43563,0.0313438,0.582553
Q12449,-0.332802,0.566018
Q9P782,-0.170818,0.575029
P40564,0.0751584,0.632074
O59731,0.107388,0.621561
P47147,0.00789843,0.617959
O13819,-0.2157,0.54655
O74874,-0.0619675,0.604757
P31384,-0.139976,0.559127
P32901,-0.0291779,0.600505
Q9P380,-0.228846,0.54875
Q9P7C1,0.143463,0.625266
P43613,0.0310844,0.583735
P12695,-0.361732,0.544829
O59816,-0.0830238,0.562506
Q9Y7M7,-0.0164933,0.605402
P33311,-0.204684,0.522955
P38203,-0.0722981,0.59537
O94408,0.0269904,0.623119
P38219,-0.00833244,0.594287
O13998,-0.103684,0.568209
P16661,0.121023,0.626354
O13933,0.0506039,0.597469
P28000,-0.157864,0.55907
Q09177,-0.219157,0.545594
Q9C0U6,-0.172347,0.567316
P42826,0.0467184,0.592886
P40066,-0.313484,0.525084
P41838,-0.345692,0.494685
P53598,-0.128299,0.595993
O13750,-0.25728,0.552509
Q9Y817,-0.0226153,0.584764
P47104,0.118515,0.630304
O59767,-0.172406,0.563365
P47074,-0.0249594,0.56462
P36165,-0.168784,0.549317
Q9Y827,-0.155627,0.541242
O74368,0.120494,0.611876
P41800,0.0204131,0.575678
P53261,-0.0352502,0.612907
O60164,0.117885,0.630565
P40493,-0.336047,0.535774
O94480,-0.0636697,0.568672
O42930,0.12042,0.641599
P32319,-0.143046,0.548381
Q12339,-0.0756497,0.611443
O74862,-0.0674894,0.579661
P38880,-0.256559,0.533849
Q10070,-0.299026,0.520856
P31380,-0.310769,0.525267
O74842,-0.122849,0.536105
Q9P7P0,-0.333794,0.549953
P32784,-0.154563,0.573154
P22696,-0.208554,0.584784
O74448,-0.32402,0.540082
P26637,-0.28348,0.566377
Q10490,0.049126,0.589599
O42875,-0.209541,0.568885
P04803,-0.34069,0.488516
O74369,-0.0707361,0.583925
P40015,-0.0733097,0.570467
O74439,-0.221666,0.565506
P38988,-0.018171,0.608982
P38703,-0.214935,0.563556
O59735,-0.0773695,0.56648
Q03862,0.157739,0.623038
O60180,-0.15614,0.549489
P15703,-0.321739,0.535573
O13990,-0.228035,0.54461
P54964,0.121223,0.621637
O94626,-0.216672,0.542588
P33753,-0.0613147,0.611422
Q09833,-0.231948,0.512269
Q04767,-0.286642,0.544365
O74375,-0.00581488,0.593031
O14134,-0.0252828,0.624834
Q08972,-0.222289,0.544843
P17883,-0.0914198,0.594918
O94474,-0.0800227,0.604006
P40357,-0.101413,0.56907
O74786,0.0717086,0.603313
P24583,-0.286428,0.5411
P36583,-0.123339,0.550078
O94684,0.0888573,0.62558
Q03290,-0.0557115,0.588955
P22219,0.0716898,0.634766
O42900,0.180311,0.616989
O13753,-0.0341033,0.564458
P32366,-0.0359623,0.568734
Q08387,0.0192101,0.625224
O74833,0.0539931,0.592927
Q09175,0.0599328,0.628354
P13134,-0.0208327,0.580188
P28789,-0.242979,0.587905
Q09899,-0.264447,0.548657
P53318,-0.367361,0.570734
Q9Y7Z9,0.103465,0.630981
Q9UUG1,-0.329094,0.5348
P36160,0.0110033,0.606324
P38712,-0.156121,0.599677
Q9P6N8,0.0703113,0.627754
Q9US20,0.0638378,0.594586
P33333,-0.151945,0.55139
O94613,-0.15734,0.53361
Q12181,0.163511,0.599039
Q9UUI4,-0.147906,0.538681
Q12080,-0.0913234,0.567191
P40341,-0.29083,0.557146
Q9HGM3,0.0564303,0.574524
P53266,-0.0477221,0.581013
Q9Y810,-0.303227,0.529043
P53255,-0.0630418,0.567671
Q10414,0.0175237,0.572063
P06243,-0.102345,0.600956
P50582,0.0260439,0.584858
P25342,-0.295609,0.548723
Q09116,-0.00954451,0.618832
Q09843,-0.0386622,0.603859
P40348,-0.104539,0.564167
P87113,-0.206343,0.586589
P32352,-0.0219123,0.578154
P53727,-0.166826,0.555202
O74860,-0.302186,0.515521
Q9UUE6,-0.181703,0.596546
P15180,-0.22535,0.5592
P47048,0.109767,0.630408
O94730,-0.194404,0.53489
P32502,-0.221576,0.569448
Q9UT76,0.0835553,0.60245
Q06696,-0.335516,0.533564
O43038,-0.2203,0.541423
Q9USH7,-0.114472,0.565534
P39926,-0.068024,0.550298
Q10344,0.0892888,0.61457
P35691,0.145884,0.616453
P25374,-0.145543,0.557732
O74351,-0.097542,0.562589
Q03829,-0.16529,0.566457
Q76PC3,-0.0414593,0.587129
P53930,-0.204312,0.539967
Q10319,-0.206687,0.588932
Q04665,-0.17519,0.587276
P10823,-0.0972947,0.587615
P53009,-0.228458,0.593689
Q9P7X5,0.087572,0.623297
P13045,-0.169706,0.576443
Q9HDU2,-0.224785,0.523069
Q09671,0.0230782,0.641607
P41816,-0.295072,0.560545
Q9P787,0.0175723,0.635604
P36039,-0.0139271,0.576872
O14348,-0.295665,0.532527
Q92317,0.0776225,0.604664
P15202,-0.279102,0.526387
P55306,0.00778762,0.594676
O14039,-0.0399435,0.595526
P53972,0.0836904,0.585291
Q9P7T9,-0.0634419,0.604239
P43549,0.168024,0.599651
P18409,-0.164482,0.555959
O13814,0.088528,0.629041
P53177,-0.241292,0.571579
Q9UTA5,-0.274079,0.509707
P00560,0.0623818,0.616073
O60101,-0.148875,0.566067
O74499,-0.0869316,0.563297
P53905,0.0365266,0.573683
P16603,-0.019748,0.625588
P36587,-0.287706,0.525392
P89886,-0.0165107,0.605437
P87313,0.0989527,0.61695
P53319,-0.00931007,0.621375
P78812,-0.0812213,0.601707
P53201,-0.157266,0.570651
O14308,-0.343713,0.558558
Q06512,-0.185608,0.583063
O94372,-0.00583241,0.592484
P53252,-0.201101,0.556313
O74960,-0.146386,0.572117
