Gene A	Gene B	Score	Category
P38937	Q9P7M3		SL
P38937	Q9URV2		SL
P38937	P50524		SL
P38937	P13681		SL
O74113	Q02099		SL
Q10324	Q10339		SL
Q10324	Q10339		SL
Q10324	O74562		SL
P36582	P36583		SL
P36582	P36583		SL
P08647	O94513		SL
P08647	O94513		SL
O13807	Q02099		SL
O13807	P34208		SL
O13807	Q09170		SL
Q10990	P50531		SL
Q10990	P22193		SL
Q10990	P36632		SL
Q10990	Q02099		SL
Q10990	Q09170		SL
O13816	O42860		SL
P23566	P06652		SL
P23566	P10815		SL
P17610	P17608		SL
P17610	Q12705		SL
Q10109	O13712		SL
Q10113	O94534		SL
Q9UUK2	Q10325		SL
P22193	P12000		SL
P22193	P07527		SL
O13826	Q9UT72		SL
Q9P376	O42868		SL
O13839	O94235		SL
O13839	O94751		SL
O13853	P40977		SL
O13853	P36583		SL
O13853	Q10287		SL
O13853	Q12705		SL
O13853	O94532		SL
O13853	O74562		SL
P36615	Q12126		SL
P36615	Q12126		SL
Q10156	P36616		SL
Q10059	Q09822		SL
Q10059	P39825		SL
Q10059	O14188		SL
Q10059	Q9UUG5		SL
Q10059	Q09196		SL
Q10059	P10989		SL
Q10059	P78953		SL
Q10059	Q9USI6		SL
Q10059	O94532		SL
Q10063	P36583		SL
P78929	Q10434		SL
P78929	P39825		SL
P78929	Q9HGP5		SL
P78929	Q9HGP5		SL
P78929	O14301		SL
P78929	Q09196		SL
P78929	Q9USI6		SL
P12000	Q09811		SL
P12000	P34208		SL
Q09822	O13728		SL
Q09822	Q9P7H1		SL
Q09822	Q10059		SL
Q09822	Q10362		SL
Q09822	Q10369		SL
Q09822	Q09898		SL
Q09822	Q09898		SL
Q09822	O14157		SL
Q09822	O14188		SL
Q09822	O14188		SL
Q09822	Q09196		SL
Q09822	Q09196		SL
Q09822	Q10199		SL
Q09822	Q10199		SL
Q09822	O60187		SL
Q09822	Q12705		SL
Q09822	O74845		SL
Q09822	Q9USI6		SL
Q09822	Q9USI6		SL
Q9UUL2	P39750		SL
Q9UUL2	Q9UUB7		SL
Q10264	Q9Y804		SL
O13898	O42933		SL
P41391	O60016		SL
Q10364	Q09892		SL
Q10364	P52890		SL
Q09767	Q10197		SL
Q09778	P40902		SL
Q10305	Q10137		SL
Q10305	Q12705		SL
O13983	P34208		SL
O13911	P87175		SL
P50528	Q09690		SL
O13928	O74562		SL
P32372	P36602		SL
O42860	O14343		SL
O13953	P87314		SL
Q09892	P06652		SL
Q09898	P87027		SL
Q09898	O14305		SL
Q09898	P41892		SL
Q09898	O60187		SL
Q09898	P36589		SL
Q09898	O74473		SL
Q09756	P50521		SL
P06652	P41412		SL
P06652	P87050		SL
P06652	P07334		SL
P06652	Q10281		SL
P06652	O74354		SL
P06652	P87314		SL
P06652	P33886		SL
P06652	P87323		SL
Q09765	Q8WZK4		SL
Q10290	P87297		SL
Q10290	Q9HDZ6		SL
Q10290	P04688		SL
Q10290	Q9P6S5		SL
Q10290	Q9USQ4		SL
P40848	O14459		SL
Q10169	O94444		SL
P27574	P32586		SL
P27574	P32586		SL
O13988	Q09811		SL
O13988	Q09811		SL
O42659	O94688		SL
P87324	Q09811		SL
P87324	P30316		SL
Q10173	O42860		SL
O14019	Q09892		SL
Q10585	P36602		SL
O14040	P40383		SL
O14098	P50528		SL
Q09690	Q02088		SL
Q09690	P39825		SL
Q09690	P36589		SL
Q09690	P05219		SL
Q09690	P10989		SL
Q09690	P22987		SL
Q09690	P78953		SL
Q09690	P78953		SL
Q09691	Q9HDZ3		SL
Q09811	Q09683		SL
Q09811	P41410		SL
Q09811	P38937		SL
Q09811	Q9P6M0		SL
Q09811	Q9P7M3		SL
Q09811	Q9USX3		SL
Q09811	Q02099		SL
Q09811	Q1MTN9		SL
Q09811	O14350		SL
Q09811	O74986		SL
Q09811	P87231		SL
Q09907	P36617		SL
Q09907	Q9UR24		SL
P36592	O42905		SL
P36592	O42905		SL
Q09725	P12000		SL
Q09733	Q09822		SL
O14114	P87057		SL
O14114	P09322		SL
O14114	P09988		SL
O14114	Q9C0W2		SL
Q9P3T8	Q10197		SL
Q9UT81	O94444		SL
Q92376	P25295		SL
Q10185	Q02592		SL
O14139	Q9P793		SL
O14140	Q9Y8G3		SL
P39750	Q09683		SL
P39750	P87324		SL
P39750	Q09811		SL
O14147	Q9USQ1		SL
O42868	O74535		SL
P28040	Q9UTJ8		SL
P28040	Q09811		SL
P28040	Q09811		SL
P28040	Q9C107		SL
P28040	P34208		SL
Q10141	O13807		SL
Q10141	Q9UUL2		SL
Q10141	P36592		SL
Q10141	P39750		SL
Q10141	P87175		SL
Q10141	P28706		SL
O14157	P36618		SL
O14157	O74756		SL
O14157	P36589		SL
O14157	O74473		SL
O36016	Q9P7H4		SL
O36027	O74771		SL
O14188	Q09196		SL
O14188	Q9USI6		SL
Q09838	P17610		SL
Q09838	O13853		SL
Q10213	P41410		SL
Q10213	P41410		SL
Q10213	P36592		SL
P87050	P06652		SL
P87050	P06652		SL
P87050	P04551		SL
P87050	P10815		SL
P87058	Q09778		SL
P87058	O94258		SL
Q9US09	P31406		SL
P32390	P10989		SL
Q9UUG9	P40902		SL
Q9UUG9	O74824		SL
Q9UUG9	O74544		SL
Q9HGP5	P78929		SL
Q9HGP5	P78929		SL
Q9HGP5	P39825		SL
Q9HGP5	P39825		SL
Q9HGP5	Q09196		SL
Q9HGP5	O59945		SL
Q9HGP5	P10989		SL
O94444	P41878		SL
O94444	P52890		SL
O94444	O74803		SL
O94444	O74803		SL
O94444	P87048		SL
P40381	O94459		SL
P40381	O13816		SL
P40381	O13816		SL
P40381	O94383		SL
P40381	Q1MTN3		SL
P40381	O59790		SL
P40381	P30776		SL
P40381	P30776		SL
P40381	O14064		SL
Q9US07	P08096		SL
Q9P6M3	Q9Y738		SL
Q9P6M0	Q09811		SL
O14207	P41410		SL
O14207	P36592		SL
P41889	P13681		SL
P36618	O74388		SL
O14248	Q09690		SL
O14251	P17610		SL
O14251	O74562		SL
Q92353	P50524		SL
Q92353	P52890		SL
Q92353	P36612		SL
P78972	P06652		SL
P78972	P87050		SL
P78972	P07334		SL
P78972	P41889		SL
P23635	P23636		SL
Q9UT35	Q9USP2		SL
Q9URY2	O14417		SL
Q9URY2	O14417		SL
Q9URY2	Q09933		SL
Q9Y703	P05219		SL
Q9UT30	Q09825		SL
Q9UT30	O94353		SL
Q9UT30	O59755		SL
Q9UT30	O43087		SL
P41887	O74994		SL
P41887	Q9USI6		SL
P36632	P87324		SL
P36632	P28040		SL
P36632	P30316		SL
O14301	Q9HGP5		SL
O14305	Q09898		SL
O14305	P41892		SL
O14305	O60187		SL
O14305	P36589		SL
O14305	O74473		SL
Q9P7M8	P41838		SL
Q9P7M3	Q09811		SL
Q09196	O14157		SL
Q09196	O36023		SL
Q09196	P10989		SL
Q9HDY7	Q9Y812		SL
Q9HDY1	Q09196		SL
Q9HDY1	Q10287		SL
Q9C107	Q09811		SL
Q9C107	Q09811		SL
Q9C107	O75004		SL
Q9C107	P36632		SL
Q9C107	Q9URU2		SL
Q9C107	Q02099		SL
Q9C107	Q02099		SL
Q9C107	P50582		SL
Q9C107	P50582		SL
Q9C107	P30776		SL
Q92383	Q10445		SL
P36630	P87049		SL
P36630	P25009		SL
P36630	P40380		SL
P0CU17	P41878		SL
P0CU17	P50524		SL
O94235	P05219		SL
O94235	P25295		SL
P40376	Q09892		SL
P49777	O14423		SL
Q9Y812	P87297		SL
Q9P6H9	P01129		SL
Q9P6H9	P07527		SL
P04551	Q9P7H1		SL
P04551	P41412		SL
P04551	Q12126		SL
P04551	P87323		SL
P04551	P36613		SL
P04551	P07527		SL
P04551	P07527		SL
P48003	P04910		SL
P48003	P04909		SL
Q10199	O13728		SL
Q10199	Q09898		SL
Q10199	O14157		SL
Q10199	O14188		SL
Q10199	O60187		SL
Q10199	Q12705		SL
Q10199	Q12705		SL
Q10199	Q9USI6		SL
Q10198	P13681		SL
Q10198	Q09933		SL
P28748	O13961		SL
P28748	P28745		SL
Q09743	P36592		SL
Q09746	Q09822		SL
Q09746	Q9Y7Z8		SL
O42709	P32372		SL
O42709	Q09811		SL
O42709	Q02099		SL
O42709	P50582		SL
P41004	Q9UTQ7		SL
P41004	O13684		SL
P41004	Q9UTN6		SL
P41004	O13769		SL
P41004	Q10325		SL
P41004	Q9UUK2		SL
P41004	Q09698		SL
P41004	P08096		SL
P41004	Q9USU8		SL
P41004	O94679		SL
P41004	P41003		SL
P41004	Q10429		SL
P41004	Q9P7J7		SL
P41004	O59790		SL
Q9Y804	P87014		SL
Q9Y804	Q10097		SL
Q9Y804	Q92462		SL
Q9Y804	P36622		SL
Q9Y804	O13728		SL
Q9Y804	O13734		SL
Q9Y804	O13735		SL
Q9Y804	Q9UTI6		SL
Q9Y804	Q9UTI1		SL
Q9Y804	O13756		SL
Q9Y804	Q10325		SL
Q9Y804	P36615		SL
Q9Y804	P10506		SL
Q9Y804	Q10344		SL
Q9Y804	Q10136		SL
Q9Y804	Q09760		SL
Q9Y804	Q9UTA2		SL
Q9Y804	O14129		SL
Q9Y804	O14217		SL
Q9Y804	O14077		SL
Q9Y804	P40976		SL
Q9Y804	Q9P769		SL
Q9Y804	Q9P6R7		SL
Q9Y804	Q9P6R6		SL
Q9Y804	Q9Y804		SL
Q9Y804	O74738		SL
Q9Y804	O74746		SL
Q9Y804	Q9USD4		SL
Q9Y804	Q09948		SL
Q9Y804	O60137		SL
Q9Y804	Q9USX1		SL
Q9Y804	O42953		SL
Q9Y804	P28829		SL
Q9Y804	P15258		SL
Q9Y804	P27584		SL
Q9Y804	O43009		SL
Q9Y804	O74818		SL
Q9Y804	P79007		SL
Q9Y804	O94660		SL
Q9Y804	Q9P790		SL
Q9Y804	O74845		SL
Q9Y804	O94722		SL
Q9Y804	O74456		SL
Q9Y804	Q09180		SL
Q9Y804	Q09887		SL
Q9Y7Z8	O36027		SL
Q9Y7Z8	O36027		SL
Q9Y7Z8	Q9P6R1		SL
P21135	P10505		SL
P21135	P41889		SL
P21135	Q9URV2		SL
O60100	O74476		SL
O94374	O14063		SL
P50527	O13310		SL
O13453	Q12705		SL
O59751	P87297		SL
O59751	Q9HDZ6		SL
O59751	Q9P6S5		SL
O59751	Q09933		SL
P41838	O14134		SL
P41838	Q9P7M8		SL
P41838	Q9P7M8		SL
P41838	O14310		SL
O42913	P36630		SL
O42913	P41411		SL
O42913	O74986		SL
O42917	Q09725		SL
O42917	P30776		SL
Q9URU2	P12000		SL
Q9URU2	P39750		SL
Q9URU2	O75004		SL
O14332	P36630		SL
O60126	P36632		SL
O60126	Q02099		SL
P23636	Q9P7H4		SL
P23636	P07527		SL
Q9P7V9	O36027		SL
Q9P7V9	Q9Y7Z8		SL
P07799	P08096		SL
O74756	Q09822		SL
O74756	Q09196		SL
P87060	P04551		SL
P87060	P10815		SL
P30261	Q09843		SL
P30261	Q09811		SL
O42980	O14417		SL
O74761	P50531		SL
O74761	P22193		SL
O74761	P78955		SL
O74761	P26306		SL
O74761	P36632		SL
O74761	Q02099		SL
O74761	Q09170		SL
Q9UUE5	Q10099		SL
Q9UUE5	Q09856		SL
Q9UUE5	P41838		SL
Q9UUE5	Q12381		SL
O94494	Q9HDY7		SL
O94494	Q9Y812		SL
O94494	Q9USQ4		SL
Q9USX3	Q09811		SL
Q9USX3	P39750		SL
Q9USX3	Q9C103		SL
Q9USX3	O74747		SL
Q9USX3	P08096		SL
Q9USX3	Q10337		SL
Q9USX3	P87231		SL
Q9USX3	P53692		SL
Q9Y8G3	O14134		SL
Q9Y8G3	Q9P7M8		SL
Q9Y8G3	P41838		SL
Q9Y8G3	O14310		SL
Q9Y8G3	O94506		SL
P08092	P42656		SL
P08092	P33520		SL
P25009	P87049		SL
Q12126	P36615		SL
Q12126	P36615		SL
O42956	O36023		SL
O42956	Q9Y7U5		SL
P08096	Q9UUK2		SL
Q09330	Q9Y8G3		SL
Q6BDR8	Q09811		SL
Q6BDR8	P39750		SL
Q6BDR8	Q10213		SL
Q6BDR8	O74747		SL
Q6BDR8	Q9USX3		SL
Q6BDR8	P28706		SL
Q6BDR8	Q10337		SL
Q6BDR8	P87231		SL
Q6BDR8	P53692		SL
Q6BDR8	P36617		SL
O14417	Q10197		SL
O14417	P05219		SL
O94646	Q9USH1		SL
P41892	P87027		SL
P41892	Q09898		SL
P41892	P36618		SL
P41892	P36589		SL
P41892	O74473		SL
O94308	P30290		SL
O94308	P07527		SL
O94316	O14187		SL
O94316	P39964		SL
O94316	Q12381		SL
Q02099	P07527		SL
Q9UUM2	P30316		SL
Q9UUM2	P40377		SL
Q9UUM2	O94329		SL
Q9UUM2	P50582		SL
Q9UUM2	Q9USQ1		SL
Q9UUM2	P30776		SL
Q9UUM2	P30776		SL
Q9UUM2	P87231		SL
O60182	Q09732		SL
O60182	Q9USQ1		SL
O94466	Q10059		SL
O94466	Q09822		SL
O94466	Q09822		SL
O94466	O14188		SL
O94466	Q10199		SL
O94466	Q9USI6		SL
O94468	Q10445		SL
O60187	P87027		SL
O60187	Q09898		SL
P36589	P87027		SL
P36589	Q09898		SL
P36589	P36618		SL
O74777	P06652		SL
O74777	P10815		SL
O74354	P15398		SL
O75001	P49731		SL
O75001	Q02099		SL
O75001	P40377		SL
O75001	P34208		SL
O75001	Q09170		SL
P87154	P78955		SL
P87154	Q09811		SL
P87154	Q02099		SL
P87154	P30316		SL
P87154	P34208		SL
P05219	O42860		SL
P37202	P40381		SL
P37202	Q09884		SL
O42995	Q9HDY7		SL
O42995	O94244		SL
O42995	O94244		SL
O42995	Q9P802		SL
P36594	P36589		SL
P53695	Q09683		SL
P53695	P39750		SL
P53695	O74986		SL
P54789	Q10337		SL
P52890	Q01663		SL
O74803	O94396		SL
Q09824	P87049		SL
O14343	Q01112		SL
O14343	P87297		SL
O14343	P08647		SL
O14343	Q9HDZ6		SL
O14343	P50527		SL
O14343	Q9P6S5		SL
O14343	Q09933		SL
O43012	O13807		SL
O43012	P22193		SL
O43012	Q9P7T4		SL
O43012	Q02099		SL
O43012	Q09170		SL
O43013	P62505		SL
O43013	P87297		SL
O43013	Q9UTG8		SL
O43013	Q9HDZ6		SL
O43013	O14285		SL
O43013	O94235		SL
O43013	Q9P6S5		SL
O43013	Q50HP4		SL
O43013	Q50HP3		SL
O43013	O94751		SL
O43013	O94483		SL
O43013	Q09933		SL
O14350	Q09811		SL
O14350	P30316		SL
O14350	P50582		SL
O14350	Q9USQ1		SL
O14350	P34208		SL
O14350	P30776		SL
O14350	P87231		SL
O14356	Q09778		SL
O14356	P06652		SL
O14356	P36592		SL
O14356	Q9UUG9		SL
O14356	P07527		SL
P25295	O59751		SL
P25295	O14343		SL
P25295	Q09933		SL
P10989	Q10059		SL
P10989	P06652		SL
P10989	Q02088		SL
P10989	P39825		SL
P10989	Q09196		SL
P10989	Q9USI6		SL
Q9USU3	Q09811		SL
Q9USU3	Q09811		SL
Q9USU3	P39750		SL
Q9USU3	Q10213		SL
P30316	P22193		SL
P30316	P78955		SL
P30316	Q09811		SL
P30316	Q02099		SL
P87074	P28040		SL
P87074	P30261		SL
P87074	P30316		SL
O59702	P56523		SL
P87174	O74113		SL
P87174	P32372		SL
P87174	P87154		SL
P87176	Q09811		SL
P87176	O14129		SL
P87176	Q9C103		SL
P87176	Q9USX3		SL
Q92375	O74887		SL
Q92375	P55306		SL
P40235	P40236		SL
P40377	O74113		SL
Q9UUB7	P87231		SL
Q9Y738	Q9P6M3		SL
Q9Y738	Q09933		SL
Q9Y709	O94454		SL
Q9Y709	O13895		SL
Q9Y709	O60079		SL
Q9UUB5	Q9P6M3		SL
O94353	Q09825		SL
O94353	O59755		SL
O94353	O43087		SL
O94360	Q09898		SL
O94360	O60187		SL
O94360	P36589		SL
O94360	O74473		SL
O43058	O94646		SL
P22987	Q12705		SL
O74398	Q09822		SL
O74398	O14188		SL
O74398	Q09196		SL
O74398	Q10287		SL
O74398	O94701		SL
Q06182	Q9USG9		SL
Q06182	Q9USG9		SL
P36616	Q10156		SL
Q9USQ4	Q9HDY7		SL
Q9USQ4	Q9Y812		SL
P10815	P06652		SL
P10815	Q12126		SL
P10815	P36613		SL
Q10337	P36592		SL
Q10337	Q09743		SL
Q10337	P08096		SL
Q10337	Q9UUM2		SL
Q10337	O14350		SL
Q10337	Q9HGM8		SL
Q10337	O94395		SL
Q10337	Q9P7J8		SL
Q10337	P53692		SL
O94529	P87227		SL
O94529	Q9P802		SL
O94513	P08647		SL
O94513	P08647		SL
O94513	P50524		SL
O94513	P36612		SL
O59755	P06652		SL
Q92372	Q92374		SL
P30290	P07527		SL
P30290	P07527		SL
O43068	O14417		SL
O43068	Q1MTN3		SL
O43068	O94751		SL
O43068	O59767		SL
O43068	O59790		SL
O43068	O14064		SL
Q12381	O14187		SL
Q12381	Q9UT24		SL
O43070	P39750		SL
O94329	Q02099		SL
P33520	P41412		SL
P13681	P37202		SL
P13681	P23880		SL
P13681	P23880		SL
P50582	P50531		SL
P50582	P22193		SL
P50582	Q09811		SL
P50582	Q02099		SL
P50582	P34208		SL
P50582	P30776		SL
O94679	P41004		SL
O94679	P41003		SL
P04689	O42860		SL
P04689	O94751		SL
O94688	Q9URV2		SL
P87323	P06652		SL
P87323	P06652		SL
Q9UUA2	P36592		SL
Q9UUA2	P30261		SL
Q9UUA2	Q9UUM2		SL
Q9UUA2	P30316		SL
P09988	Q9URT4		SL
Q9USP9	O13713		SL
Q9USP9	Q9Y8G3		SL
O43087	P06652		SL
O43087	Q92351		SL
P36613	P04551		SL
Q9HDV6	P07527		SL
O13619	Q9P7H1		SL
O13619	O94466		SL
O13619	O74398		SL
Q9C0W0	O94244		SL
Q12705	P17610		SL
Q12705	O13853		SL
Q12705	P36209		SL
Q12705	O14157		SL
Q12705	Q10287		SL
Q12705	P41892		SL
Q12705	Q8WZK2		SL
Q12705	Q9HFE5		SL
Q12705	O74454		SL
P41003	P50531		SL
P41003	P42657		SL
P41003	P36602		SL
P41003	P78955		SL
P41003	P36592		SL
P41003	P26306		SL
P41003	P42656		SL
P41003	P36632		SL
P41003	P30316		SL
P41003	P28706		SL
P41003	O43114		SL
P41003	O94395		SL
P41003	P87231		SL
O94267	O14114		SL
O59757	P87227		SL
P87061	P40995		SL
P87061	P08647		SL
P87061	Q9UU83		SL
P34208	P12000		SL
P34208	P12000		SL
P34208	P30261		SL
P34208	O74761		SL
P34208	P08096		SL
P34208	P07527		SL
P34208	P07527		SL
O94542	Q9USG9		SL
O94751	P40381		SL
O94751	O59751		SL
O94751	O14343		SL
Q9Y7N0	Q9HGP4		SL
O74454	Q12705		SL
O74454	P36614		SL
O74472	O94477		SL
O74473	P87027		SL
O74473	P41892		SL
O74473	P41892		SL
O74473	P36589		SL
P36614	P36582		SL
P36614	P23636		SL
O74476	P06652		SL
Q10429	P41004		SL
Q10429	O14417		SL
Q10429	P41003		SL
Q10432	O13852		SL
P07527	Q92462		SL
P07527	Q02099		SL
P07527	P30290		SL
P07527	P34208		SL
P07527	Q09170		SL
P07527	Q9URT4		SL
P07527	Q9UU83		SL
Q09170	P28040		SL
Q09170	P34208		SL
O94477	O13928		SL
O94477	Q10339		SL
O94477	O74562		SL
Q9P7J8	P36592		SL
Q9URT4	P87227		SL
Q9URT4	P09988		SL
P50526	Q09892		SL
Q9Y7R3	P41004		SL
Q9Y7R3	P41003		SL
O59790	Q09849		SL
O59790	P49777		SL
O59790	O14350		SL
O59790	P34208		SL
O74991	P50531		SL
O74991	P22193		SL
O74991	P36632		SL
O74991	Q9C107		SL
O74991	Q02099		SL
O74991	P87074		SL
O74991	P34208		SL
P78953	O60129		SL
P24865	P87049		SL
P24865	P36630		SL
P24865	P25009		SL
P87231	Q09811		SL
P87231	Q9UUM2		SL
P87231	Q06182		SL
P87244	Q9Y705		SL
P87244	Q9USQ2		SL
Q53EK2	P08096		SL
Q53EK2	Q10337		SL
O74939	Q09811		SL
O74887	P55306		SL
P18296	P10505		SL
P18296	P10505		SL
P18296	Q09892		SL
P18296	P41889		SL
P18296	Q9URV2		SL
P18296	P21135		SL
P18296	P52890		SL
P53692	Q9P7M3		SL
P53692	P08096		SL
P53692	P08096		SL
P53692	P08096		SL
P53692	P87175		SL
P53692	Q10337		SL
O74994	Q9USI6		SL
O74910	P87227		SL
P04913	Q9Y812		SL
Q9Y7U4	Q09811		SL
Q9Y7U4	Q10337		SL
Q9Y7U4	Q10337		SL
Q9USI6	O14157		SL
Q9USI6	O14157		SL
Q9USI6	Q09196		SL
Q9USI6	O74756		SL
O74515	O74304		SL
O74515	O13733		SL
O74515	O94537		SL
O74515	O74135		SL
O74515	Q10364		SL
O74515	Q09792		SL
O74515	O14019		SL
O74515	O14047		SL
O74515	O14098		SL
O74515	O14132		SL
O74515	P87050		SL
O74515	Q9P7I2		SL
O74515	O14328		SL
O74515	Q9Y7J6		SL
O74515	Q02099		SL
O74515	P22987		SL
O74515	P36616		SL
O74515	Q9USQ4		SL
O74515	P40234		SL
O74515	P34208		SL
O74517	Q09685		SL
O74518	P05219		SL
Q09933	O59751		SL
Q09933	P37202		SL
Q09933	O14343		SL
Q09933	Q9Y738		SL
Q09933	P13681		SL
O13681	O13712		SL
Q02592	O13684		SL
Q07538	Q12381		SL
Q07538	O13615		SL
O94532	O13928		SL
O94532	O14188		SL
O94532	Q9UUG5		SL
O94532	Q09196		SL
O94532	Q10339		SL
O94532	O74562		SL
O94534	O59751		SL
O94534	P05219		SL
O94534	O14343		SL
O94534	Q9Y738		SL
O94534	P04689		SL
O94534	Q09933		SL
O94534	Q09933		SL
O94534	Q09933		SL
P36617	Q09811		SL
P36617	Q03392		SL
P36617	O74747		SL
P36617	Q02099		SL
P36617	P87231		SL
O74560	P87227		SL
O74562	O13928		SL
O74562	Q10339		SL
O74562	O94477		SL
O74562	O94532		SL
Q9UU83	O60132		SL
Q9UR24	Q10445		SL
Q9USH1	O14198		SL
Q9USH1	O94684		SL
Q9USG9	Q9USX3		SL
Q9USG9	P87176		SL
Q9USG9	Q06182		SL
