gene,dim1,dim2
Q9P6K3,0.110229,0.186695
Q07622,-0.172469,-0.096076
P06777,-0.14372,-0.229086
P38699,-0.175038,-0.156965
Q9Y817,0.115127,0.158227
P47104,-0.0134757,-0.153494
Q99207,-0.100969,-0.154178
O43051,-0.00890171,0.02789
Q9C0Z0,0.148334,0.236953
O74999,0.0725011,0.0986939
Q9P7P2,0.0301591,0.2396
P48567,-0.185042,-0.0218394
O59721,-0.195295,0.139494
O13685,-0.0106285,0.0563443
O74503,-0.0895436,0.0725739
Q9UUL2,0.179621,0.173962
Q9HGN2,-0.161521,0.0324183
O13839,-0.193347,0.20236
O14145,0.0892091,-0.0865766
Q9Y815,0.00826552,-0.242806
O60137,0.131319,-0.011819
Q9UTH1,-0.169622,0.116919
Q9UT23,0.0225726,-0.139952
P38088-2,-0.20733,0.221284
Q10179,-0.0356496,0.0853879
P09457,0.191047,0.134062
O74479,0.25161,-0.217308
P87314,-0.211835,0.1456
O14262,0.119087,0.134614
O43083,0.0785091,0.186015
P07275,-0.061033,0.229027
O74766,-0.190021,-0.135066
O13914,0.199234,0.0478702
P40825-2,0.0487863,0.225788
P36086,-0.144904,0.0455225
Q7Z9I3,-0.137383,-0.130789
O94586,-0.0252236,0.136997
Q04344,0.0239682,0.0542527
O43038,-0.0443756,0.0908265
Q06696,0.195629,-0.0562967
O94324,0.192687,0.185341
Q10362,-0.0722815,0.0571957
Q09116,0.166941,0.19335
P32445,0.0852045,0.0645646
P28743,0.146473,0.186968
Q04493,-0.184086,-0.00395922
P47074,-0.176994,0.211641
P17119,-0.0665275,0.186848
P43579,-0.0312556,-0.00358991
O13977,-0.190232,0.028277
O94312,-0.0369444,0.164194
Q09683,0.203519,-0.241057
Q9UUE6,-0.128892,0.0695581
P15180,-0.0766554,0.129933
P87109,-0.174319,0.0925658
Q12204,0.0406378,0.130584
O74718,0.135232,-0.0283991
P05453,0.186544,0.0834893
P39006,-0.216358,-0.206926
Q9UTB5,0.014338,0.100933
P15705,0.00254525,0.251792
Q9USI5,-0.126147,0.00545827
Q9UT88,0.249011,0.00911183
P24521,0.180313,0.249331
P53883,-0.10843,-0.00252148
Q09100,0.017389,-0.00399545
Q12702,0.118161,-0.0500914
Q00362,-0.0067597,0.00613369
P31115,0.21243,0.124456
P38634,-0.123624,-0.0711145
P33399,-0.0656821,-0.094292
O94404,0.123757,-0.221956
P53081,-0.0791292,-0.248874
O94277,0.0369844,0.0185032
P37254,-0.0905342,-0.19588
Q06892,-0.196865,0.213482
Q9UT98,-0.138166,-0.144525
Q10133,-0.238332,0.0939971
P06781,0.250304,0.132972
P36097,-0.228412,0.0692588
O94600,-0.0486291,-0.164809
O74786,0.211115,-0.236788
P40357,-0.25054,-0.18421
Q00711,-0.0347248,-0.182544
Q9UTJ7,0.136803,-0.0876208
O13663,-0.0579477,-0.224445
Q07830,0.16855,-0.144799
P27351,-0.159489,-0.0649286
O43005,0.22173,-0.0715476
Q9UT28,-0.0517564,-0.199165
Q05874,-0.0970173,0.195644
P15625,0.220865,0.168529
O42870,-0.199823,-0.212616
O14228,0.00198958,0.234282
P38972,-0.0472687,-0.0446876
P38991,-0.0123419,-0.216449
O59790,0.0982311,0.149993
O13754,0.167956,-0.140754
P33313,0.197434,0.147014
Q10361,0.255314,-0.138233
P40086,0.171703,-0.205082
P40186,-0.142031,-0.22754
O42979,-0.207336,0.182693
P40208,-0.0542549,-0.0238672
P38953,0.164688,0.229057
P36037,0.0341421,-0.0612319
Q9UT11,-0.173063,-0.0606664
P40544,-0.245228,0.0689122
P50999,-0.0785684,0.189399
P39078,0.0921575,-0.22624
P36587,0.14532,0.24773
P16603,-0.249537,0.107684
Q03330,0.237059,-0.00735131
Q9UUK2,0.204911,0.0284537
Q10668,0.246011,0.0380097
P13712,0.229389,0.0334471
P23594,-0.00173366,-0.186598
O13849,0.179643,-0.101149
P00729,-0.147977,0.0195532
P40988,0.134289,0.0295955
Q9HFE1,-0.177293,-0.123248
P39940,-0.225375,0.113979
Q92462,-0.201769,0.082778
Q1K9B6,0.115709,0.124419
Q09669,0.00671484,0.15022
P10127,0.182979,-0.142847
P36007,0.051444,0.187903
O59791,0.119246,0.10822
Q12252,0.17607,0.0577295
Q09766,0.204588,0.096231
P08004,-0.105536,0.0957977
P30597,0.0555121,-0.185046
Q09175,-0.114765,0.144651
P13134,-0.233172,-0.0293549
P38915,-0.0545851,-0.244852
P24719,0.0655185,0.227325
P40454,-0.1333,-0.0314039
P50275,0.00377949,-0.113782
O14225,0.0899469,0.140369
P35180,0.174398,0.0999605
Q12080,-0.0987833,0.225787
Q9UUI4,0.122112,0.265931
P07263-1,-0.14718,0.104138
O43011,-0.178874,0.207883
O94413,-0.186749,0.0556988
P38620,0.0845765,-0.195207
P25336,0.098095,-0.0673225
P61830,0.181673,-0.129664
P38123,0.137029,0.095917
P36048,0.161896,0.112351
O94316,-0.230973,-0.00473959
Q12001,0.0358763,0.0439924
O43053,-0.143843,-0.171916
O42996,0.223177,-0.0374526
Q09772,-0.255833,-0.20846
Q10215,0.202166,-0.0592926
P87244,-0.103264,0.214407
Q9P7M3,-0.0522581,0.181686
P40035,-0.26956,0.102731
Q9P7V8,-0.188155,-0.127345
P47089,-0.0778083,-0.0488633
P40356,0.161555,-0.241485
P39706,-0.0759554,-0.146269
O14224,0.234099,0.210361
Q9UTL9,0.180954,0.200885
O94573,-0.122379,0.0596187
O60107,-0.139473,-0.185291
Q04053,0.0995888,-0.237507
Q9USN3,0.0637907,-0.0849677
Q05946,0.204358,0.189602
Q08162,0.239207,0.0362222
P37202,0.114767,-0.159118
P25382,-0.0791581,-0.115993
O74855,0.191819,-0.132723
P43122,-0.0884447,-0.173694
O94710,0.0633193,-0.202127
P40345,0.178276,0.152033
O94680,-0.0882347,-0.0880648
O94360,0.240762,-0.121905
P40484,0.272062,0.0697043
Q9UTC5,-0.0200003,0.0963718
Q9USX9,0.239352,0.181986
Q9USQ1,-0.093662,0.231393
P32855,-0.178671,0.242408
O74562,-0.187077,0.147657
Q09792,-0.125826,0.0996021
Q7LKV1,0.210392,0.231742
P36625,-0.0981912,0.173886
P25009,0.0572513,-0.223715
Q92348,-0.137072,0.245184
Q9URX7,0.182988,0.00295391
P38074,0.06944,0.190205
P53330,0.176654,0.188215
Q9P794,-0.0574223,-0.0190695
Q9URU9,0.101505,0.148061
O94534,-0.244301,-0.103998
P40351,-0.196036,-0.182342
Q10479,0.117524,-0.0525599
P48363,0.227585,-0.0592424
P47821,-0.207644,-0.00010472
P43593,0.0212961,-0.23591
P52491,0.128347,0.121413
Q03944,0.026721,-0.0577473
P26448,-0.138974,-0.1366
O94329,-0.232188,-0.138554
P40359,-0.126782,0.0942967
O74368,-0.120059,0.167199
P41800,-0.0737979,0.131007
P53686,-0.242936,0.177467
P29311,-0.0811804,-0.0874854
P04386,-0.163243,-0.0349545
P38755,-0.164674,-0.230929
Q9UUA1,0.22132,-0.209948
P78773,-0.00390743,0.0784681
P52910,0.194113,-0.0408366
Q3E757,0.103072,-0.101296
P0CT78,-0.195085,-0.022988
Q9USZ6,-0.0182613,-0.0955971
P33201,-0.125117,-0.158382
P08096,0.227111,-0.227042
P06786,-0.034147,0.0697012
P38886,-0.0923012,0.142229
Q03214,0.0728582,-0.062646
P33754,0.080243,-0.103125
Q10284,-0.0330895,0.125574
P40150,0.119482,-0.176361
Q10477,0.177422,-0.0223396
O42868,0.0941028,0.0833546
O74919,-0.0409108,0.210346
Q9P6I0,0.0808495,0.056861
P25345,-0.197855,-0.109828
P00546,0.184518,-0.110271
P04551,0.0450588,0.202613
P41888,0.195907,-0.150756
P47173,-0.127055,-0.0503184
P43573,-0.0482388,-0.0904095
P40154,-0.235015,-0.221556
Q02721,-0.190407,-0.0189505
Q9UT43,0.0890668,0.00261753
Q12674,0.224287,0.0739021
P28273,-0.10006,0.0342672
Q10094,-0.133586,0.0518574
P43563,0.22812,-0.159767
O74558,0.0863996,0.0233258
O74959,0.0758225,-0.0695098
Q08651,0.0834238,0.232814
P33753,-0.17265,-0.19125
Q09833,0.0890165,-0.207914
P47050,-0.142143,0.187096
Q04501,0.0230505,-0.0601813
Q03375,-0.0283942,0.062638
O13642,-0.100903,0.240315
P32875,-0.093597,0.0067764
O14249,-0.252062,0.109231
P53264,-0.129321,0.141279
Q96WV1,0.0181799,0.246803
Q12009,-0.12607,-0.105563
O59816,-0.0277619,0.247075
P12695,0.178404,0.184112
Q08601,-0.0264586,0.231734
O74477,0.0434246,-0.12035
P33307,-0.171339,-0.105196
O13671,-0.131663,-0.11088
P40376,-0.245569,-0.172478
P06245,-0.0384904,0.0898811
Q9HFF5,-0.224563,0.00344056
Q9P7X0,-0.0605184,0.159891
Q10169,0.0240384,-0.109179
P47771,0.0133875,0.0139653
Q9URW9,-0.188633,-0.0611458
P39926,0.110091,-0.194754
Q9USH7,-0.142678,-0.205565
O43049,0.208496,0.101069
Q9P6R1,-0.152465,0.229791
Q10147,-0.124434,-0.258387
P39076,-0.239638,-0.165648
O13935,0.224413,0.188587
P38205,0.00795629,-0.198924
P40897,-0.1569,-0.10919
O14031,-0.0373952,0.154308
P00560,-0.0536845,0.115639
O60101,-0.143478,-0.160205
P39923,-0.0659387,-0.0620573
O42857,0.072603,-0.175589
P33296,0.235412,0.00536362
Q03435,-0.0380424,-0.056593
P89886,-0.0300102,0.0267342
Q04049,-0.19687,-0.0924018
P54000,0.0968163,-0.162005
O59811,-0.198187,0.243769
P54280,0.101434,0.163619
Q10428,0.108156,0.110828
O74375,0.173808,0.0234534
Q04767,0.0990331,-0.167063
O42963,-0.237956,-0.245501
P48837,0.212368,0.189703
Q09860,0.18772,0.214345
P53852,-0.0370915,-0.195965
O94659,0.0462204,0.260044
Q02892,0.129512,-0.072812
O74898,0.176071,-0.126123
P32469,0.136274,0.00515295
Q86ZR7,-0.147185,0.110422
O14165,-0.188767,0.23513
Q10210,0.18301,-0.0475114
P50531,-0.229188,0.0814051
O94631,0.164958,-0.189787
P25270,0.00391661,0.00903146
P31384,0.161084,-0.245385
O74467,-0.197567,-0.145815
P79011,0.093721,-0.00701577
Q9C103,0.2095,0.180829
P00046,0.0751196,0.238461
P00045,0.152403,0.18529
P36632,0.00146599,0.228742
Q10103,0.208297,-0.193651
P78759,-0.206023,-0.0471342
P25293,0.134085,-0.0571659
P38737,-0.0185538,-0.143879
Q99314,0.0326218,0.0489704
P53851,-0.19739,0.248339
P25301,-0.20353,-0.191654
P46946,-0.164747,0.0793233
P53150,-0.139109,0.131509
P48581,-0.00705349,-0.23038
P10862,-0.242326,0.0759993
O14028,-0.199847,-0.192646
P53944,0.105098,-0.129925
O94319,-0.22623,0.182947
Q04491,0.159276,-0.167225
P32939,0.21962,0.0180733
O94655,-0.0101663,-0.243156
O74777,-0.114358,-0.258302
P25586,-0.183826,-0.0290179
O94275,-0.0854943,-0.188401
Q9P6H9,0.224063,0.133467
O13644,-0.018248,-0.0374975
Q01590,-0.198605,0.220578
Q12749,-0.0306124,0.234129
P53692,-0.0513175,0.200638
Q9UT08,0.222416,-0.238337
P31383,0.0120806,-0.0497913
P87155,0.0449115,-0.196491
P36125,0.024594,0.108018
P40996,-0.198914,0.0575816
P29366,-0.132212,0.144813
O13901,0.0909036,0.0521112
P17898,0.163712,0.104595
O36014,0.00277541,-0.0674156
P38821,0.213325,-0.111066
P31334,0.218703,0.235274
Q9P6P6,0.0324716,0.155762
O13940,0.138583,0.0505322
P37303,0.0564775,-0.12099
Q9UT61,0.20829,0.184208
P22855,0.0586687,-0.0996711
Q9P772,0.133465,-0.110069
P38625,0.199852,-0.157049
O13986,0.0749929,0.0992724
Q10492,-0.192047,0.147533
Q9USL4,-0.101563,0.124523
Q05123,0.203201,0.0721851
Q9UTQ7,0.245723,-0.0953524
Q9P3W1,0.0835766,0.225768
P36100,0.257148,0.0918952
O94242,0.0558577,-0.0147692
P15179,-0.0521603,-0.0869089
P36047,-0.157318,0.254727
P22194,-0.146449,-0.187158
O42893,0.0976896,0.169853
P32356,0.162378,0.233034
P34241,-0.0187,-0.0618662
O74415,-0.24699,-0.02931
O94652,-0.0201053,0.0790098
Q12315,-0.235935,-0.0704864
P19158,-0.0896688,-0.187602
P36103,0.136294,-0.0483182
P18412,-0.18114,0.24512
P05374,0.0680404,-0.157746
O74787,-0.0876364,-0.102974
O74846,-0.207634,-0.123458
P32844,-0.00542284,0.0857833
Q9HE08,-0.191941,0.110736
P47095,0.203735,-0.123722
P13393,-0.225218,-0.126458
P17871,-0.146024,-0.23313
Q10423,0.00983465,-0.236135
O94630,0.0740056,0.176909
Q9P6Q1,0.163715,-0.0181766
P43596,-0.0537893,-0.124852
Q12020,-0.18999,0.205597
Q04003,0.167462,0.0565437
Q9P774,-0.0754611,0.0359502
P15938,8.29329e-05,-0.199267
O94590,0.230043,0.0632478
P30619,0.104967,-0.00356126
O74763,-0.048806,-0.188275
Q12523,-0.00494788,-0.0798831
Q09746,0.189325,-0.000339953
Q8X1T0,-0.0241162,0.161603
Q9P797,0.235591,0.156328
P02294,0.014811,0.198798
Q03834,0.126402,-0.231024
P07347,-0.038238,0.0542518
Q12055,0.0736797,0.243193
Q9UU88,-0.244367,0.0270187
Q09668,-0.15927,-0.214569
P05749,-0.0398792,0.210711
O94235,-0.213112,0.220818
A0ZWU1,-0.0872113,0.059868
O13731,0.0413846,0.0441005
P38523,-0.13053,0.153349
O43047,0.234278,0.0482652
P0CT76,-0.214782,0.0375906
P0CX30,-0.188828,0.182389
P38860,0.253992,-0.209312
Q9UT06,-0.157375,-0.0343808
Q9URZ3,0.0176885,-0.0153989
P15380,0.125219,0.194201
O60135,0.195442,-0.169804
P30624,0.140582,0.179154
Q9P4W9,-0.0726193,0.186495
P0CX36,0.225762,-0.0908053
P36108,-0.23392,-0.0955043
O14177,0.10573,-0.0257479
P38874,0.195538,-0.0664393
P47113,0.224719,0.223861
Q02088,0.123461,0.0237312
P40414,-0.0599443,0.0240504
P06782,-0.225742,0.0124141
P40850,0.141655,-0.138243
O74323,-0.118987,0.220406
P15367,-0.166335,-0.203761
O14293,0.224893,0.16355
P40047,-0.207451,-0.12928
P00360,-0.245684,-0.15731
P78958,-0.0795235,-0.152819
Q01519,0.167375,0.249383
O94581,0.146682,-0.158796
O42916,0.113816,0.14301
Q08548,-0.060809,-0.178968
O00103,-0.188025,-0.0266317
P52492,0.155728,0.229196
P42935,0.149874,-0.092927
Q9URY1,-0.0368883,-0.130475
Q9USK2,0.216344,0.230443
P53331,-0.0279443,-0.00607001
O94443,-0.144786,-0.10717
Q09820,0.232923,-0.0387608
P30771,-0.243981,0.108955
O13936,-0.051985,0.172518
P27692,-0.11912,0.0145282
P40157,0.083714,-0.207549
Q1MTR3,0.0815542,-0.0371074
P40202,-0.0118964,0.00259825
P40535,0.239295,-0.0872679
P38262,-0.10795,0.00973796
O59865,-0.147479,0.0632643
P0CX32,-0.0327864,0.079399
O14161,-0.0454565,-0.193331
O43017,-0.00434685,-0.0600466
Q9UT79,0.149172,0.243152
P41735,0.138737,0.0504384
O74826,0.00888153,0.00664018
P08525,-0.0432188,0.129615
P50523,0.254517,0.116574
P53063,-0.10025,0.158884
P14737,0.0371811,0.19724
P40023,0.169379,0.127445
O94666,0.0778663,-0.0496816
P04051,0.123038,0.00789264
O13286,-0.0670284,-0.103666
P53197,0.249485,0.21256
P40072,0.00246081,0.238773
P49956,-0.103601,0.0564259
Q12366,0.0313477,-0.00219376
P48361,-0.144166,0.0771637
Q9URQ5,0.00749703,0.167732
Q9UTL7,0.235399,0.184191
Q08726,-0.176456,-0.143004
P32447,-0.0582647,0.146342
P27895,-0.21796,-0.212439
Q12420,0.0336712,-0.154057
Q01649,0.0804624,0.0409569
P22579,0.0993479,-0.222977
P53165,-0.00726037,0.11658
P25846,0.0844832,0.113032
Q07457,0.0574475,-0.0529946
P38042,-0.072619,-0.187746
P10505,-0.167622,-0.134852
Q02959,0.124918,0.0403485
P53740,0.226253,0.152554
P12689,0.0372108,-0.0263975
Q9P6P5,0.0476908,-0.0845663
P36149,-0.0555264,-0.000137795
P08647,-0.246295,-0.000342515
P01120,0.174348,-0.24287
P24870,0.211519,0.0364996
P32459,-0.0284868,0.184659
O13843,0.262628,0.0518001
Q09177,-0.0493969,-0.183529
P28000,-0.0194669,-0.00568078
P09938,0.116382,-0.191117
P36603,0.168236,-0.0400573
P41896,-0.046225,-0.26726
O94424,0.109945,-0.140937
Q9US05,0.138281,0.0224426
Q06631,-0.0139188,0.119566
P53695,0.0741186,-0.139212
O74516,-0.176372,0.0648921
Q02648,0.159675,0.0455482
P38938,-0.153494,-0.0518614
P87313,0.213733,0.253667
O14306,0.224704,-0.196012
P87230,-0.150065,0.0833415
P49017,-0.17656,0.0587118
Q09948,0.215054,0.0120163
Q9HGL3,0.169009,0.209095
Q9P7X6,-0.0278096,0.163583
Q12488,-0.237671,-0.20499
O14227,0.0965782,-0.0287129
Q9UUK1,0.190445,0.204069
O14127,-0.193023,-0.213036
P34237,-0.0833504,-0.208443
O59795,-0.155011,0.0311563
Q9UTB3,-0.240872,0.118612
Q10189,-0.0271559,0.173599
P32361,0.224592,-0.12981
O94537,0.149855,0.00365912
O74729,0.0986859,-0.188667
O74191,-0.196557,0.141662
O94400,-0.116638,-0.167831
O13966,0.138916,0.256987
P19414,0.215816,0.219329
P07286,0.247051,0.0825287
P42881,-0.241658,0.0598552
Q03104,0.0914971,-0.0689162
Q03067,-0.0201307,0.0122427
P38207,0.0836722,-0.019661
P45818,0.0978251,-0.122566
Q09775,0.192794,-0.0151195
Q10321,-0.0275842,0.132702
Q9HDV9,0.183272,-0.0537671
P39726,0.0958348,-0.0474546
O60181,0.148964,0.188384
Q99258,0.160578,0.18492
P43123,0.224144,-0.179976
O94617,-0.147666,-0.177379
P38794,-0.126448,0.0691216
Q02793,-0.249324,-0.0860315
P06778,-0.00365042,-0.0952254
P33442,0.223682,-0.225148
O94438,-0.00248806,-0.157508
Q03713,0.00750266,0.231739
P32432,-0.0970306,-0.0627962
P36157,-0.0422907,-0.0962356
P53549,0.254081,0.0575666
O74445,-0.0890939,0.0813354
P06103,0.00704967,-0.0745192
Q10425,-0.254203,0.0626383
P40469,0.144174,-0.065002
P32807,-0.237037,-0.145205
P50106,0.20436,0.182347
Q04311,-0.109727,0.0312881
O74977,-0.143337,-0.224462
P43613,0.0796762,0.119158
Q9P7C1,0.0663048,-0.098628
O13741,-0.126565,0.17602
Q08208,0.216125,-0.0621996
Q92347,-0.257506,-0.182259
P47077,-0.187694,0.195158
P29952,-0.0108492,-0.0967573
O43014,0.123969,-0.0163321
P32349,-0.0217511,-0.138643
Q9C106,0.19188,-0.160117
P38144,-0.211184,0.16
Q08749,0.0867228,0.104299
Q07362,-0.119897,-0.208675
P32626,-0.239789,0.0143244
Q9P6Q2,0.14317,0.0136421
O94405,0.1104,-0.115737
Q1MTQ1,-0.0906593,-0.0189298
O94561,-0.224796,0.0482031
Q9P790,0.185533,-0.18811
Q9P7H3,-0.122404,0.0696305
P40961,0.0267244,0.0652804
Q12223,0.238331,0.127825
Q9C0W1,-0.112239,0.139927
P53915,0.191046,0.150613
Q02932,-0.217997,0.0367501
O94545,0.173571,-0.0298106
Q09907,-0.233409,-0.0792035
P32558,-0.0163469,-0.0217934
O94267,0.163404,-0.237353
O94714,0.209,0.0791188
O94376,0.0020018,-0.200198
Q9US07,0.0382085,-0.0486862
Q10364,0.206249,-0.0557662
Q09696,-0.0684782,-0.0766774
O94247,0.241388,0.205807
P06843,0.0115125,0.0898725
P38633,0.143995,0.197947
P38255,0.0307969,0.22024
Q03897,-0.186607,-0.00751989
O13686,0.040802,-0.133626
P33418,0.0536198,-0.0672758
O94258,0.230513,-0.137606
P25357,-0.239854,-0.147679
P52918,0.247427,-0.127617
O42874,-0.195651,0.0608281
Q09699,0.106373,-0.0395787
O13820,-0.197188,-0.062357
P87053,0.223689,0.162943
P39014,0.215075,0.180192
P32264,0.190635,-0.0726234
O13810,-0.182564,0.135878
Q09701,0.0304336,-0.10432
P39010,-0.22332,0.0997042
P07251,-0.216796,-0.180401
P24487,0.0906823,-0.135181
P00549,0.147494,-0.0880007
Q10208,-0.246002,-0.177246
Q12091,-0.0746182,-0.235151
O13995,-0.0318229,-0.253509
Q04307,-0.255074,-0.122133
O13896,0.0918581,0.134186
P0CU03,-0.0199489,0.192924
P39105,0.156443,-0.184035
Q12382,0.174151,-0.00398204
P87170,-0.164304,0.0701409
O94550,-0.127601,-0.139828
P50085,0.154744,0.0020139
P00812,0.0257593,0.146983
Q10066,0.203737,0.121929
P24783,0.024723,-0.229691
P24782,-0.104562,-0.0841246
P31376,-0.0260692,-0.0436674
P53076,0.139052,0.104596
P38344,0.205872,-0.242655
P89105,-0.112679,0.183705
P39081,0.173464,0.161466
Q10237,-0.173307,-0.176165
Q12432,0.120312,0.175972
P30620,-0.179988,0.121059
Q12045,0.099223,-0.0576032
Q12176,0.0658961,0.208097
O36021,-0.151833,0.148981
P38995,-0.234517,-0.192807
O59666,-0.256702,0.0679903
P24583,0.12349,-0.0818333
P36583,0.238657,-0.252422
O13821,0.170184,0.0402028
P40343,0.00700122,0.0632534
P40482,-0.0308035,0.102459
Q9UUI5,-0.173489,-0.137693
Q01976-1,-0.172441,0.193446
Q9P791,0.238937,0.198606
O59683,0.149113,-0.208467
P25038,0.256986,-0.197825
Q9Y7N7,-0.0190005,0.261502
P23503,0.157193,0.137995
P22936,0.122611,0.222508
Q04779,-0.210459,-0.108803
Q12692,0.0803772,-0.207557
O14234,-0.222632,-0.146297
P50077,0.0727768,-0.201308
O14023,-0.227986,-0.129368
P87240,-0.177815,0.04638
P38961,0.194157,0.158233
Q10257,0.155629,0.0649054
P40528,0.125459,0.2465
Q9UU86,0.140913,-0.0595031
O74531,-0.204131,-0.223046
Q12347,-0.208033,-0.114078
O14350,0.0704685,0.0404768
Q09173,-0.144162,0.129947
O14144,0.0475873,0.100328
P27882,-0.180479,-0.0992283
P25637,-0.176809,0.246886
O13997,-0.0557296,0.0239085
Q12509,-0.0868701,-0.189709
P53911,0.0652608,-0.00469641
P53893,-0.0801508,0.0486329
O74945,0.0986309,-0.250466
P48582,0.0950513,0.046212
O13783,0.127308,0.114046
O14308,0.219542,-0.23992
P53201,0.201622,-0.00441964
P35996,-0.225714,0.202394
O94292,-0.164584,0.196959
Q9Y7N9,0.0586035,-0.0682853
Q06839,-0.110423,-0.217472
P15398,-0.094161,-0.026572
P10964,0.248167,0.14687
O14217,0.206744,-0.224328
P07213,-0.150669,0.215119
O94511,0.129529,-0.165514
Q99190,0.166107,0.18313
P36605,-0.180046,-0.244903
P07172,-0.0722303,-0.232239
P20051,-0.20236,0.13165
Q9UTI0,-0.245756,0.0581061
P32580,-0.0476542,0.22265
O94445,0.0529656,-0.0666243
O94393,0.0152907,-0.01578
P40555,0.12382,-0.218031
P56523,0.0184926,0.0281371
Q9US25,0.222515,0.0442841
P07281,-0.014367,0.0516446
P79016,0.19737,0.186682
Q06640,0.217014,-0.246003
O14235,-0.0385639,0.14527
Q02908,0.00365025,-0.0984967
Q03465,-0.21511,-0.0771568
P14832,-0.00461834,0.115059
P13586,-0.156281,-0.0316908
O59868,-0.0911347,-0.214527
O74856,0.111532,-0.121534
O74805,-0.0851669,0.120735
P53866,0.154825,-0.222157
P53688,0.0979239,-0.00838038
P40352,0.134308,0.230372
P06168,-0.0970582,-0.155435
P78827,-0.0494163,0.0265441
O74314,-0.136614,0.120121
P47164,0.153257,0.0891868
P32902,-0.111992,0.176355
O13970,0.0140253,0.0300911
Q9USL6,0.111091,0.0933708
O74502,-0.206937,0.1283
Q10319,-0.171807,0.0539512
P23644,0.263938,-0.0980221
